row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
216,2312c02071ffbcd4f01edd064e51f9602af2fe1bc30427b96f1906382d3bbf2e,"A 30-year-old female consults you that her mother has been diagnosed with breast and ovarian cancer. Similarly, her maternal aunt was treated for breast cancer two years prior. She would like to be screened for breast cancer. Which screening approach IS NOT appropriate for her?",Ultrasound,Clinical examination,Mammography,MRI scan,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.88,
  ""rationale"": ""With a strong family history suggestive of hereditary breast-ovarian cancer syndrome, appropriate screening includes clinical breast examination, mammography, and often MRI for high-risk women. Ultrasound is not a standard primary screening modality in this setting and is usually adjunctive or diagnostic.""
}",A,,0.88,"With a strong family history suggestive of hereditary breast-ovarian cancer syndrome, appropriate screening includes clinical breast examination, mammography, and often MRI for high-risk women. Ultrasound is not a standard primary screening modality in this setting and is usually adjunctive or diagnostic."
217,5c2959116dbb5cc60852762fa0a10dd530097291ec5de928e69607b23bba32b6,A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC?,Intermittent monitoring during labour is recommended.,Risk of uterine rupture is 2%.,It is contraindicated in women with previous classical caesarean section.,The chances of successful vaginal birth is around 50%.,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""VBAC is contraindicated after a previous classical caesarean because of the substantially increased risk of uterine rupture. The rupture risk after one prior lower-segment caesarean is usually around 0.5%, continuous rather than intermittent fetal monitoring is recommended, and success rates are typically about 70–75%.""
}",C,,0.97,"VBAC is contraindicated after a previous classical caesarean because of the substantially increased risk of uterine rupture. The rupture risk after one prior lower-segment caesarean is usually around 0.5%, continuous rather than intermittent fetal monitoring is recommended, and success rates are typically about 70–75%."
218,ceebe5fbbf76fb7d9d50000c0ed4da726b6328a0278956758611389743a271d2,"A 62-year-old man who had prosthetic aortic valve replacement 6 weeks earlier presented with weight loss, night sweats and intermittent palpitations over the
past month. His heart rate is 88 bpm and regular. Blood pressure checked was 140/86 mmHg. He has a prosthetic valve murmur and splinter haemorrhages are found on examination of his fingernails. Echocardiogram done showed vegetations on the aortic valve. What is the most likely causative organism?",Streptococcus viridans,Candida albicans,Haemphilus ducreyi,Cardiobacterium hominis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.72,
  ""rationale"": ""This is early prosthetic valve endocarditis occurring within 2 months of valve replacement. Early PVE is classically caused by hospital-acquired organisms including Staphylococci and fungi; among the listed options, Candida albicans is the best match.""
}",B,,0.72,"This is early prosthetic valve endocarditis occurring within 2 months of valve replacement. Early PVE is classically caused by hospital-acquired organisms including Staphylococci and fungi; among the listed options, Candida albicans is the best match."
219,655c5cf9d9a9e4531af0a1196bf4bc2b7c164c5e98a82fdc2d383b6556da1185,"A 38-year-old woman presents to the maternity day assessment unit with a history of swollen feet, headache and blurring of vision at 30 weeks' gestation. Her BP is 160/100, pulse rate 88 bpm, oxygen saturation (Sp O 2) 99% on air and normal temperature. Uterine height measures 26 cm. Qualitative analysis of urine reveals 3 plusses of protein. What would be the diagnosis in this clinical context?",Unexplained proteinuria,Migraine,Diabetic nephropathy,Glomerulonephritis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""This presentation is most consistent with pre-eclampsia: new-onset hypertension after 20 weeks with significant proteinuria plus headache and visual symptoms, and possible fetal growth restriction. Since pre-eclampsia is not among the options, none of the listed choices is correct.""
}",null,NO_VALID_OPTION,0.99,"This presentation is most consistent with pre-eclampsia: new-onset hypertension after 20 weeks with significant proteinuria plus headache and visual symptoms, and possible fetal growth restriction. Since pre-eclampsia is not among the options, none of the listed choices is correct."
220,c03079d1061f23a8a3e00aed79a453c1fe80df97c10e7f475ce1f5e388c76c8b,"A 47 years old man presents with a 2 day history of disorientation, auditory and visual hallucinaitons. His wife says he has been complaining of headaches 2 days prior to presentation. His blood pressure is 212/125 mmHg. This is his first such episode. He most likely has;",Schizophrenia,Bipolar Affective Disorder,Schizo-Affective Disorder,Organic cause of psychosis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Acute onset psychosis with disorientation, recent headache, and severe hypertension strongly suggests a medical/organic etiology rather than a primary psychiatric disorder. The first episode at age 47 also makes primary psychotic illness less likely.""
}",D,,0.99,"Acute onset psychosis with disorientation, recent headache, and severe hypertension strongly suggests a medical/organic etiology rather than a primary psychiatric disorder. The first episode at age 47 also makes primary psychotic illness less likely."
221,23cf2e199e094c0e4bf3ae5e126a93486807115b3404e27e60a783432a30071f,"A 34-year-old woman presents with galactorrhoea, loss of libido and amenorrhoea for 4 months. MRI of the brain showed a macroadenoma with pressure on the optic chiasm. Which visual defect is likely to be found on examination?",Binasal hemianopia,Bitemporal hemianopia,Loss of colour vision,Left homonymous hemianopia,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""A pituitary macroadenoma compressing the optic chiasm classically affects the crossing nasal retinal fibers, causing loss of temporal visual fields in both eyes. This produces bitemporal hemianopia.""
}",B,,0.99,"A pituitary macroadenoma compressing the optic chiasm classically affects the crossing nasal retinal fibers, causing loss of temporal visual fields in both eyes. This produces bitemporal hemianopia."
222,0d21ee174c5e4a282a70a2608f624fee2bb91d4c769596687f9237cb74d6ee23,"A 57-year old nulliparous woman comes 2 weeks after noticing a lump in the right breast. Her last mammogram was done 4 years ago and showed no abnormalities. Menopause began 2 years ago, during which time the patient was prescribed hormone replacement therapy for severe hot flashes and vaginal dryness. Vital signs are within normal limits. Examination of the right breast shows a firm, non-tender mass close to the nipple. There are no changes in the skin or nipple and there is no palpable axillary adenopathy. The abdomen is soft and nontender. Mammography shows a suspicious 2 cm mass adjacent to the nipple. Which of the following is the most appropriate next step in management?",Measurement of serum CA 15-3,Fine needle aspiration,Bone scan,Excisional biopsy,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.93,
  ""rationale"": ""A suspicious palpable breast mass on mammography requires tissue diagnosis, and fine needle aspiration is an appropriate next step for initial pathologic evaluation. Serum tumor markers and bone scan are not indicated before diagnosis, and excisional biopsy is not first-line when less invasive sampling is available.""
}",B,,0.93,"A suspicious palpable breast mass on mammography requires tissue diagnosis, and fine needle aspiration is an appropriate next step for initial pathologic evaluation. Serum tumor markers and bone scan are not indicated before diagnosis, and excisional biopsy is not first-line when less invasive sampling is available."
223,93f4bf37b6b0ce169bb73aa151a4fbe747ae7bdfc809e3ec4bdc68109a93096f,"A 50-year-old farmer presents with diarrhoea, flatulence, joint pains and gradual weight loss over the past 6 months. A small bowel biopsy shows villous atrophy and periodic acid-Schiff positive macrophages. What is the most likely diagnosis?",Lactose intolerance,Coeliac disease,Small bowel lymphoma,Ulcerative colitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""The biopsy finding of villous atrophy with PAS-positive macrophages is classic for Whipple disease. Since Whipple disease is not among the listed options, none of the choices is correct.""
}",null,NO_VALID_OPTION,0.99,"The biopsy finding of villous atrophy with PAS-positive macrophages is classic for Whipple disease. Since Whipple disease is not among the listed options, none of the choices is correct."
224,a9747cb5246a877e215caa157c7ca108e8ee18ab56ae0f3206fa4512eca120e8,"A patient presents with small bowel obstruction and a history of appendectomy 10 years ago. She is given fluid, an NGT tube, and a Foley catheter. What are the clinical signs or symptoms that indicate the need for surgery?",Vomiting,Constipation,Peritonitis,Abdominal distension,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""In small bowel obstruction, peritonitis suggests bowel ischemia, strangulation, or perforation and is a clear indication for urgent surgery. Vomiting, constipation, and abdominal distension are common features of obstruction but are not by themselves definitive indications for operative intervention.""
}",C,,0.98,"In small bowel obstruction, peritonitis suggests bowel ischemia, strangulation, or perforation and is a clear indication for urgent surgery. Vomiting, constipation, and abdominal distension are common features of obstruction but are not by themselves definitive indications for operative intervention."
225,5a6e087238f4b592c2f31e3f8c7ff33c2b386b0fa6293b8f9945f6cb6eab23c9,A 30-year-old female presents with a chief complaint of palpitations. A 24-h Holter monitor is obtained and shows occasional unifocal PVCs and premature atrial contractions. Which of the following is the best antiarrhythmic management in this patient?,Quinidine,Anxiolytic therapy,Beta blocker therapy,Digoxin,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.89,
  ""rationale"": ""Occasional unifocal PVCs and PACs in an otherwise likely healthy young patient are usually benign but can be symptomatically improved with beta blockers. Quinidine and digoxin are not appropriate first-line therapy, and anxiolytics do not directly treat the ectopy.""
}",C,,0.89,"Occasional unifocal PVCs and PACs in an otherwise likely healthy young patient are usually benign but can be symptomatically improved with beta blockers. Quinidine and digoxin are not appropriate first-line therapy, and anxiolytics do not directly treat the ectopy."
226,824e0048805f92109351a5ebc60824475f7b8c75c745cbe1bbd44b255ab04cf0,"A 20-year-old primigravida, unbooked, was rushed into the emergency room unconscious following repeated episodes of convulsions. Blood pressure checked on admission was 150/100 mmHg. Urinalysis revealed 3+ of proteinuria. She was thereafter given intravenous injection of Magnesium sulphate. The following is untrue regarding Magnesium sulphate:",Is given to cases of imminent eclampsia,The aim is to reduce blood pressure,Acts on the central nervous system causing depression,Is excreted by the kidney,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Magnesium sulphate is used in eclampsia/imminent eclampsia for seizure prevention and control, not primarily to lower blood pressure. It acts as a CNS depressant and is excreted by the kidneys.""
}",B,,0.99,"Magnesium sulphate is used in eclampsia/imminent eclampsia for seizure prevention and control, not primarily to lower blood pressure. It acts as a CNS depressant and is excreted by the kidneys."
227,5bff2b5720abbc1c788ce581948a9a5ae37f0168603774f8330f0303b7878748,You assess a 26-year-old woman with a diagnosis of bipolar disorder in the emergency department. She is speaking very quickly and is difficult to interrupt. She scarcely finishes a sentence before starting another. She speaks about a range of topics but her words make sense and the topics are clearly linked to one another. What sign is she exhibiting?,Pressure of speech,Dysphasia,Tangentiality,Alogia,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Rapid, excessive, hard-to-interrupt speech with understandable content and linked ideas is characteristic of pressure of speech, commonly seen in mania. The other options involve language impairment, drifting off-topic, or poverty of speech.""
}",A,,0.99,"Rapid, excessive, hard-to-interrupt speech with understandable content and linked ideas is characteristic of pressure of speech, commonly seen in mania. The other options involve language impairment, drifting off-topic, or poverty of speech."
228,8cdde617b2936fcbcff6834771c170a61ff8870456f3755df47f1eb778cd7c97,"Consent is being obtain from a 24-year-old for a diagnostic laparoscopy and it is correctly documented that there is risk of laparotomy if any injury to bowel, bladder or blood vessels were to occur during the procedure. The patient wishes to know what proportion of cases would be converted to a laparotomy my should an injury occur?",17%,31%,48%,67%,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.74,
  ""rationale"": ""When bowel, bladder, or vascular injury occurs during diagnostic laparoscopy, a substantial proportion require open conversion for repair. Among the options, 67% is the best-supported estimate commonly cited for consent discussions.""
}",D,,0.74,"When bowel, bladder, or vascular injury occurs during diagnostic laparoscopy, a substantial proportion require open conversion for repair. Among the options, 67% is the best-supported estimate commonly cited for consent discussions."
229,17e093b6d955b95bf1bb8176ab8d01a214f70e36489b0af3b88d929b887a81b4,"A 36 year old factory worker developed itchy, annular scaly plaques in both groins Application of a corticosteroid ointment led to temporary relief but the plaques continued to extend at the periphery. The most likely diagnosis is?",erythem annulare centrifugum,granuloma annulare,.tinea cruris,. psoriasis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Itchy annular scaly plaques in the groin with peripheral extension are classic for tinea cruris. Temporary improvement with topical corticosteroid can occur, but steroids often mask and worsen dermatophyte infection.""
}",C,,0.99,"Itchy annular scaly plaques in the groin with peripheral extension are classic for tinea cruris. Temporary improvement with topical corticosteroid can occur, but steroids often mask and worsen dermatophyte infection."
230,74c202aa967bc6e82b261751344c92a100c6c38974ace6aa79261f4a44edd4d4,"Hypercortisolism promotes deposition of adipose tissue in upper face (moon facies), interscapular area (buffalo hump), supraclavicular fat pads & mesenteric bed (truncal obesity). Rarely, episternal fatty tumors and mediastinal widening secondary to fat accumulation occur.
Most common cause of Cushing’s syndrome is?




 
",Iatrogenic administration of steroids,Adrenal macronodular hyperplasia,Adrenal micronodular dysplasia,Adrenal neoplasia,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""The most common overall cause of Cushing’s syndrome is exogenous glucocorticoid use. Endogenous adrenal causes like hyperplasia or neoplasia are much less common.""
}",A,,0.99,The most common overall cause of Cushing’s syndrome is exogenous glucocorticoid use. Endogenous adrenal causes like hyperplasia or neoplasia are much less common.
231,42ce1cf762392ed72d8208fad7c6f013b58d8c39627da7fd16c92acdd7c65d54,"A 65-year-old male develops the onset of severe knee pain over 24 hours. The knee is red, swollen, and tender. He has a history of diabetes mellitus and cardiomyopathy. An x-ray of the knee shows linear calcification. Definitive diagnosis is best made by which of the following?",Serum alkaline phosphatase,Arthrocentesis and identification of positively birefringent rhomboid crystals,Rheumatoid factor,Serum uric acid,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Acute red, swollen knee with chondrocalcinosis (linear calcification) on x-ray is classic for calcium pyrophosphate deposition disease. Definitive diagnosis is by arthrocentesis showing positively birefringent rhomboid crystals.""
}",B,,0.99,"Acute red, swollen knee with chondrocalcinosis (linear calcification) on x-ray is classic for calcium pyrophosphate deposition disease. Definitive diagnosis is by arthrocentesis showing positively birefringent rhomboid crystals."
232,0812cc030d64e6ddfb16630317cb8a5be3f5a6117343b92db0cbef81f9263ea0,"You are asked to consult on a 14-year-old boy who was hospitalized overnight with a fever of 39 C. He is toxic appearing and has been sick for six days. He had a bad upper respiratory infection two weeks ago, but over the last few days has had increasing headaches, pain in his right eye, and increasing nasal discharge. Two days ago, he was noted to have swelling and redness around his right eye, but this spread to his left one day ago. He now has proptosis and chemosis in the right eye with some limitation of eye motion and redness, as well as swelling and chemosis of the left eye. Which diagnosis is most concerning for this patient?",A cavernous sinus thrombosis,A right orbital cellulitis,A right periorbital abscess,Bilateral acute bacterial ethmoiditis,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.96,
  ""rationale"": ""Progression from sinus infection to severe headache, toxic appearance, proptosis, chemosis, ophthalmoplegia, and spread from one eye to bilateral orbital findings is classic for cavernous sinus thrombosis. Bilateral eye involvement is especially concerning because the cavernous sinuses communicate across the midline.""
}",A,,0.96,"Progression from sinus infection to severe headache, toxic appearance, proptosis, chemosis, ophthalmoplegia, and spread from one eye to bilateral orbital findings is classic for cavernous sinus thrombosis. Bilateral eye involvement is especially concerning because the cavernous sinuses communicate across the midline."
233,453365c886b5ca1c6d38e9bbb4bfb5b35f0d9f5357b317d7a780ab6d0607d418,43. A 32-year-old woman who after an emergency laparotomy started exhibiting signs of depression and confusion after being kept NPO for more than 7 days. Which of the electrolyte disturbances is responsible for these new developments,Hypo-phosphataemia,Hyponatraemia,Hyperkalaemia,Hypokalaemia,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""After prolonged starvation/NPO status, refeeding or severe nutritional depletion can cause hypophosphataemia, which commonly presents with confusion, irritability, and neuropsychiatric symptoms. The other listed electrolyte abnormalities are less specifically linked to this postoperative starvation context.""
}",A,,0.9,"After prolonged starvation/NPO status, refeeding or severe nutritional depletion can cause hypophosphataemia, which commonly presents with confusion, irritability, and neuropsychiatric symptoms. The other listed electrolyte abnormalities are less specifically linked to this postoperative starvation context."
234,446740d9166dd08e2e2c9084aa3c1a7594983d224256abd63c5d2ca6bc5aa151,"A 45 year old man is rushed to the emergency having been found lying in a pool of vomitus. His history is significant for chronic alcohol use. You notice he has multiple abrasions over his body. On your examination you find that extra-ocular movements are restricted on lateral gaze, and a horizontal nystagmus is present. He is disoriented and confused and has gait ataxia. What is the likely diagnosis?",Central pontine myelinolysis,Benzodiazepine toxicity,Brain stem infarction,Encephalitis,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.98,
  ""rationale"": ""The presentation is classic for Wernicke encephalopathy: confusion, ophthalmoplegia/nystagmus, and gait ataxia in a chronic alcohol user. Since Wernicke encephalopathy is not among the listed options, none of the choices is correct.""
}",,NO_VALID_OPTION,0.98,"The presentation is classic for Wernicke encephalopathy: confusion, ophthalmoplegia/nystagmus, and gait ataxia in a chronic alcohol user. Since Wernicke encephalopathy is not among the listed options, none of the choices is correct."
235,9e2a74aecccfcd24a0f05a86b106fda763d7009f24f344563dd588247b7f0dd1,"28)	A 16-year-old girl complains of dysuria of 1 week's duration. She was seen 4 days ago at an urgent care facility and was prescribed trimethoprim-sulfamethoxazole because of abnormal urinalysis findings. Although she has taken the antibiotic as directed, she has had no relief from the dysuria. She has no nausea, vomiting, flank pain, vaginal discharge, or fever. Of the following, the MOST appropriate course of action is to",treat with fluconazole,order ultrasonography of the kidneys,inspect her genitalia,add doxycycline to the treatment,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.93,
  ""rationale"": ""Persistent dysuria despite appropriate empiric UTI therapy and absence of systemic symptoms should prompt reevaluation for non-UTI causes such as vulvovaginitis, herpes, or local irritation. A genital examination is the most appropriate next step before changing or adding treatment.""
}",C,,0.93,"Persistent dysuria despite appropriate empiric UTI therapy and absence of systemic symptoms should prompt reevaluation for non-UTI causes such as vulvovaginitis, herpes, or local irritation. A genital examination is the most appropriate next step before changing or adding treatment."
236,0578f4e2afd11a4d6aa7994bb6ec05a99fcceb691d0cfb7e6db4a018e12b7e9e,"A 56-year-old woman develops difficulty ambulating several weeks after receiving an influenza vaccine. She is found to have distal muscle weakness and areflexia in the lower extremities. During a 2-day observation period the weakness ascends, and she begins to notice weakness of the hands. She notices mild tingling, but the sensory examination is normal. The diagnosis of Guillain-Barré syndrome is strongly suspected. The workup of this patient is most likely to show which of the following?",Elevated CPK,Positive Tensilon test,Respiratory alkalosis by arterial blood gases,Abnormal EMG that shows axonal degeneration,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.94,
  ""rationale"": ""This presentation is classic for Guillain-Barré syndrome: ascending weakness, areflexia, and mild paresthesias after vaccination. Electrodiagnostic testing is typically abnormal in GBS, showing a peripheral neuropathy pattern; the other options fit myopathy, myasthenia gravis, or are not the most likely finding.""
}",D,,0.94,"This presentation is classic for Guillain-Barré syndrome: ascending weakness, areflexia, and mild paresthesias after vaccination. Electrodiagnostic testing is typically abnormal in GBS, showing a peripheral neuropathy pattern; the other options fit myopathy, myasthenia gravis, or are not the most likely finding."
237,0edc6625715fac6acd210a1f704c25cdfb1c27bd398bcc73fc4d835ed30ceac6,"A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?",Cardiac MRI,Chest X-Ray,ECG,Echocardiogram,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.93,
  ""rationale"": ""In beta thalassemia major, myocardial iron overload is a key predictor of maternal cardiac complications in pregnancy. Cardiac MRI (T2*) is the most relevant pre-pregnancy investigation because it best assesses cardiac iron loading and stratifies risk.""
}",A,,0.93,"In beta thalassemia major, myocardial iron overload is a key predictor of maternal cardiac complications in pregnancy. Cardiac MRI (T2*) is the most relevant pre-pregnancy investigation because it best assesses cardiac iron loading and stratifies risk."
238,6ee2d6cbd9649446c6797dfdf8780de3698aac46159c34590b21bf0c06f93b7e,A five-month old female infant whose parents are both bankers is brought into the emergency room with two-day history of passage of loose watery stool and two hours of irritability. She is exclusively fed on artificial milk. Physical examination reveals an infant weighing 7.5 kg with doughy skin and dry mucous membrane. The diagnosis is:,Severe acute malnutrition,Hyponatraemic dehydration,Hypernatremic dehydration,Encephalitis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""An exclusively formula-fed infant with diarrhea, irritability, doughy skin, and dry mucous membranes is classic for hypernatremic dehydration. Doughy skin and neurologic irritability are key distinguishing features.""
}",C,,0.95,"An exclusively formula-fed infant with diarrhea, irritability, doughy skin, and dry mucous membranes is classic for hypernatremic dehydration. Doughy skin and neurologic irritability are key distinguishing features."
239,bd95645bb1521f48bf79e2c5ba82e8dc3778100e21688b6e3c58092b85a2b4e7,The most appropriate treatment option for an eighty-year-old woman with a BMI of 25 presenting with post-menopausal bleeding and found to have Stage 1 a endometrial adenocarcinoma on MRI and hysteroscopy is:,Radiotherapy alone.,TAH/BSO in a local centre.,Polypectomy and Mirena.,TAH/BSO and radiotherapy.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.94,
  ""rationale"": ""Stage IA endometrial adenocarcinoma is typically treated primarily with surgery: total abdominal hysterectomy with bilateral salpingo-oophorectomy. In a fit 80-year-old with BMI 25 and no contraindication given, radiotherapy is not first-line and adjuvant radiotherapy is not routinely required for low-risk Stage IA disease.""
}",B,,0.94,"Stage IA endometrial adenocarcinoma is typically treated primarily with surgery: total abdominal hysterectomy with bilateral salpingo-oophorectomy. In a fit 80-year-old with BMI 25 and no contraindication given, radiotherapy is not first-line and adjuvant radiotherapy is not routinely required for low-risk Stage IA disease."
240,d953deae929e5c7b2874e9da55b15d43c5631027925a7b3ed6be034ee3f3010e,An elderly man has noticed three episodes of visual loss in his right eye. The vision in that eye goes black “like somebody pulling down a window shade.” The symptom lasts 20 to 30 min and resolves promptly. Between episodes he feels well. What is the likely diagnosis?,Internal carotid artery,Middle cerebral artery,Midbasilar artery,Anterior cerebral artery,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Transient monocular vision loss described as a 'window shade' is classic amaurosis fugax, usually due to retinal ischemia from ipsilateral internal carotid artery disease. The other vessels more typically cause binocular visual or focal cerebral deficits rather than isolated monocular blindness.""
}",A,,0.98,"Transient monocular vision loss described as a 'window shade' is classic amaurosis fugax, usually due to retinal ischemia from ipsilateral internal carotid artery disease. The other vessels more typically cause binocular visual or focal cerebral deficits rather than isolated monocular blindness."
241,e396f57a7a4082521360079b34ad794a43e7ae7fe6c91ac8018f8b6b3d8c5dbe,"A 75-year-old hypertensive woman presents with whirling vertigo, nausea, and weakness on the right side of her body. On exam she has nystagmus, left facial sensory loss, and right arm and leg weakness. What is the most likely diagnosis?",Internal carotid artery,Middle cerebral artery,Midbasilar artery,Anterior cerebral artery,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Vertigo, nausea, and nystagmus with crossed brainstem findings suggest a posterior circulation stroke involving the brainstem. The combination of left facial sensory loss and contralateral right-sided weakness is most consistent with a basilar territory lesion rather than carotid, MCA, or ACA disease.""
}",C,,0.85,"Vertigo, nausea, and nystagmus with crossed brainstem findings suggest a posterior circulation stroke involving the brainstem. The combination of left facial sensory loss and contralateral right-sided weakness is most consistent with a basilar territory lesion rather than carotid, MCA, or ACA disease."
242,b60614eeb900e9b3b42771e9c6c8a7287296f2e8c4eda3aebaef19fd9298b5be,"A 40-year-old male complains of exquisite pain and tenderness in the left ankle. There is no history of trauma. The patient is taking a mild diuretic for hypertension. On exam, the ankle is very swollen and tender. There are no other physical exam abnormalities. Which of the following is the best next step in management?",Begin colchicine and broad-spectrum antibiotics,Perform arthrocentesis,Begin allopurinol if uric acid level is elevated,Obtain ankle x-ray to rule out fracture,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""An acutely swollen, exquisitely tender monoarticular joint requires arthrocentesis to distinguish gout from septic arthritis or other crystal arthropathies. Diuretic use supports gout risk, but infection must be excluded before empiric treatment or urate-lowering therapy.""
}",B,,0.98,"An acutely swollen, exquisitely tender monoarticular joint requires arthrocentesis to distinguish gout from septic arthritis or other crystal arthropathies. Diuretic use supports gout risk, but infection must be excluded before empiric treatment or urate-lowering therapy."
243,5973f0cbefb351022b8e8bde3a83ec91ba7b6b9bd5c4fd4cf9deebe1e658d0c8,"An 18-year-old man complains of a lack of sex drive and having no sense of smell. He is of normal height and weight. He has absence of facial, axillary and pubic hair. His penis and testes are small in size. What is the most likely diagnosis?",Conn syndrome,Klinefelter syndrome,Kallmann syndrome,Turner syndrome,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Hypogonadism with anosmia is classic for Kallmann syndrome due to GnRH deficiency. The absent secondary sexual characteristics and small testes/penis strongly support this diagnosis.""
}",C,,0.99,Hypogonadism with anosmia is classic for Kallmann syndrome due to GnRH deficiency. The absent secondary sexual characteristics and small testes/penis strongly support this diagnosis.
244,7c32281dfe015451b2416684fae89cc937bc04e655af60bfbc0834ebb41bd74b,"Perimenopause refers to the time period preceding menopause, when fertility wanes and menstrual cycle irregularity increases. Onset of perimenopause precedes the final menses by 2-8 years, with mean duration of 4 years. Menopause is diagnosed retrospectively after how many months of amenorrhea?",15,9,3,6,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""Natural menopause is diagnosed retrospectively after 12 months of amenorrhea. Since 12 months is not among the options provided, none of the listed choices is correct.""
}",null,NO_VALID_OPTION,0.99,"Natural menopause is diagnosed retrospectively after 12 months of amenorrhea. Since 12 months is not among the options provided, none of the listed choices is correct."
245,dc942344be85a76b79ffdc23354c6d97cf538e4fa320af9b987aff3e660e6983,A 33-year-old man presents with a painless penile ulcer which has persisted for 5 months. The lesion started as a papule which later ulcerated and has been enlarging. Physical examination reveals a nontender friable ulcer with rolled borders. Which of these is the most likely causative organism?,A Gram-positive coccus,A flagellated protozoa,A Gram-negative rod,A Spirochete,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""A chronic, painless, friable genital ulcer with rolled borders is classic for granuloma inguinale (donovanosis). The causative organism is Klebsiella granulomatis, a Gram-negative rod.""
}",C,,0.9,"A chronic, painless, friable genital ulcer with rolled borders is classic for granuloma inguinale (donovanosis). The causative organism is Klebsiella granulomatis, a Gram-negative rod."
246,41a7ce8c8516e154ca2e49f4d26e8bdce904825753776f0bd2654e5e50433673,"35)	During a regular checkup of an 8-year-old child, you note a loud first heart sound with a fixed and widely split second heart sound at the upper left sternal border that does not change with respirations. The patient is otherwise active and healthy. Which of the following heart lesions most likely explains these findings?",Atrial septal defect (ASD),. Ventricular septal defect (VSD),Isolated tricuspid regurgitation,Tetralogy of Fallot,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""A fixed, widely split S2 that does not vary with respiration is classic for an atrial septal defect due to chronic right-sided volume overload and delayed pulmonic valve closure. The otherwise healthy, active child also fits a typical ASD presentation.""
}",A,,0.98,"A fixed, widely split S2 that does not vary with respiration is classic for an atrial septal defect due to chronic right-sided volume overload and delayed pulmonic valve closure. The otherwise healthy, active child also fits a typical ASD presentation."
