row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
188,6a8e964f9a33473991979a6d53f7b03bc8c70fc7260e8459388aea0676d33a8e,"A patient presents with cough, wheeze and breathlessness. He has a 40-pack-year smoking history. He is afebrile and his echocardiogram is normal. A D-Dimer test is normal. Which one of the following is TRUE?",Pulmonary embolism is present,Pulmonary oedema is the most likely diagnosis,Community acquired pneumonia must be ruled out,Repeat echocardiogram is advised,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.5,
  ""rationale"": ""Normal D-dimer makes PE unlikely, and normal echo makes cardiac pulmonary oedema unlikely. Although the patient is afebrile, CAP can present without fever especially in smokers/elderly and should still be considered/ruled out given cough and respiratory symptoms.""
}",C,,0.5,"Normal D-dimer makes PE unlikely, and normal echo makes cardiac pulmonary oedema unlikely. Although the patient is afebrile, CAP can present without fever especially in smokers/elderly and should still be considered/ruled out given cough and respiratory symptoms."
189,e9b6cfce5db29bfc191f4b1c5a2583da03665e4af3741ac277c84349201cc61f,"A woman underwent a surgical evacuation of the uterus following a failed intrauterine pregnancy. Histological analysis of products of conception showed complete molar pregnancy. She was subsequently treated with single agent chemotherapy. She returns after completion of treatment and wishes to conceive again, how long should she wait?



 
 
",1 month,3 months,6 months,12 months,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""After chemotherapy for gestational trophoblastic neoplasia, patients are advised to wait 12 months before conceiving to allow reliable hCG monitoring for disease recurrence and to avoid teratogenic effects.""
}",D,,0.9,"After chemotherapy for gestational trophoblastic neoplasia, patients are advised to wait 12 months before conceiving to allow reliable hCG monitoring for disease recurrence and to avoid teratogenic effects."
190,14a2fb704ddb2288600ce409ee9210a171b07ea24d87724119d02165099d5a91,"A 50-year-old woman who has been diagnosed with alcoholic steatohepatitis comes to the clinic for review. Over the past few months, she has begun to develop more abdominal swelling. She has no other complains. Examination reveals ascites. What is the most appropriate way to treat this ascites?",Carvedilol,Furosemide,Ascitic tap,Bendroflumethiazide,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""First-line medical management of cirrhotic ascites is sodium restriction plus diuretics, typically spironolactone with furosemide. Of the options listed, furosemide is the appropriate diuretic choice.""
}",B,,0.7,"First-line medical management of cirrhotic ascites is sodium restriction plus diuretics, typically spironolactone with furosemide. Of the options listed, furosemide is the appropriate diuretic choice."
191,ea1057b5ac165be38a5c6b75b2fd3034ebe75bfb33e92b1c3b9936f65cc7031f,"A 43-year-old man presents with complains of weight gain of 6 kg over the past four months, development of diabetes mellitus and poorly controlled blood pressure. His blood pressure is 155/95 mmHg, his body mass index is 37 kg/m2 and he has obvious
abdominal striae. What is the next most useful investigation?",Random growth hormone,Random cortisol,24-hour urinary 5-hydroxyindoleacetic acid,Thyroid function test,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""Clinical features (weight gain, new-onset diabetes, hypertension, striae) suggest Cushing's syndrome. Among the options, random cortisol is the screening test listed, though 24-hour urinary free cortisol or dexamethasone suppression would be preferred.""
}",B,,0.7,"Clinical features (weight gain, new-onset diabetes, hypertension, striae) suggest Cushing's syndrome. Among the options, random cortisol is the screening test listed, though 24-hour urinary free cortisol or dexamethasone suppression would be preferred."
192,2ce80600009adeba374711e660abd382c5b296d82db1b814c150831d823d9f8f,A 55-year-old woman with a 10 year history of hypertension reports to the Emergency Unit on account of sudden central chest pain which radiates to her back for the past hour. Blood pressure checked was 160/94 mmHg in the right arm and 130/82 in the left arm. Pulse is 102 bpm and regular. There are no crackles on examination but an early diastolic murmur is heard at the left sternal border. What is the most likely diagnosis?,Acute heart failure,Pulmonary embolism,Acute myocardial infarction,Infective endocarditis,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The presentation—sudden tearing chest pain radiating to the back, BP differential between arms, and a new early diastolic murmur (aortic regurgitation)—is classic for acute aortic dissection, which is not listed among the options.""
}",,NO_VALID_OPTION,0.95,"The presentation—sudden tearing chest pain radiating to the back, BP differential between arms, and a new early diastolic murmur (aortic regurgitation)—is classic for acute aortic dissection, which is not listed among the options."
193,40fe8837bf67bea3a9aac3b84d0c31b065ecbd71de71625ee377d1b8855180f8,"A 16-year-old male presents with easy fatigability, exercise intolerance, bleeding gums, gum hypertrophy and fevers. His complete blood count is significant for pancytopenia. Which of the following diagnostic tests are NOT necessary in the work-up of such a patient?",Molecular genetic analysis of the bone marrow cells,Flow cytometry or cytochemistry of the bone marrow cells,Cytogenetic analysis of the bone marrow cells,Morphology of blood and bone marrow smears,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Presentation (gum hypertrophy, pancytopenia, fevers, bleeding) suggests acute leukemia (likely AML M4/M5). Diagnosis requires morphology, flow cytometry/cytochemistry, and cytogenetics. Molecular genetic analysis is useful for prognosis/risk stratification but is not strictly necessary for initial diagnosis.""
}",A,,0.6,"Presentation (gum hypertrophy, pancytopenia, fevers, bleeding) suggests acute leukemia (likely AML M4/M5). Diagnosis requires morphology, flow cytometry/cytochemistry, and cytogenetics. Molecular genetic analysis is useful for prognosis/risk stratification but is not strictly necessary for initial diagnosis."
194,7d506f9fe412ee115e660e84eeae150c3f26ce5c87f26cca26406abaf5258d36,"A patient undergoes a challenging hysterectomy. A drain is left in the pelvis. You are called to review the patient eight hours later as the nurses have noted a high serous drain output and poor urinary output. What finding would identify if the drain fluid is urine (suggestive of a bladder/ureteric injury) or normal peritoneal fluid? 
",Peritoneal creatinine urine nitrogen,Peritoneal urea > urine urea,Serum creatinine à peritoneal creatinine,Serum nitrogen > drain fluid nitrogen levels,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The correct test is comparing drain fluid creatinine to serum creatinine — if drain creatinine is significantly higher than serum, it indicates urine. None of the options clearly state this; option C is ambiguously worded with an arrow symbol and the others are incorrect comparisons.""
}",,NO_VALID_OPTION,0.8,"The correct test is comparing drain fluid creatinine to serum creatinine — if drain creatinine is significantly higher than serum, it indicates urine. None of the options clearly state this; option C is ambiguously worded with an arrow symbol and the others are incorrect comparisons."
195,aaed87829b996f0a6cbded06fd4748e4e4b13b04b412b545b8b4cbda391071f3,"73)	Grace is a 4-year-old who attends A & E following profuse watery diarrhoea for 5 days and vomiting for 2 days. Her clinical findings are of lethargy, heart rate of 150 beats per minute, respiratory rate of 35/minute, capillary refill of 4 seconds and cold peripheries. What is the diagnosis?",b)	Gastroenteritis with moderate dehydration.,b)	Gastroenteritis with moderate dehydration.,e)	Metabolic alkalosis,d)	Metabolic acidosis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""Grace shows signs of shock (tachycardia, tachypnoea, prolonged capillary refill, cold peripheries, lethargy) from severe dehydration, not moderate. Profuse diarrhoea causes bicarbonate loss and hypoperfusion leading to metabolic acidosis, which explains her compensatory tachypnoea.""
}",D,,0.7,"Grace shows signs of shock (tachycardia, tachypnoea, prolonged capillary refill, cold peripheries, lethargy) from severe dehydration, not moderate. Profuse diarrhoea causes bicarbonate loss and hypoperfusion leading to metabolic acidosis, which explains her compensatory tachypnoea."
196,e5202915251565841de28bfa3002a72a84375abbf94a55d473e857560c882ff8,"A 30-year-old male complains of unilateral headaches with rhinorrhea and tearing of the eye on the side of the headache. Episodes are precipitated by alcohol. Headaches may become a problem for weeks to months, after which a headache-free period occurs. Which of the following
is the most likely diagnosis?",Migraine,Cluster headache,Sinusitis,Tension headache,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Unilateral headache with ipsilateral autonomic features (rhinorrhea, lacrimation), alcohol as a trigger, and cyclical clustering with remission periods are classic for cluster headache.""
}",B,,0.98,"Unilateral headache with ipsilateral autonomic features (rhinorrhea, lacrimation), alcohol as a trigger, and cyclical clustering with remission periods are classic for cluster headache."
197,3ad81eb501c69e070b0ed72aab798a3fa68915a988ad2a6d32384e84886a3b32,50. A 42-year-old woman was being prepared for a modified radical mastectomy. 2 units of blood was donated by the patient immediately before the commencement of the surgery. During the donation the patient was simultaneously being administered with crystalloids to maintain the circulating blood volume. The donated blood was to be used when if the patient needs it intra-operatively. What type of autologous transfusion is this called.,a.Preoperative Autologous Blood Donation,b.Acute Isovolaemic Haemodilution,c.Intra-operative blood salvage,d.Pre-operative blood salvage,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Blood collected immediately before surgery with simultaneous crystalloid replacement to maintain volume is Acute Normovolaemic (Isovolaemic) Haemodilution. Preoperative autologous donation occurs days to weeks before surgery, not immediately prior.""
}",B,null,0.95,"Blood collected immediately before surgery with simultaneous crystalloid replacement to maintain volume is Acute Normovolaemic (Isovolaemic) Haemodilution. Preoperative autologous donation occurs days to weeks before surgery, not immediately prior."
198,b4a38fd9d4f9518703710c15190899cdf9a94952dd3cb3a59af05eee087d5c91,A 28-year-old female polytrauma patient presents to the accident and emergency department six hours following a road traffic accident with blunt abdominal injuries. She is hemodynamically stable. Which of the following is TRUE?,Ureteral injuries should not be repaired more than six hours’ post-injury.,She doesn’t not need any investigations,Delayed presentation of ureteric injuries is rare.,. Gross or microscopic hematuria is nearly always present in patients with ureteric injuries.,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.85,
  ""rationale"": ""None of the options are clearly true. Ureteral injuries can be repaired beyond 6 hours, investigations are needed, delayed presentation of ureteric injuries is actually common (not rare), and hematuria is absent in up to 30-45% of ureteric injuries, so it is not 'nearly always' present.""
}",,NO_VALID_OPTION,0.85,"None of the options are clearly true. Ureteral injuries can be repaired beyond 6 hours, investigations are needed, delayed presentation of ureteric injuries is actually common (not rare), and hematuria is absent in up to 30-45% of ureteric injuries, so it is not 'nearly always' present."
199,0d95b83c34cbce959c6c52cf029df2860bb61a98d41e4334220453e3f0461b69,"A 34-year-old male presents to the Emergency Department with sudden onset paplpitations, difficulty breathing and chest pain. Heart rate is 180 bpm and regular. Blood pressure is 85/40 mmHg. ECG done shows a supraventricular tachycardia. What is the next appropriate step in his management?",Valsalva maneuver,Intravenous amiodarone,Intravenous adenosine,Intravenous verapamil,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""While unstable SVT (hypotension, chest pain, dyspnea) technically warrants synchronized cardioversion, that option isn't listed. Among the choices, IV adenosine is the most appropriate next step as it is fast-acting and commonly used when cardioversion is unavailable; vagal maneuvers are less likely to succeed in an unstable patient, and verapamil/amiodarone risk worsening hypotension.""
}",C,,0.55,"While unstable SVT (hypotension, chest pain, dyspnea) technically warrants synchronized cardioversion, that option isn't listed. Among the choices, IV adenosine is the most appropriate next step as it is fast-acting and commonly used when cardioversion is unavailable; vagal maneuvers are less likely to succeed in an unstable patient, and verapamil/amiodarone risk worsening hypotension."
200,2aa53398eb6c2ed8238ad9038335af3608d61d06e7b41cf7f97c8f5646fbe5bb,A 52-year-old man is diagnosed with Parkinson’s disease. He has recently started a second family with a new partner and is worried about dyskinesias associated with levodopa and complications of lung fibrosis that he has heard about with other drugs. Which of the following agents would you recommend?,Levodopa,Amantadine,Apomorphine,Cabergoline,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""The patient wants to avoid levodopa-induced dyskinesias and ergot-derived dopamine agonists (cabergoline, bromocriptine) associated with pulmonary/retroperitoneal fibrosis. Among the options, amantadine is a reasonable non-ergot, non-levodopa option for a younger patient with early Parkinson's disease.""
}",B,null,0.6,"The patient wants to avoid levodopa-induced dyskinesias and ergot-derived dopamine agonists (cabergoline, bromocriptine) associated with pulmonary/retroperitoneal fibrosis. Among the options, amantadine is a reasonable non-ergot, non-levodopa option for a younger patient with early Parkinson's disease."
201,2d2ef49c3844d7ae3157468c2c64510cb49ca58ac1c36c344ecf7e43d86b562f,"A 7-year old child presents with fever of four days duration and a massive swelling of the left thigh of a day duration. Examination reveals a well circumscribed, diffuse, fluctuant and tender swelling over the left inner thigh area. There was a history of a fall over the left thigh a week prior to the illness. Which of the following is the most likely diagnosis? 
Pathological fracture",Cellulitis,Septicaemia,Pyomyositis,Osteoarthirits of the hip joint,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""A well-circumscribed, fluctuant, tender swelling in the thigh muscle following trauma with fever is classic for pyomyositis (typically Staph aureus infection of muscle). Cellulitis would be diffuse and non-fluctuant; the localized fluctuant collection within muscle points to pyomyositis.""
}",C,,0.9,"A well-circumscribed, fluctuant, tender swelling in the thigh muscle following trauma with fever is classic for pyomyositis (typically Staph aureus infection of muscle). Cellulitis would be diffuse and non-fluctuant; the localized fluctuant collection within muscle points to pyomyositis."
202,96cc1ab100ea97ca66f29629a5f16e0a1700d14375ee658da5b9a6445d1abca8,A 33-year old unconscious female patient has sustained a trauma and presents to the emergencysetting. The mechanism of the trauma is unclear but there is no immediately obvious external signs of injury or bleeding. Which of the following is true of cervical spine immobilization?,A c-collar is not necessary in this situation given that the patient is unconscious and not moving.,A c-collar is not necessary in this situation given that the patient has no  external signs of trauma.,A rigid c-spine collar should be applied.,A rigid c-spine collar should be applied and the patient should be maintained on a hard spinal board,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""In an unconscious trauma patient with unclear mechanism, c-spine injury cannot be excluded and a rigid collar should be applied. Prolonged immobilization on a hard spinal board is no longer recommended due to pressure injury risk; the board is used for transport/extrication only, then removed.""
}",C,,0.8,"In an unconscious trauma patient with unclear mechanism, c-spine injury cannot be excluded and a rigid collar should be applied. Prolonged immobilization on a hard spinal board is no longer recommended due to pressure injury risk; the board is used for transport/extrication only, then removed."
203,4065e73f0f99d4421814e488e40dc0797f1fc2d9c61a2734cc8459f9145f8cf6,"A neonate has excessive salivation and respiratory distress. Attempts to pass a nasogastric catheter fails because it coils at the back of the throat. A chest film shows a gasless abdomen and right upper lobe atelectasis. The most likely diagnosis is? 


 
 
 
",Esophageal atresia with distal tracheoesophageal fistula,Diaphragmatic hernia,“H-type” tracheoesophageal fistula,Esophageal atresia with proximal and distal fistula,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Inability to pass NG tube indicates esophageal atresia. A gasless abdomen indicates no distal fistula, which would suggest pure esophageal atresia. However, among the given options, esophageal atresia with proximal and distal fistula is the closest; though classically pure atresia (no fistula) causes gasless abdomen. Given the options provided, D is the best available choice.""
}",D,,0.6,"Inability to pass NG tube indicates esophageal atresia. A gasless abdomen indicates no distal fistula, which would suggest pure esophageal atresia. However, among the given options, esophageal atresia with proximal and distal fistula is the closest; though classically pure atresia (no fistula) causes gasless abdomen. Given the options provided, D is the best available choice."
204,738123cdf15d33ab348e8ceb9bbc3d6b42633e6bc08742e517f89b6c8aa33507,"
GFR may be assessed by the various methods except:                                                                                                                                                                   ",Using serum creatinine,Estimated GFR (eGFR).,Inulin.,Cystatin C.,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Serum creatinine alone is not a direct measure of GFR; it must be used in an equation (eGFR). Inulin clearance is the gold standard, cystatin C is a validated marker, and eGFR is calculated. Serum creatinine by itself is the least accurate/valid method.""
}",A,,0.6,"Serum creatinine alone is not a direct measure of GFR; it must be used in an equation (eGFR). Inulin clearance is the gold standard, cystatin C is a validated marker, and eGFR is calculated. Serum creatinine by itself is the least accurate/valid method."
205,1ddf80ca7fb1021e7e896ab2026499bd021b9be0b5cb2743eb71dde029feaf0b,A 40-year old presented to the gynaecologist with complaints of profuse vaginal discharge. There was no discharge from the cervix on speculum examination. The diagnosis of bacteria vaginosis was made based on the following on microscopy except:,Presence of Clue cells,Absence of lactobacill,Presence of Bacteroides.,Abundance of gram variable coccobacilli,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""Bacterial vaginosis is diagnosed on microscopy by clue cells, absence of lactobacilli, and abundance of gram-variable coccobacilli (Gardnerella). Bacteroides is an anaerobe associated with BV but not identified on routine microscopy.""
}",C,,0.8,"Bacterial vaginosis is diagnosed on microscopy by clue cells, absence of lactobacilli, and abundance of gram-variable coccobacilli (Gardnerella). Bacteroides is an anaerobe associated with BV but not identified on routine microscopy."
206,146a6e7c0a9062c1028924bdf57c3240a61aee593deb4975b42f3a83af550970,A 55-year-old woman who is being managed for DVT with warfarin started bleeding from GIT. Further assessment revealed that she had deranged liver and renal function. To prevent pulmonary embolism which of the following should be done urgently,a.	Continue warfarin therapy,b.	Stop the warfarin therapy and watchfully wait,c.	To insert an IVC filter,d.	To treat the liver for 6 weeks before restarting the warfarin,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""In a patient with DVT who has active GI bleeding and contraindications to anticoagulation (deranged liver/renal function), an IVC filter is indicated to prevent pulmonary embolism while anticoagulation is held.""
}",C,,0.9,"In a patient with DVT who has active GI bleeding and contraindications to anticoagulation (deranged liver/renal function), an IVC filter is indicated to prevent pulmonary embolism while anticoagulation is held."
207,09b830fbb53e43fb109dd2e4f8ed75855c0c5f6c089f9599edfcbd9272549e80,A 45-year-old male patient complains of dysphagia of 2 years’ duration. He seems to have greater difficulty swallowing liquids than solids. Recently he has noticed that at night he is woken up by coughing. He has lost about 7–8 kg in weight in 6 months. The most likely diagnosis in this patient is,Peptic stricture,Carcinoma,Achalasia,Diffuse oesophageal spasm,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Dysphagia to liquids more than solids (paradoxical dysphagia) with nocturnal regurgitation causing cough and weight loss is classic for achalasia cardia.""
}",C,,0.92,Dysphagia to liquids more than solids (paradoxical dysphagia) with nocturnal regurgitation causing cough and weight loss is classic for achalasia cardia.
208,af0dc199e0a0d6b28fdee4ffb2444d0e3c9b6b09f2669e964e5a7e27b5fe7401,"A 45-year-old woman with long-standing, well-controlled rheumatoid arthritis develops severe pain and swelling in the left elbow over 2 days. She is not sexually active. You suspect septic arthritis. If you are correct, which of the following is the most likely organism to cause septic arthritis in this case?",Streptococcus pneumoniae,Neisseria gonorrhoeae,Escherichia coli,Staphylococcus aureus,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Staphylococcus aureus is the most common cause of septic arthritis in adults, particularly in patients with rheumatoid arthritis who are at increased risk. Gonococcal arthritis is unlikely given she is not sexually active.""
}",D,,0.95,"Staphylococcus aureus is the most common cause of septic arthritis in adults, particularly in patients with rheumatoid arthritis who are at increased risk. Gonococcal arthritis is unlikely given she is not sexually active."
209,be5c5b4c0e83674f7789025a3fc1c0a9422115f325744d3599b166a7419897cf,"Mr. Adu has been feeling sad and has lost interest in pleasurable for the past 3 months. He has heard that people with depression may be prescribed an SSRI, and wants to know what SSRI stands for. You tell Mr Adu that SSRI stands for",Sensitive Serotonin Receptor Inhibitor,Specific Serotonin Receptor Inhibitor,Specific Serotonin Reuptake Inhibitor,Selective Serotonin Receptor Inhibitor,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""SSRI stands for Selective Serotonin Reuptake Inhibitor. None of the provided options match this exactly—option D has 'Receptor' instead of 'Reuptake', and option C has 'Specific' instead of 'Selective'.""
}",,NO_VALID_OPTION,0.95,"SSRI stands for Selective Serotonin Reuptake Inhibitor. None of the provided options match this exactly—option D has 'Receptor' instead of 'Reuptake', and option C has 'Specific' instead of 'Selective'."
210,e0305aed5096baeacec3176c6742bf2a2d6f825d75d2a0b1e5dc91067686b2b0,"A two year old male child presents at the emergency room with a five-day history of cough and breathlessness. Examination reveals cardiomegaly, central cyanosis but no cardiac murmurs. The most likely diagnosis is:





",Eisenmengers syndrome.,Ostium secundum defect.,Pneumonia.,Tricuspid atresia.,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Central cyanosis with cardiomegaly and absence of murmur in a young child suggests a cyanotic congenital heart disease. Tricuspid atresia can present without a murmur (if associated with large VSD or TGA), whereas Eisenmenger typically develops later and ASD is acyanotic.""
}",D,,0.6,"Central cyanosis with cardiomegaly and absence of murmur in a young child suggests a cyanotic congenital heart disease. Tricuspid atresia can present without a murmur (if associated with large VSD or TGA), whereas Eisenmenger typically develops later and ASD is acyanotic."
211,dda053a524471658a3aaceb59cb4badff16b0ee83ea878919736abec01e23990,"7)	A 6-week-old child arrives with a complaint of “breathing fast” and a cough. On examination you note the child to have no temperature elevation, a respiratory rate of 65 breaths per minute, and her oxygen saturation to be 94%. Physical examination also is significant for rales and rhonchi. The past medical history for the child is positive for an eye discharge at 3 weeks of age, which was treated with a topical antibiotic drug. Which of the following organisms is the most likely cause of this child’s condition?",Neisseria gonorrhoeae,Herpesvirus,b. Staphylococcus aureus,Group B streptococcus,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Afebrile pneumonia at 6 weeks with tachypnea, rales, and prior conjunctivitis at 3 weeks is classic for Chlamydia trachomatis. Since Chlamydia is not listed, Neisseria gonorrhoeae is the closest STI-related neonatal pathogen causing ophthalmia neonatorum, though it's an imperfect fit.""
}",A,,0.6,"Afebrile pneumonia at 6 weeks with tachypnea, rales, and prior conjunctivitis at 3 weeks is classic for Chlamydia trachomatis. Since Chlamydia is not listed, Neisseria gonorrhoeae is the closest STI-related neonatal pathogen causing ophthalmia neonatorum, though it's an imperfect fit."
212,eb861b87c4acdc8b6f20738d3d445b01ef2399d00bdf8bedaa4c4194a85b2db7,A 24-year-old man presents to the ER with an acute abdomen. He has a generally tender abdomen with guarding and rebound tenderness. The bowel sounds are absent. He is being managed for generalised peritonitis secondary to a hollow viscus perforation. The imaging investigation appropriate to demonstrate air in the abdomen is,a.	Abdominal X-ray,b.	Erect chest X-ray,c.	Abdominal Ultrasound,d.	Pelvic Ultrasound,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Erect chest X-ray is the classic imaging to demonstrate free air under the diaphragm (pneumoperitoneum) from hollow viscus perforation, as it is highly sensitive for small amounts of subdiaphragmatic gas.""
}",B,,0.92,"Erect chest X-ray is the classic imaging to demonstrate free air under the diaphragm (pneumoperitoneum) from hollow viscus perforation, as it is highly sensitive for small amounts of subdiaphragmatic gas."
213,255805960b00a369dba9527bfc3aabde6c8888f8939b2ec07e9fd45e7bfac9d2,"A previously healthy 18-month-old has been in a separate room from his family. The family notices the sudden onset of coughing, which resolves in a few minutes. Subsequently, the patient appears to be normal except for increased amounts of drooling and refusal to take foods orally. Which of the following is the most likely explanation for this toddler’s condition",Epiglottitis,Croup,Severe gastroesophageal reflux,Foreign body in the airway,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Sudden coughing episode in an unattended toddler followed by drooling and refusal to eat suggests an aspirated/ingested foreign body, likely lodged in the esophagus causing drooling and dysphagia. No fever or prodrome argues against epiglottitis or croup.""
}",D,,0.92,"Sudden coughing episode in an unattended toddler followed by drooling and refusal to eat suggests an aspirated/ingested foreign body, likely lodged in the esophagus causing drooling and dysphagia. No fever or prodrome argues against epiglottitis or croup."
214,57e57e3f40fd57c7bfa6ff311cb69cdc535d8f8bf308411484b3adedf37c320c,A 5-year-old child presents with recurrent afebrile generalized seizures. Examination reveals head circumference of 46 cm. Other findings are apparently normal. Which of the following is not useful in the evaluation of the child’s condition?,History of perinatal asphyxia,History of severe hyperbilirubinaemia,Intelligence Quotient of 65,History of delayed speech,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""The child has microcephaly with seizures; history of perinatal asphyxia, kernicterus (hyperbilirubinemia), and developmental delay (delayed speech) help identify the etiology. IQ of 65 simply confirms intellectual disability already expected from microcephaly but does not help in evaluating the cause.""
}",C,,0.55,"The child has microcephaly with seizures; history of perinatal asphyxia, kernicterus (hyperbilirubinemia), and developmental delay (delayed speech) help identify the etiology. IQ of 65 simply confirms intellectual disability already expected from microcephaly but does not help in evaluating the cause."
215,6b5b18cd33072fbe96d998bffe5dfe1b14a76bd89145420f5e3bd8d4ae4b14ed,"4 hours after eating salad at a restaurant, a 25-year-old lady presents to the ER with nausea, vomiting, abdominal cramps. She later started to experience non-bloody, non-mucoid watery diarrhea. 
The most likely organism is?",Shigella Flexneri,Salmonella sp.,Staphylococcus aureus,Yersinia enterocolitica,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Rapid onset (1-6 hours) of nausea, vomiting, and cramps followed by watery diarrhea after eating is classic for Staphylococcus aureus preformed enterotoxin food poisoning. Salmonella and Shigella have longer incubation periods (typically >12-24 hours).""
}",C,,0.95,"Rapid onset (1-6 hours) of nausea, vomiting, and cramps followed by watery diarrhea after eating is classic for Staphylococcus aureus preformed enterotoxin food poisoning. Salmonella and Shigella have longer incubation periods (typically >12-24 hours)."
216,2312c02071ffbcd4f01edd064e51f9602af2fe1bc30427b96f1906382d3bbf2e,"A 30-year-old female consults you that her mother has been diagnosed with breast and ovarian cancer. Similarly, her maternal aunt was treated for breast cancer two years prior. She would like to be screened for breast cancer. Which screening approach IS NOT appropriate for her?",Ultrasound,Clinical examination,Mammography,MRI scan,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""In a 30-year-old high-risk woman (likely BRCA family history), screening recommendations favor annual MRI with clinical breast exam; mammography is generally not recommended before age 30 due to dense breast tissue and radiation risk, making it the least appropriate option at her age.""
}",C,,0.75,"In a 30-year-old high-risk woman (likely BRCA family history), screening recommendations favor annual MRI with clinical breast exam; mammography is generally not recommended before age 30 due to dense breast tissue and radiation risk, making it the least appropriate option at her age."
217,5c2959116dbb5cc60852762fa0a10dd530097291ec5de928e69607b23bba32b6,A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC?,Intermittent monitoring during labour is recommended.,Risk of uterine rupture is 2%.,It is contraindicated in women with previous classical caesarean section.,The chances of successful vaginal birth is around 50%.,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Previous classical (vertical) caesarean section is an absolute contraindication to VBAC due to high rupture risk (~200x lower segment). Continuous CTG monitoring is recommended, uterine rupture risk is ~0.5%, and success rate is 72-76%.""
}",C,,0.95,"Previous classical (vertical) caesarean section is an absolute contraindication to VBAC due to high rupture risk (~200x lower segment). Continuous CTG monitoring is recommended, uterine rupture risk is ~0.5%, and success rate is 72-76%."
