row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
194,7d506f9fe412ee115e660e84eeae150c3f26ce5c87f26cca26406abaf5258d36,"A patient undergoes a challenging hysterectomy. A drain is left in the pelvis. You are called to review the patient eight hours later as the nurses have noted a high serous drain output and poor urinary output. What finding would identify if the drain fluid is urine (suggestive of a bladder/ureteric injury) or normal peritoneal fluid? 
",Peritoneal creatinine urine nitrogen,Peritoneal urea > urine urea,Serum creatinine à peritoneal creatinine,Serum nitrogen > drain fluid nitrogen levels,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""To differentiate urine from peritoneal fluid, drain creatinine should be compared to serum creatinine - if drain creatinine is significantly higher than serum creatinine, it suggests urinary tract injury. None of the options correctly describe this standard diagnostic approach.""
}",null,NO_VALID_OPTION,0.8,"To differentiate urine from peritoneal fluid, drain creatinine should be compared to serum creatinine - if drain creatinine is significantly higher than serum creatinine, it suggests urinary tract injury. None of the options correctly describe this standard diagnostic approach."
195,aaed87829b996f0a6cbded06fd4748e4e4b13b04b412b545b8b4cbda391071f3,"73)	Grace is a 4-year-old who attends A & E following profuse watery diarrhoea for 5 days and vomiting for 2 days. Her clinical findings are of lethargy, heart rate of 150 beats per minute, respiratory rate of 35/minute, capillary refill of 4 seconds and cold peripheries. What is the diagnosis?",b)	Gastroenteritis with moderate dehydration.,b)	Gastroenteritis with moderate dehydration.,e)	Metabolic alkalosis,d)	Metabolic acidosis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The clinical presentation shows severe dehydration with shock (tachycardia, prolonged capillary refill, cold peripheries) from gastroenteritis. Severe dehydration with shock typically causes metabolic acidosis due to poor tissue perfusion and lactic acid accumulation.""
}",D,,0.85,"The clinical presentation shows severe dehydration with shock (tachycardia, prolonged capillary refill, cold peripheries) from gastroenteritis. Severe dehydration with shock typically causes metabolic acidosis due to poor tissue perfusion and lactic acid accumulation."
196,e5202915251565841de28bfa3002a72a84375abbf94a55d473e857560c882ff8,"A 30-year-old male complains of unilateral headaches with rhinorrhea and tearing of the eye on the side of the headache. Episodes are precipitated by alcohol. Headaches may become a problem for weeks to months, after which a headache-free period occurs. Which of the following
is the most likely diagnosis?",Migraine,Cluster headache,Sinusitis,Tension headache,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The combination of unilateral headaches with ipsilateral rhinorrhea and lacrimation, alcohol precipitation, and cyclical pattern with clusters of episodes followed by remission periods is pathognomonic for cluster headaches.""
}",B,,0.95,"The combination of unilateral headaches with ipsilateral rhinorrhea and lacrimation, alcohol precipitation, and cyclical pattern with clusters of episodes followed by remission periods is pathognomonic for cluster headaches."
197,3ad81eb501c69e070b0ed72aab798a3fa68915a988ad2a6d32384e84886a3b32,50. A 42-year-old woman was being prepared for a modified radical mastectomy. 2 units of blood was donated by the patient immediately before the commencement of the surgery. During the donation the patient was simultaneously being administered with crystalloids to maintain the circulating blood volume. The donated blood was to be used when if the patient needs it intra-operatively. What type of autologous transfusion is this called.,a.Preoperative Autologous Blood Donation,b.Acute Isovolaemic Haemodilution,c.Intra-operative blood salvage,d.Pre-operative blood salvage,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This describes acute isovolemic hemodilution where blood is collected immediately before surgery while simultaneously replacing volume with crystalloids. The timing (immediately before surgery) and concurrent fluid replacement distinguishes this from preoperative donation which occurs days/weeks earlier.""
}",B,,0.9,This describes acute isovolemic hemodilution where blood is collected immediately before surgery while simultaneously replacing volume with crystalloids. The timing (immediately before surgery) and concurrent fluid replacement distinguishes this from preoperative donation which occurs days/weeks earlier.
198,b4a38fd9d4f9518703710c15190899cdf9a94952dd3cb3a59af05eee087d5c91,A 28-year-old female polytrauma patient presents to the accident and emergency department six hours following a road traffic accident with blunt abdominal injuries. She is hemodynamically stable. Which of the following is TRUE?,Ureteral injuries should not be repaired more than six hours’ post-injury.,She doesn’t not need any investigations,Delayed presentation of ureteric injuries is rare.,. Gross or microscopic hematuria is nearly always present in patients with ureteric injuries.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""All options contain false statements: ureteral injuries can be repaired well beyond 6 hours, investigations are needed for blunt abdominal trauma, delayed presentation of ureteric injuries is common, and hematuria is absent in up to 25% of ureteric injuries.""
}",null,NO_VALID_OPTION,0.8,"All options contain false statements: ureteral injuries can be repaired well beyond 6 hours, investigations are needed for blunt abdominal trauma, delayed presentation of ureteric injuries is common, and hematuria is absent in up to 25% of ureteric injuries."
199,0d95b83c34cbce959c6c52cf029df2860bb61a98d41e4334220453e3f0461b69,"A 34-year-old male presents to the Emergency Department with sudden onset paplpitations, difficulty breathing and chest pain. Heart rate is 180 bpm and regular. Blood pressure is 85/40 mmHg. ECG done shows a supraventricular tachycardia. What is the next appropriate step in his management?",Valsalva maneuver,Intravenous amiodarone,Intravenous adenosine,Intravenous verapamil,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Patient has hemodynamically unstable SVT with hypotension (BP 85/40). The appropriate management is immediate synchronized cardioversion, which is not listed among the options.""
}",null,NO_VALID_OPTION,0.9,"Patient has hemodynamically unstable SVT with hypotension (BP 85/40). The appropriate management is immediate synchronized cardioversion, which is not listed among the options."
200,2aa53398eb6c2ed8238ad9038335af3608d61d06e7b41cf7f97c8f5646fbe5bb,A 52-year-old man is diagnosed with Parkinson’s disease. He has recently started a second family with a new partner and is worried about dyskinesias associated with levodopa and complications of lung fibrosis that he has heard about with other drugs. Which of the following agents would you recommend?,Levodopa,Amantadine,Apomorphine,Cabergoline,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""Amantadine has lower risk of dyskinesias compared to levodopa and does not carry the pulmonary fibrosis risk associated with ergot-derived dopamine agonists like cabergoline. It provides modest antiparkinsonian benefit with a favorable side effect profile for this patient's specific concerns.""
}",B,,0.8,Amantadine has lower risk of dyskinesias compared to levodopa and does not carry the pulmonary fibrosis risk associated with ergot-derived dopamine agonists like cabergoline. It provides modest antiparkinsonian benefit with a favorable side effect profile for this patient's specific concerns.
201,2d2ef49c3844d7ae3157468c2c64510cb49ca58ac1c36c344ecf7e43d86b562f,"A 7-year old child presents with fever of four days duration and a massive swelling of the left thigh of a day duration. Examination reveals a well circumscribed, diffuse, fluctuant and tender swelling over the left inner thigh area. There was a history of a fall over the left thigh a week prior to the illness. Which of the following is the most likely diagnosis? 
Pathological fracture",Cellulitis,Septicaemia,Pyomyositis,Osteoarthirits of the hip joint,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of fever, well-circumscribed fluctuant swelling in the thigh muscle following trauma, and the clinical presentation strongly suggests pyomyositis (muscle abscess). The fluctuant nature and localization to muscle tissue differentiates this from cellulitis or osteomyelitis.""
}",C,,0.85,"The combination of fever, well-circumscribed fluctuant swelling in the thigh muscle following trauma, and the clinical presentation strongly suggests pyomyositis (muscle abscess). The fluctuant nature and localization to muscle tissue differentiates this from cellulitis or osteomyelitis."
202,96cc1ab100ea97ca66f29629a5f16e0a1700d14375ee658da5b9a6445d1abca8,A 33-year old unconscious female patient has sustained a trauma and presents to the emergencysetting. The mechanism of the trauma is unclear but there is no immediately obvious external signs of injury or bleeding. Which of the following is true of cervical spine immobilization?,A c-collar is not necessary in this situation given that the patient is unconscious and not moving.,A c-collar is not necessary in this situation given that the patient has no  external signs of trauma.,A rigid c-spine collar should be applied.,A rigid c-spine collar should be applied and the patient should be maintained on a hard spinal board,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Unconscious trauma patients require full spinal immobilization including rigid c-collar and backboard until cervical spine injury is ruled out. The absence of external signs does not exclude spinal injury, and unconsciousness prevents reliable neurological assessment.""
}",D,,0.95,"Unconscious trauma patients require full spinal immobilization including rigid c-collar and backboard until cervical spine injury is ruled out. The absence of external signs does not exclude spinal injury, and unconsciousness prevents reliable neurological assessment."
203,4065e73f0f99d4421814e488e40dc0797f1fc2d9c61a2734cc8459f9145f8cf6,"A neonate has excessive salivation and respiratory distress. Attempts to pass a nasogastric catheter fails because it coils at the back of the throat. A chest film shows a gasless abdomen and right upper lobe atelectasis. The most likely diagnosis is? 


 
 
 
",Esophageal atresia with distal tracheoesophageal fistula,Diaphragmatic hernia,“H-type” tracheoesophageal fistula,Esophageal atresia with proximal and distal fistula,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The inability to pass an NG tube that coils in the throat indicates esophageal atresia. The gasless abdomen rules out distal TEF, making isolated esophageal atresia the diagnosis, but option A is the closest match among the choices.""
}",A,,0.9,"The inability to pass an NG tube that coils in the throat indicates esophageal atresia. The gasless abdomen rules out distal TEF, making isolated esophageal atresia the diagnosis, but option A is the closest match among the choices."
204,738123cdf15d33ab348e8ceb9bbc3d6b42633e6bc08742e517f89b6c8aa33507,"
GFR may be assessed by the various methods except:                                                                                                                                                                   ",Using serum creatinine,Estimated GFR (eGFR).,Inulin.,Cystatin C.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""All listed options are valid methods for assessing GFR. Serum creatinine, eGFR, inulin clearance, and cystatin C are all established approaches for evaluating glomerular filtration rate.""
}",null,NO_VALID_OPTION,0.9,"All listed options are valid methods for assessing GFR. Serum creatinine, eGFR, inulin clearance, and cystatin C are all established approaches for evaluating glomerular filtration rate."
205,1ddf80ca7fb1021e7e896ab2026499bd021b9be0b5cb2743eb71dde029feaf0b,A 40-year old presented to the gynaecologist with complaints of profuse vaginal discharge. There was no discharge from the cervix on speculum examination. The diagnosis of bacteria vaginosis was made based on the following on microscopy except:,Presence of Clue cells,Absence of lactobacill,Presence of Bacteroides.,Abundance of gram variable coccobacilli,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Bacterial vaginosis diagnosis is based on Amsel criteria and microscopic findings including clue cells, absence of lactobacilli, and gram-variable coccobacilli. Bacteroides are anaerobic bacteria that may be present but are not a specific diagnostic criterion used in microscopy for BV diagnosis.""
}",C,,0.9,"Bacterial vaginosis diagnosis is based on Amsel criteria and microscopic findings including clue cells, absence of lactobacilli, and gram-variable coccobacilli. Bacteroides are anaerobic bacteria that may be present but are not a specific diagnostic criterion used in microscopy for BV diagnosis."
206,146a6e7c0a9062c1028924bdf57c3240a61aee593deb4975b42f3a83af550970,A 55-year-old woman who is being managed for DVT with warfarin started bleeding from GIT. Further assessment revealed that she had deranged liver and renal function. To prevent pulmonary embolism which of the following should be done urgently,a.	Continue warfarin therapy,b.	Stop the warfarin therapy and watchfully wait,c.	To insert an IVC filter,d.	To treat the liver for 6 weeks before restarting the warfarin,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Patient has active GI bleeding with deranged liver/renal function making warfarin contraindicated, but still needs PE prophylaxis. IVC filter provides mechanical prevention of pulmonary embolism when anticoagulation is contraindicated.""
}",C,,0.85,"Patient has active GI bleeding with deranged liver/renal function making warfarin contraindicated, but still needs PE prophylaxis. IVC filter provides mechanical prevention of pulmonary embolism when anticoagulation is contraindicated."
207,09b830fbb53e43fb109dd2e4f8ed75855c0c5f6c089f9599edfcbd9272549e80,A 45-year-old male patient complains of dysphagia of 2 years’ duration. He seems to have greater difficulty swallowing liquids than solids. Recently he has noticed that at night he is woken up by coughing. He has lost about 7–8 kg in weight in 6 months. The most likely diagnosis in this patient is,Peptic stricture,Carcinoma,Achalasia,Diffuse oesophageal spasm,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The key features of greater difficulty with liquids than solids, nocturnal cough (suggesting regurgitation), and significant weight loss over 2 years strongly suggest achalasia. This pattern is classic for achalasia where the lower esophageal sphincter fails to relax properly.""
}",C,,0.85,"The key features of greater difficulty with liquids than solids, nocturnal cough (suggesting regurgitation), and significant weight loss over 2 years strongly suggest achalasia. This pattern is classic for achalasia where the lower esophageal sphincter fails to relax properly."
208,af0dc199e0a0d6b28fdee4ffb2444d0e3c9b6b09f2669e964e5a7e27b5fe7401,"A 45-year-old woman with long-standing, well-controlled rheumatoid arthritis develops severe pain and swelling in the left elbow over 2 days. She is not sexually active. You suspect septic arthritis. If you are correct, which of the following is the most likely organism to cause septic arthritis in this case?",Streptococcus pneumoniae,Neisseria gonorrhoeae,Escherichia coli,Staphylococcus aureus,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Staphylococcus aureus is the most common cause of septic arthritis in adults, especially in patients with rheumatoid arthritis who have increased susceptibility to joint infections. Neisseria gonorrhoeae is less likely given the patient is not sexually active.""
}",D,,0.9,"Staphylococcus aureus is the most common cause of septic arthritis in adults, especially in patients with rheumatoid arthritis who have increased susceptibility to joint infections. Neisseria gonorrhoeae is less likely given the patient is not sexually active."
209,be5c5b4c0e83674f7789025a3fc1c0a9422115f325744d3599b166a7419897cf,"Mr. Adu has been feeling sad and has lost interest in pleasurable for the past 3 months. He has heard that people with depression may be prescribed an SSRI, and wants to know what SSRI stands for. You tell Mr Adu that SSRI stands for",Sensitive Serotonin Receptor Inhibitor,Specific Serotonin Receptor Inhibitor,Specific Serotonin Reuptake Inhibitor,Selective Serotonin Receptor Inhibitor,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""SSRI stands for Selective Serotonin Reuptake Inhibitor, but this exact option is not provided. Option C says 'Specific' instead of 'Selective' and option D says 'Receptor' instead of 'Reuptake'.""
}",null,NO_VALID_OPTION,0.9,"SSRI stands for Selective Serotonin Reuptake Inhibitor, but this exact option is not provided. Option C says 'Specific' instead of 'Selective' and option D says 'Receptor' instead of 'Reuptake'."
210,e0305aed5096baeacec3176c6742bf2a2d6f825d75d2a0b1e5dc91067686b2b0,"A two year old male child presents at the emergency room with a five-day history of cough and breathlessness. Examination reveals cardiomegaly, central cyanosis but no cardiac murmurs. The most likely diagnosis is:





",Eisenmengers syndrome.,Ostium secundum defect.,Pneumonia.,Tricuspid atresia.,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""A 2-year-old with cardiomegaly, central cyanosis, and no murmur suggests a cyanotic congenital heart defect. Tricuspid atresia commonly presents with these findings and can have absent or soft murmurs, unlike other options which typically have audible murmurs or don't cause cyanosis.""
}",D,,0.75,"A 2-year-old with cardiomegaly, central cyanosis, and no murmur suggests a cyanotic congenital heart defect. Tricuspid atresia commonly presents with these findings and can have absent or soft murmurs, unlike other options which typically have audible murmurs or don't cause cyanosis."
211,dda053a524471658a3aaceb59cb4badff16b0ee83ea878919736abec01e23990,"7)	A 6-week-old child arrives with a complaint of “breathing fast” and a cough. On examination you note the child to have no temperature elevation, a respiratory rate of 65 breaths per minute, and her oxygen saturation to be 94%. Physical examination also is significant for rales and rhonchi. The past medical history for the child is positive for an eye discharge at 3 weeks of age, which was treated with a topical antibiotic drug. Which of the following organisms is the most likely cause of this child’s condition?",Neisseria gonorrhoeae,Herpesvirus,b. Staphylococcus aureus,Group B streptococcus,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""This presentation is classic for Chlamydia trachomatis pneumonia in a 6-week-old with prior conjunctivitis, but this organism is not listed among the options. The clinical picture doesn't match the typical presentations of the given choices.""
}",null,NO_VALID_OPTION,0.8,"This presentation is classic for Chlamydia trachomatis pneumonia in a 6-week-old with prior conjunctivitis, but this organism is not listed among the options. The clinical picture doesn't match the typical presentations of the given choices."
212,eb861b87c4acdc8b6f20738d3d445b01ef2399d00bdf8bedaa4c4194a85b2db7,A 24-year-old man presents to the ER with an acute abdomen. He has a generally tender abdomen with guarding and rebound tenderness. The bowel sounds are absent. He is being managed for generalised peritonitis secondary to a hollow viscus perforation. The imaging investigation appropriate to demonstrate air in the abdomen is,a.	Abdominal X-ray,b.	Erect chest X-ray,c.	Abdominal Ultrasound,d.	Pelvic Ultrasound,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Erect chest X-ray is the most sensitive plain film method to detect free air (pneumoperitoneum) from hollow viscus perforation. Free air rises to the highest point and is best visualized under the diaphragm on an upright chest X-ray.""
}",B,,0.9,Erect chest X-ray is the most sensitive plain film method to detect free air (pneumoperitoneum) from hollow viscus perforation. Free air rises to the highest point and is best visualized under the diaphragm on an upright chest X-ray.
213,255805960b00a369dba9527bfc3aabde6c8888f8939b2ec07e9fd45e7bfac9d2,"A previously healthy 18-month-old has been in a separate room from his family. The family notices the sudden onset of coughing, which resolves in a few minutes. Subsequently, the patient appears to be normal except for increased amounts of drooling and refusal to take foods orally. Which of the following is the most likely explanation for this toddler’s condition",Epiglottitis,Croup,Severe gastroesophageal reflux,Foreign body in the airway,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The sudden onset of coughing while alone, followed by drooling and refusal to eat in a previously healthy toddler, is classic for foreign body aspiration. The initial cough represents the aspiration event, while subsequent drooling and feeding refusal suggest partial obstruction or irritation.""
}",D,,0.9,"The sudden onset of coughing while alone, followed by drooling and refusal to eat in a previously healthy toddler, is classic for foreign body aspiration. The initial cough represents the aspiration event, while subsequent drooling and feeding refusal suggest partial obstruction or irritation."
214,57e57e3f40fd57c7bfa6ff311cb69cdc535d8f8bf308411484b3adedf37c320c,A 5-year-old child presents with recurrent afebrile generalized seizures. Examination reveals head circumference of 46 cm. Other findings are apparently normal. Which of the following is not useful in the evaluation of the child’s condition?,History of perinatal asphyxia,History of severe hyperbilirubinaemia,Intelligence Quotient of 65,History of delayed speech,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Intelligence Quotient of 65 is a finding/assessment rather than historical information that would help determine the underlying cause of seizures. Perinatal asphyxia, severe hyperbilirubinemia, and delayed speech are all historical factors that could point to specific etiologies for seizure disorders.""
}",C,,0.85,"Intelligence Quotient of 65 is a finding/assessment rather than historical information that would help determine the underlying cause of seizures. Perinatal asphyxia, severe hyperbilirubinemia, and delayed speech are all historical factors that could point to specific etiologies for seizure disorders."
215,6b5b18cd33072fbe96d998bffe5dfe1b14a76bd89145420f5e3bd8d4ae4b14ed,"4 hours after eating salad at a restaurant, a 25-year-old lady presents to the ER with nausea, vomiting, abdominal cramps. She later started to experience non-bloody, non-mucoid watery diarrhea. 
The most likely organism is?",Shigella Flexneri,Salmonella sp.,Staphylococcus aureus,Yersinia enterocolitica,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The rapid onset (4 hours) and initial presentation of nausea, vomiting, and abdominal cramps followed by watery diarrhea is classic for staphylococcal food poisoning. The short incubation period distinguishes it from other bacterial causes which typically have longer onset times.""
}",C,,0.85,"The rapid onset (4 hours) and initial presentation of nausea, vomiting, and abdominal cramps followed by watery diarrhea is classic for staphylococcal food poisoning. The short incubation period distinguishes it from other bacterial causes which typically have longer onset times."
216,2312c02071ffbcd4f01edd064e51f9602af2fe1bc30427b96f1906382d3bbf2e,"A 30-year-old female consults you that her mother has been diagnosed with breast and ovarian cancer. Similarly, her maternal aunt was treated for breast cancer two years prior. She would like to be screened for breast cancer. Which screening approach IS NOT appropriate for her?",Ultrasound,Clinical examination,Mammography,MRI scan,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Given strong family history suggesting possible BRCA mutation, this patient needs high-sensitivity screening with mammography and MRI. Ultrasound alone is not appropriate as primary screening due to its lower sensitivity for detecting early breast cancer compared to mammography and MRI in high-risk patients.""
}",A,,0.85,"Given strong family history suggesting possible BRCA mutation, this patient needs high-sensitivity screening with mammography and MRI. Ultrasound alone is not appropriate as primary screening due to its lower sensitivity for detecting early breast cancer compared to mammography and MRI in high-risk patients."
217,5c2959116dbb5cc60852762fa0a10dd530097291ec5de928e69607b23bba32b6,A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC?,Intermittent monitoring during labour is recommended.,Risk of uterine rupture is 2%.,It is contraindicated in women with previous classical caesarean section.,The chances of successful vaginal birth is around 50%.,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Classical caesarean section (vertical uterine incision) is an absolute contraindication to VBAC due to high risk of uterine rupture. Continuous fetal monitoring is recommended, uterine rupture risk is <1%, and VBAC success rates are typically 70-80%.""
}",C,,0.9,"Classical caesarean section (vertical uterine incision) is an absolute contraindication to VBAC due to high risk of uterine rupture. Continuous fetal monitoring is recommended, uterine rupture risk is <1%, and VBAC success rates are typically 70-80%."
218,ceebe5fbbf76fb7d9d50000c0ed4da726b6328a0278956758611389743a271d2,"A 62-year-old man who had prosthetic aortic valve replacement 6 weeks earlier presented with weight loss, night sweats and intermittent palpitations over the
past month. His heart rate is 88 bpm and regular. Blood pressure checked was 140/86 mmHg. He has a prosthetic valve murmur and splinter haemorrhages are found on examination of his fingernails. Echocardiogram done showed vegetations on the aortic valve. What is the most likely causative organism?",Streptococcus viridans,Candida albicans,Haemphilus ducreyi,Cardiobacterium hominis,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This is prosthetic valve endocarditis occurring 6 weeks post-surgery with classic findings including vegetations and splinter hemorrhages. Streptococcus viridans is the most common cause of subacute prosthetic valve endocarditis in this timeframe.""
}",A,,0.85,This is prosthetic valve endocarditis occurring 6 weeks post-surgery with classic findings including vegetations and splinter hemorrhages. Streptococcus viridans is the most common cause of subacute prosthetic valve endocarditis in this timeframe.
219,655c5cf9d9a9e4531af0a1196bf4bc2b7c164c5e98a82fdc2d383b6556da1185,"A 38-year-old woman presents to the maternity day assessment unit with a history of swollen feet, headache and blurring of vision at 30 weeks' gestation. Her BP is 160/100, pulse rate 88 bpm, oxygen saturation (Sp O 2) 99% on air and normal temperature. Uterine height measures 26 cm. Qualitative analysis of urine reveals 3 plusses of protein. What would be the diagnosis in this clinical context?",Unexplained proteinuria,Migraine,Diabetic nephropathy,Glomerulonephritis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""This presentation clearly describes preeclampsia with hypertension, proteinuria, and neurological symptoms at 30 weeks gestation. None of the provided options include preeclampsia, which is the obvious diagnosis.""
}",null,NO_VALID_OPTION,0.9,"This presentation clearly describes preeclampsia with hypertension, proteinuria, and neurological symptoms at 30 weeks gestation. None of the provided options include preeclampsia, which is the obvious diagnosis."
220,c03079d1061f23a8a3e00aed79a453c1fe80df97c10e7f475ce1f5e388c76c8b,"A 47 years old man presents with a 2 day history of disorientation, auditory and visual hallucinaitons. His wife says he has been complaining of headaches 2 days prior to presentation. His blood pressure is 212/125 mmHg. This is his first such episode. He most likely has;",Schizophrenia,Bipolar Affective Disorder,Schizo-Affective Disorder,Organic cause of psychosis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The acute onset of psychotic symptoms in a 47-year-old with severe hypertension (212/125 mmHg) and preceding headaches strongly suggests hypertensive encephalopathy or another organic cause. The temporal relationship between headaches, hypertensive crisis, and neuropsychiatric symptoms makes organic etiology most likely.""
}",D,,0.9,"The acute onset of psychotic symptoms in a 47-year-old with severe hypertension (212/125 mmHg) and preceding headaches strongly suggests hypertensive encephalopathy or another organic cause. The temporal relationship between headaches, hypertensive crisis, and neuropsychiatric symptoms makes organic etiology most likely."
221,23cf2e199e094c0e4bf3ae5e126a93486807115b3404e27e60a783432a30071f,"A 34-year-old woman presents with galactorrhoea, loss of libido and amenorrhoea for 4 months. MRI of the brain showed a macroadenoma with pressure on the optic chiasm. Which visual defect is likely to be found on examination?",Binasal hemianopia,Bitemporal hemianopia,Loss of colour vision,Left homonymous hemianopia,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Optic chiasm compression from pituitary macroadenoma classically causes bitemporal hemianopia due to compression of crossing nasal retinal fibers. This is the most characteristic visual field defect associated with pituitary tumors.""
}",B,,0.95,Optic chiasm compression from pituitary macroadenoma classically causes bitemporal hemianopia due to compression of crossing nasal retinal fibers. This is the most characteristic visual field defect associated with pituitary tumors.
222,0d21ee174c5e4a282a70a2608f624fee2bb91d4c769596687f9237cb74d6ee23,"A 57-year old nulliparous woman comes 2 weeks after noticing a lump in the right breast. Her last mammogram was done 4 years ago and showed no abnormalities. Menopause began 2 years ago, during which time the patient was prescribed hormone replacement therapy for severe hot flashes and vaginal dryness. Vital signs are within normal limits. Examination of the right breast shows a firm, non-tender mass close to the nipple. There are no changes in the skin or nipple and there is no palpable axillary adenopathy. The abdomen is soft and nontender. Mammography shows a suspicious 2 cm mass adjacent to the nipple. Which of the following is the most appropriate next step in management?",Measurement of serum CA 15-3,Fine needle aspiration,Bone scan,Excisional biopsy,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""A suspicious breast mass on mammography requires tissue sampling for definitive diagnosis. Fine needle aspiration is the appropriate initial biopsy method for a palpable breast mass to determine if it's malignant before proceeding with further staging or treatment.""
}",B,,0.9,A suspicious breast mass on mammography requires tissue sampling for definitive diagnosis. Fine needle aspiration is the appropriate initial biopsy method for a palpable breast mass to determine if it's malignant before proceeding with further staging or treatment.
223,93f4bf37b6b0ce169bb73aa151a4fbe747ae7bdfc809e3ec4bdc68109a93096f,"A 50-year-old farmer presents with diarrhoea, flatulence, joint pains and gradual weight loss over the past 6 months. A small bowel biopsy shows villous atrophy and periodic acid-Schiff positive macrophages. What is the most likely diagnosis?",Lactose intolerance,Coeliac disease,Small bowel lymphoma,Ulcerative colitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The combination of villous atrophy with PAS-positive macrophages in a farmer strongly suggests Whipple's disease, caused by Tropheryma whipplei. None of the given options match this classic histological finding and clinical presentation.""
}",null,NO_VALID_OPTION,0.8,"The combination of villous atrophy with PAS-positive macrophages in a farmer strongly suggests Whipple's disease, caused by Tropheryma whipplei. None of the given options match this classic histological finding and clinical presentation."
224,a9747cb5246a877e215caa157c7ca108e8ee18ab56ae0f3206fa4512eca120e8,"A patient presents with small bowel obstruction and a history of appendectomy 10 years ago. She is given fluid, an NGT tube, and a Foley catheter. What are the clinical signs or symptoms that indicate the need for surgery?",Vomiting,Constipation,Peritonitis,Abdominal distension,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Peritonitis indicates bowel perforation or ischemia, which are absolute indications for emergency surgery in small bowel obstruction. The other options are common symptoms of obstruction that can be managed conservatively initially.""
}",C,,0.9,"Peritonitis indicates bowel perforation or ischemia, which are absolute indications for emergency surgery in small bowel obstruction. The other options are common symptoms of obstruction that can be managed conservatively initially."
