question_id,category,question_type,correct_choice,stem,option_A,option_B,option_C,option_D,row_index,judge_raw,judge_label,judge_plausible_options,judge_reason,judge_parse_ok,judge_error,judge_reused
0812cc030d64e6ddfb16630317cb8a5be3f5a6117343b92db0cbef81f9263ea0,Neurology,INTACT,A,"You are asked to consult on a 14-year-old boy who was hospitalized overnight with a fever of 39 C. He is toxic appearing and has been sick for six days. He had a bad upper respiratory infection two weeks ago, but over the last few days has had increasing headaches, pain in his right eye, and increasing nasal discharge. Two days ago, he was noted to have swelling and redness around his right eye, but this spread to his left one day ago. He now has proptosis and chemosis in the right eye with some limitation of eye motion and redness, as well as swelling and chemosis of the left eye. Which diagnosis is most concerning for this patient?",A cavernous sinus thrombosis,A right orbital cellulitis,A right periorbital abscess,Bilateral acute bacterial ethmoiditis,232,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Bilateral orbital involvement with proptosis, chemosis, ophthalmoplegia after sinusitis is classic for cavernous sinus thrombosis. Option A matches the correct diagnosis, so NOTA is not correct.""
}",FALSE_NOTA,A,"Bilateral orbital involvement with proptosis, chemosis, ophthalmoplegia after sinusitis is classic for cavernous sinus thrombosis. Option A matches the correct diagnosis, so NOTA is not correct.",TRUE,,FALSE
453365c886b5ca1c6d38e9bbb4bfb5b35f0d9f5357b317d7a780ab6d0607d418,General_Surgery,NOTA,NOTA,43. A 32-year-old woman who after an emergency laparotomy started exhibiting signs of depression and confusion after being kept NPO for more than 7 days. Which of the electrolyte disturbances is responsible for these new developments,Hypo-phosphataemia,Hyponatraemia,Hyperkalaemia,Hypokalaemia,233,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Prolonged NPO predisposes to hypophosphatemia (especially with dextrose/refeeding), which can cause confusion and mood changes; option A fits, so NOTA is not correct.""
}",FALSE_NOTA,A,"Prolonged NPO predisposes to hypophosphatemia (especially with dextrose/refeeding), which can cause confusion and mood changes; option A fits, so NOTA is not correct.",TRUE,,FALSE
446740d9166dd08e2e2c9084aa3c1a7594983d224256abd63c5d2ca6bc5aa151,Neurology,NOTA,NOTA,"A 45 year old man is rushed to the emergency having been found lying in a pool of vomitus. His history is significant for chronic alcohol use. You notice he has multiple abrasions over his body. On your examination you find that extra-ocular movements are restricted on lateral gaze, and a horizontal nystagmus is present. He is disoriented and confused and has gait ataxia. What is the likely diagnosis?",Central pontine myelinolysis,Benzodiazepine toxicity,Brain stem infarction,Encephalitis,234,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The presentation is classic Wernicke encephalopathy (ophthalmoplegia with nystagmus, confusion, ataxia) in a chronic alcoholic, which is not among the options; none of A–D matches this triad sufficiently.""
}",TRUE_NOTA,,"The presentation is classic Wernicke encephalopathy (ophthalmoplegia with nystagmus, confusion, ataxia) in a chronic alcoholic, which is not among the options; none of A–D matches this triad sufficiently.",TRUE,,FALSE
9e2a74aecccfcd24a0f05a86b106fda763d7009f24f344563dd588247b7f0dd1,Pediatrics,NOTA,NOTA,"28)	A 16-year-old girl complains of dysuria of 1 week's duration. She was seen 4 days ago at an urgent care facility and was prescribed trimethoprim-sulfamethoxazole because of abnormal urinalysis findings. Although she has taken the antibiotic as directed, she has had no relief from the dysuria. She has no nausea, vomiting, flank pain, vaginal discharge, or fever. Of the following, the MOST appropriate course of action is to",treat with fluconazole,order ultrasonography of the kidneys,inspect her genitalia,add doxycycline to the treatment,235,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Persistent dysuria despite TMP-SMX in a sexually active adolescent warrants genital examination to assess for vulvovaginitis or STI-related urethritis before altering therapy. Options A, B, and D are inappropriate as immediate next steps.""
}",FALSE_NOTA,C,"Persistent dysuria despite TMP-SMX in a sexually active adolescent warrants genital examination to assess for vulvovaginitis or STI-related urethritis before altering therapy. Options A, B, and D are inappropriate as immediate next steps.",TRUE,,FALSE
0578f4e2afd11a4d6aa7994bb6ec05a99fcceb691d0cfb7e6db4a018e12b7e9e,Neurology,NOTA,NOTA,"A 56-year-old woman develops difficulty ambulating several weeks after receiving an influenza vaccine. She is found to have distal muscle weakness and areflexia in the lower extremities. During a 2-day observation period the weakness ascends, and she begins to notice weakness of the hands. She notices mild tingling, but the sensory examination is normal. The diagnosis of Guillain-Barré syndrome is strongly suspected. The workup of this patient is most likely to show which of the following?",Elevated CPK,Positive Tensilon test,Respiratory alkalosis by arterial blood gases,Abnormal EMG that shows axonal degeneration,236,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""GBS most likely shows CSF albuminocytologic dissociation or demyelinating nerve conduction; none of the options states this, and D’s axonal degeneration is not the typical finding while A–C are incorrect.""
}",TRUE_NOTA,,"GBS most likely shows CSF albuminocytologic dissociation or demyelinating nerve conduction; none of the options states this, and D’s axonal degeneration is not the typical finding while A–C are incorrect.",TRUE,,FALSE
0edc6625715fac6acd210a1f704c25cdfb1c27bd398bcc73fc4d835ed30ceac6,Obstetrics_and_Gynecology,INTACT,D,"A 21-year-old woman, who is known to have beta thalassemia major, attends the clinic for preconception counselling. What is the most relevant initial pre-pregnancy investigation to predict maternal complications of pregnancy?",Cardiac MRI,Chest X-Ray,ECG,Echocardiogram,237,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Cardiac T2* MRI is the most predictive preconception test for cardiac complications in beta thalassemia major, and option A matches this; other options are less specific or insufficient.""
}",FALSE_NOTA,A,"Cardiac T2* MRI is the most predictive preconception test for cardiac complications in beta thalassemia major, and option A matches this; other options are less specific or insufficient.",TRUE,,FALSE
6ee2d6cbd9649446c6797dfdf8780de3698aac46159c34590b21bf0c06f93b7e,Pediatrics,INTACT,C,A five-month old female infant whose parents are both bankers is brought into the emergency room with two-day history of passage of loose watery stool and two hours of irritability. She is exclusively fed on artificial milk. Physical examination reveals an infant weighing 7.5 kg with doughy skin and dry mucous membrane. The diagnosis is:,Severe acute malnutrition,Hyponatraemic dehydration,Hypernatremic dehydration,Encephalitis,238,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Doughy skin and irritability in an infant with diarrhea and formula feeding indicate hypernatremic dehydration; other options are inconsistent.""
}",FALSE_NOTA,C,Doughy skin and irritability in an infant with diarrhea and formula feeding indicate hypernatremic dehydration; other options are inconsistent.,TRUE,,FALSE
bd95645bb1521f48bf79e2c5ba82e8dc3778100e21688b6e3c58092b85a2b4e7,Obstetrics_and_Gynecology,NOTA,NOTA,The most appropriate treatment option for an eighty-year-old woman with a BMI of 25 presenting with post-menopausal bleeding and found to have Stage 1 a endometrial adenocarcinoma on MRI and hysteroscopy is:,Radiotherapy alone.,TAH/BSO in a local centre.,Polypectomy and Mirena.,TAH/BSO and radiotherapy.,239,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""For operable stage IA endometrial carcinoma, TAH/BSO without adjuvant radiotherapy is standard; option B captures this while other options are inappropriate.""
}",FALSE_NOTA,B,"For operable stage IA endometrial carcinoma, TAH/BSO without adjuvant radiotherapy is standard; option B captures this while other options are inappropriate.",TRUE,,FALSE
d953deae929e5c7b2874e9da55b15d43c5631027925a7b3ed6be034ee3f3010e,Neurology,INTACT,A,An elderly man has noticed three episodes of visual loss in his right eye. The vision in that eye goes black “like somebody pulling down a window shade.” The symptom lasts 20 to 30 min and resolves promptly. Between episodes he feels well. What is the likely diagnosis?,Internal carotid artery,Middle cerebral artery,Midbasilar artery,Anterior cerebral artery,240,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Monocular curtain-like transient vision loss is classic amaurosis fugax from ipsilateral internal carotid artery disease, so A is correct.""
}",FALSE_NOTA,A,"Monocular curtain-like transient vision loss is classic amaurosis fugax from ipsilateral internal carotid artery disease, so A is correct.",TRUE,,FALSE
e396f57a7a4082521360079b34ad794a43e7ae7fe6c91ac8018f8b6b3d8c5dbe,Neurology,INTACT,C,"A 75-year-old hypertensive woman presents with whirling vertigo, nausea, and weakness on the right side of her body. On exam she has nystagmus, left facial sensory loss, and right arm and leg weakness. What is the most likely diagnosis?",Internal carotid artery,Middle cerebral artery,Midbasilar artery,Anterior cerebral artery,241,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Crossed brainstem signs with vertigo/nystagmus localize to a lateral brainstem stroke (classically lateral medullary) due to PICA/vertebral occlusion; none of the listed arteries (ICA, MCA, midbasilar, ACA) matches.""
}",TRUE_NOTA,,"Crossed brainstem signs with vertigo/nystagmus localize to a lateral brainstem stroke (classically lateral medullary) due to PICA/vertebral occlusion; none of the listed arteries (ICA, MCA, midbasilar, ACA) matches.",TRUE,,FALSE
b60614eeb900e9b3b42771e9c6c8a7287296f2e8c4eda3aebaef19fd9298b5be,Cardiology,INTACT,B,"A 40-year-old male complains of exquisite pain and tenderness in the left ankle. There is no history of trauma. The patient is taking a mild diuretic for hypertension. On exam, the ankle is very swollen and tender. There are no other physical exam abnormalities. Which of the following is the best next step in management?",Begin colchicine and broad-spectrum antibiotics,Perform arthrocentesis,Begin allopurinol if uric acid level is elevated,Obtain ankle x-ray to rule out fracture,242,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""Acute monoarthritis warrants arthrocentesis to diagnose crystal arthritis and exclude septic arthritis; thus option B is correct and NOTA is not.""
}",FALSE_NOTA,B,Acute monoarthritis warrants arthrocentesis to diagnose crystal arthritis and exclude septic arthritis; thus option B is correct and NOTA is not.,TRUE,,FALSE
5973f0cbefb351022b8e8bde3a83ec91ba7b6b9bd5c4fd4cf9deebe1e658d0c8,Endocrinology,INTACT,C,"An 18-year-old man complains of a lack of sex drive and having no sense of smell. He is of normal height and weight. He has absence of facial, axillary and pubic hair. His penis and testes are small in size. What is the most likely diagnosis?",Conn syndrome,Klinefelter syndrome,Kallmann syndrome,Turner syndrome,243,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Male hypogonadism with anosmia is classic for Kallmann syndrome; option C is fully correct, so NOTA is not correct.""
}",FALSE_NOTA,C,"Male hypogonadism with anosmia is classic for Kallmann syndrome; option C is fully correct, so NOTA is not correct.",TRUE,,FALSE
7c32281dfe015451b2416684fae89cc937bc04e655af60bfbc0834ebb41bd74b,Endocrinology,NOTA,NOTA,"Perimenopause refers to the time period preceding menopause, when fertility wanes and menstrual cycle irregularity increases. Onset of perimenopause precedes the final menses by 2-8 years, with mean duration of 4 years. Menopause is diagnosed retrospectively after how many months of amenorrhea?",15,9,3,6,244,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Menopause is diagnosed retrospectively after 12 months of amenorrhea; none of the listed durations match.""
}",TRUE_NOTA,,Menopause is diagnosed retrospectively after 12 months of amenorrhea; none of the listed durations match.,TRUE,,FALSE
dc942344be85a76b79ffdc23354c6d97cf538e4fa320af9b987aff3e660e6983,Dermatology,INTACT,C,A 33-year-old man presents with a painless penile ulcer which has persisted for 5 months. The lesion started as a papule which later ulcerated and has been enlarging. Physical examination reveals a nontender friable ulcer with rolled borders. Which of these is the most likely causative organism?,A Gram-positive coccus,A flagellated protozoa,A Gram-negative rod,A Spirochete,245,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Findings are classic for granuloma inguinale (donovanosis) caused by Klebsiella granulomatis, a gram-negative rod; thus option C is correct and NOTA is not.""
}",FALSE_NOTA,C,"Findings are classic for granuloma inguinale (donovanosis) caused by Klebsiella granulomatis, a gram-negative rod; thus option C is correct and NOTA is not.",TRUE,,FALSE
41a7ce8c8516e154ca2e49f4d26e8bdce904825753776f0bd2654e5e50433673,Pediatrics,INTACT,A,"35)	During a regular checkup of an 8-year-old child, you note a loud first heart sound with a fixed and widely split second heart sound at the upper left sternal border that does not change with respirations. The patient is otherwise active and healthy. Which of the following heart lesions most likely explains these findings?",Atrial septal defect (ASD),. Ventricular septal defect (VSD),Isolated tricuspid regurgitation,Tetralogy of Fallot,246,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""A fixed, widely split S2 that does not vary with respiration is classic for atrial septal defect; the other options do not match these auscultatory findings.""
}",FALSE_NOTA,A,"A fixed, widely split S2 that does not vary with respiration is classic for atrial septal defect; the other options do not match these auscultatory findings.",TRUE,,FALSE
d5bad7ed3097d839e3904e886bf761fec63fbba8ca4ce740cf625347a57f51b8,Orthopedic_Surgery,NOTA,NOTA,"A 28-year-old man is brought by ambulance to the emergency department after falling from the roof of his home four hours ago. Upon initial evaluation, he has visible deformities of his bilateral lower extremities and a positive FAST exam. Heart rate is 135, blood pressure 85/58, and urine output is 40 cc over 3 hours. According to ATLS guidelines, what percentage of his blood volume has this patient likely lost?",40-50%,<15%,15-30%,>50%,247,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Findings (HR 135, hypotension, urine output ~13 mL/h) fit ATLS class III hemorrhage with 30–40% blood loss, which is not listed; provided ranges are either too low or >40%.""
}",TRUE_NOTA,,"Findings (HR 135, hypotension, urine output ~13 mL/h) fit ATLS class III hemorrhage with 30–40% blood loss, which is not listed; provided ranges are either too low or >40%.",TRUE,,FALSE
a0a0b76b38c380a8eb48fa33adaa135bf414ba2d93f25dd2d1571cbf7e545469,Cardiology,INTACT,A,"A 75-year-old patient presents to the ER after a sudden syncopal episode. He is again alert and in retrospect describes occasional substernal chest pressure and shortness of breath on exertion. His lungs have a few bibasilar rales, and his blood pressure is 110/80. Which of the following classic findings should you expect to hear on cardiac auscultation?",A harsh systolic crescendo-decrescendo murmur heard best at the upper right sternal border,A diastolic decrescendo murmur heard at the mid-left sternal border,A holosystolic murmur heard best at the apex,A midsystolic click,248,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Elderly patient with syncope, exertional chest pressure, and dyspnea suggests aortic stenosis; the classic harsh systolic crescendo-decrescendo murmur at the right upper sternal border matches option A.""
}",FALSE_NOTA,A,"Elderly patient with syncope, exertional chest pressure, and dyspnea suggests aortic stenosis; the classic harsh systolic crescendo-decrescendo murmur at the right upper sternal border matches option A.",TRUE,,FALSE
f4013648bea0c0b413bfc62c83dd8b536eeccf55c2bd55cdfc021cc9402fd480,Pediatrics,INTACT,D,"A 9-year old boy presented with fever, vomiting, abdominal pain and passage of dark urine. He took a hypodermic injection for a foot injury in the preceding month. Physical examination revealed axillary temperature of 38.1⁰C, heart rate of 80/minute, moderate pallor and 6 cm tender hepatomegaly. The most likely diagnosis in the patient is:",Septicaemia.,Congestive cardiac failure.,Severe malaria.,Viral hepatitis,249,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Dark urine with tender hepatomegaly and recent parenteral exposure strongly suggests acute viral hepatitis; other options are less consistent.""
}",FALSE_NOTA,D,Dark urine with tender hepatomegaly and recent parenteral exposure strongly suggests acute viral hepatitis; other options are less consistent.,TRUE,,FALSE
d63b09f726cfe074f2f66537b8ddd5abcc3d8f90378f5703b7f4e95390a52551,General_Surgery,NOTA,NOTA,A 20-year-old man is brought to the emergency room after rupturing his spleen in a motorcycle accident. His blood pressure on admission is 80/60 mmHg. Analysis of arterial blood gases demonstrates metabolic acidosis. This patient is most likely suffering from which of the following conditions?,Cardiogenic shock,Neurogenic shock,Septic shock,Acute pancreatitis,250,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Splenic rupture with hypotension and metabolic acidosis indicates hemorrhagic (hypovolemic) shock, which is not listed among A–D.""
}",TRUE_NOTA,,"Splenic rupture with hypotension and metabolic acidosis indicates hemorrhagic (hypovolemic) shock, which is not listed among A–D.",TRUE,,FALSE
5d0690a27a1894785ec024fd755728d356573d074acf86418e829aad653ad366,Psychiatry,NOTA,NOTA,"An otherwise healthy 45-year-old schizophrenic comes to his psychiatrist for a routine visit. He has had a poor response to several trials of typical antipsychotics, as well as to risperidone and olanzapine. His psychiatrist recommends a trial of clozapine. Which of the following baseline tests should be ordered on this patient before starting this drug?",Liver function tests,Thyroid function tests,EEG,Blood urea nitrogen (BUN),251,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The essential baseline test before starting clozapine is a CBC with differential to document ANC due to agranulocytosis risk, which is not among the options. LFTs, TFTs, EEG, and BUN are not the key required baseline test.""
}",TRUE_NOTA,,"The essential baseline test before starting clozapine is a CBC with differential to document ANC due to agranulocytosis risk, which is not among the options. LFTs, TFTs, EEG, and BUN are not the key required baseline test.",TRUE,,FALSE
e69eb1ce8c0d8ebcd234a090ed1476ff3bbbd20d396db551e02083b415c4926c,General_Surgery,INTACT,C,"A 19-year-old man is seen in the emergency department 20 minutes after a high-speed head-on collision with a tree, in which his car caught fire. He was not wearing a seat belt and was ejected from the vehicle. In the emergency department, he is alert, but he does not remember what happened. He admits to drinking a few beers earlier. Blood pressure is 75/40 mmHg and heart rate 140. His airway is patent. Breath sounds are equal bilaterally. Arterial blood gases reveal a Pa O 2 of 140, Sa O 2 of 98%, Pa CO 2 of 34, and p H of 7.33. He has burns to 15% TBSA, involving his anterior trunk and legs. His abdomen is covered with burns but appears distended; tenderness is hard to determine because of painful burn wounds. What is the most likely cause of his hypotension?",Smoke inhalation injury,Burn shock,Intra-abdominal hemorrhage,Ethanol intoxication,252,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Profound hypotension after high-speed ejection with a distended abdomen is most consistent with intra-abdominal hemorrhage; burn shock is unlikely with 15% TBSA and smoke inhalation or ethanol intoxication do not explain the hemodynamics.""
}",FALSE_NOTA,C,Profound hypotension after high-speed ejection with a distended abdomen is most consistent with intra-abdominal hemorrhage; burn shock is unlikely with 15% TBSA and smoke inhalation or ethanol intoxication do not explain the hemodynamics.,TRUE,,FALSE
cf92a38642d25b1006847c2c0201a69eb52a2129051dc4105bd9cb847b595306,Nephrology,NOTA,NOTA,"A 17-year-old boy presents to the GP. Most recently he has suffered a respiratory tract infection and he is very distressed that on going to the bathroom he is urinating
frank blood. The only history of note is microscopic hematuria diagnosed in childhood.
Renal biopsy with histological staining is consistent with a diagnosis of Alport’s syndrome.
Which of the following other features is likely to be present?",Cataracts,Otosclerosis,Red-green color blindness,Multiple lipomas,253,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Alport syndrome is associated with ocular abnormalities such as anterior lenticonus and cataracts, making A reasonably correct; the other options are not typical features.""
}",FALSE_NOTA,A,"Alport syndrome is associated with ocular abnormalities such as anterior lenticonus and cataracts, making A reasonably correct; the other options are not typical features.",TRUE,,FALSE
858781fc9cd7ddb0b67c6c339b0a66537d8b97433f2609f0f302562ea1de11cb,Pulmonary_Medicine,NOTA,NOTA,"Physical examination in pneumomediastinum reveals subcutaneous emphysema in suprasternal notch & Hamman’s sign, which is a crunching or clicking noise synchronous with heartbeat & best heard in what patient position?




 
",Tripod,Upright,Prone,Supine,254,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Hamman’s sign is best heard in the left lateral decubitus position, which is not listed. Supine is only a rough approximation and not the accepted specific answer.""
}",TRUE_NOTA,,"Hamman’s sign is best heard in the left lateral decubitus position, which is not listed. Supine is only a rough approximation and not the accepted specific answer.",TRUE,,FALSE
d3202c12dff76c91c1083b5cbd05a456a27e4fe7eaa19556d5630fac46071611,Endocrinology,NOTA,NOTA,"A 22-year-old female presents with palpitations, anxiety, and heat intolerance. 
A small smooth goitre is palpated. She has fine tremors and sweaty palms. Her blood pressure is 126/72 mmHg, and pulse is 98 bpm and regular. Thyroid-stimulating hormone (TSH) level is < 0.01 m IU/L , and both her T 4 and T 3 are elevated. Thyroid scanning reveals a uniformly increased uptake of technetium. What diagnosis best fits with this clinical picture?",Toxic adenoma,Hashimoto’s thryroiditis,Toxic multinodular goiter,Subacute thyroiditis,255,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Diffuse, uniformly increased uptake indicates Graves disease, which is not listed; other options would show focal/patchy uptake or low uptake.""
}",TRUE_NOTA,,"Diffuse, uniformly increased uptake indicates Graves disease, which is not listed; other options would show focal/patchy uptake or low uptake.",TRUE,,FALSE
b6b00ef71cbe1d5a6bd654fbb92e14e75c2912cb54b8300f72efc6a543c85e2d,Obstetrics_and_Gynecology,NOTA,NOTA,"A 39-year-old, para 0 woman attends for an elective caesarean section for breech presentation Her BMI is 25. She undergoes an uncomplicated procedure and is mobile on the ward the same day. What is the most appropriate step in venous thromboembolism prophylaxis","Early mobilisation, prevention of dehydration","Early mobilisation, prevention of dehydration, therapeutic low molecular weight heparin for at least 10 days","Early mobilisation, prevention of dehydration, prophylactic dose low molecular weight heparin for at least 3 days",Prevention of dehydration and thromboembolic stockings,256,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Elective caesarean with age >35 warrants early mobilisation/hydration plus prophylactic LMWH for 10 days; no option matches both correct dose and duration.""
}",TRUE_NOTA,,Elective caesarean with age >35 warrants early mobilisation/hydration plus prophylactic LMWH for 10 days; no option matches both correct dose and duration.,TRUE,,FALSE
f2377221031804679996177eac3743f12d48f1fb6743ce9620d07ff4df66b556,Nephrology,INTACT,B,Almost two-thirds of filtered Na+ is reabsorbed in the proximal convoluted tubule. 25-30% occurs via apical Na+- K+- 2 Cl–co-transporter. 5% occurs in Distal convoluted tubule mediated by thiazide-sensitive Na+- Cl– co-transporter. Na+ reabsorption also occurs in cortical and medullary collecting ducts. Reabsorption of filtered sodium mediated by ‘Na+-K+-2 Cl cotransporter’ occurs in?,Proximal convoluted tubule,Thick ascending limb of the loop of Henle,Distal convoluted tubule,Cortical collecting ducts,257,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""The Na+-K+-2Cl− cotransporter (NKCC2) mediates sodium reabsorption in the thick ascending limb of the loop of Henle. Option B states this correctly, so NOTA is not correct.""
}",FALSE_NOTA,B,"The Na+-K+-2Cl− cotransporter (NKCC2) mediates sodium reabsorption in the thick ascending limb of the loop of Henle. Option B states this correctly, so NOTA is not correct.",TRUE,,FALSE
64575b8502e26907e748ed6a0ebf45c04b258da60d08a25384f9d62cc098205d,Psychiatry,NOTA,NOTA,"You need detailed information information about his most current episode and your consulting room can accommodate only one other person aside the patient. Which of the people who accompanied him will you prefer to join you?

 
 
 
 
",His mother,His boss at the office,The Police officer,His father,258,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""A close family caregiver, typically the mother, is the best collateral informant for detailed history; a boss or police officer are less suitable, and the father is less likely to be the primary informant.""
}",FALSE_NOTA,A,"A close family caregiver, typically the mother, is the best collateral informant for detailed history; a boss or police officer are less suitable, and the father is less likely to be the primary informant.",TRUE,,FALSE
e0b9d0d313794a4a73a4fd181d4234dd75ef1130f2683351f71d17d08f7a1f45,General_Surgery,INTACT,D,"A 28-year-old man comes to clinic because of an inguinal hernia. He works as a stonemason and first noticed the hernia when he developed a painful bulge while lifting a bag of cement. He has otherwise been healthy and takes no medications. An open inguinal hernia repair with mesh has been recommended. During a discussion of the anticipated risks, which of the following represents the most common complication?",Recurrence,Urinary retention,Reduced fertility,Chronic pain,259,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Chronic groin pain is the most common complication after open mesh inguinal hernia repair, whereas recurrence, urinary retention, and reduced fertility occur less frequently.""
}",FALSE_NOTA,D,"Chronic groin pain is the most common complication after open mesh inguinal hernia repair, whereas recurrence, urinary retention, and reduced fertility occur less frequently.",TRUE,,FALSE
0a130c88f711efd8a524a78d9562f81b26c77cfce5208edfe2f666504c8bf1ba,Obstetrics_and_Gynecology,NOTA,NOTA,A 45-year-old woman is undergoing an abdominal hysterectomy for a history of heavy menstrual bleeding that has not responded to medical treatment. The patient has a past history of pelvic pain and the operation notes from a previous laparoscopy comment that the patient had 'pelvic adhesions' What is the most appropriate action in terms of protecting the ureter?,Mobilise the entire ureter with the aid of electrosurgery to reduce the blood loss,Perform preoperative ureteric stenting,Perform a preoperative MRI and Intravenous urogram to assess the ureters,Perform a preoperative MRI,260,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The most appropriate action is meticulous intraoperative identification of the ureter; routine preoperative stenting or imaging is not indicated, and mobilizing the entire ureter with electrosurgery is unsafe.""
}",TRUE_NOTA,,"The most appropriate action is meticulous intraoperative identification of the ureter; routine preoperative stenting or imaging is not indicated, and mobilizing the entire ureter with electrosurgery is unsafe.",TRUE,,FALSE
28187505c83e90d58d8aee0142f83a25de795c3a3e0198caab7c468dec27af5e,Pediatrics,INTACT,D,"An 8-month old infant presents with the history of excessive crying and associated passage of bloody mucoid stool. These symptoms were preceded by an upper respiratory tract infection. On examination he is pale, irritable with palpable sausage shaped mass in the abdomen. The most likely diagnosis is:",Pyloric stenosis,Duodenal Atresia,Hemolytic uraemic syndrome,Intussusception,261,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Colicky pain, currant jelly stool after a URI, and a palpable sausage-shaped abdominal mass are classic for intussusception, so option D is fully correct and NOTA is not.""
}",FALSE_NOTA,D,"Colicky pain, currant jelly stool after a URI, and a palpable sausage-shaped abdominal mass are classic for intussusception, so option D is fully correct and NOTA is not.",TRUE,,FALSE
3393fbe758782063491b13af3d754c9bffc4d005cd164200046f80a1cca0981d,Gastroenterology,INTACT,B,"A 55-year-old diabetic lady presents with right upper quadrant pain for the past 2 days. She has had shorter episodes of similar pain on and off over the preceding 2 years. On examination she is febrile, has jaundice and right upper quadrant tenderness. What is the most likely diagnosis?",Biliary Colic,Acute Cholangitis,Choledocholithiasis,Acute Pancreatitis,262,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""Fever, jaundice, and right upper quadrant pain (Charcot triad) indicate acute cholangitis, which is explicitly listed as option B.""
}",FALSE_NOTA,B,"Fever, jaundice, and right upper quadrant pain (Charcot triad) indicate acute cholangitis, which is explicitly listed as option B.",TRUE,,FALSE
dd41dc5c4f9365c9957bcb0fb11dbc04c57f3a319593161844486927faabf5af,Endocrinology,INTACT,D,. A 23-year-old woman with history of previously well controlled Type 1 diabetes reports with having multiple recent episodes of hypoglycaemia. Her blood pressure is 100/60 mmHg with a postural drop of 10 mmHg. Initial investigations done were significant for a normocytic anaemia with haemoglobin of 10 g/dL and sodium of 130 mmol/L . Which of the following is most likely to determine the underlying diagnosis?,Serum iron studies,Paired serum and urine osmolality,Continuous glucose monitoring,Short Synacthen test,263,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Recurrent hypoglycemia in T1DM with hyponatremia, postural hypotension, and normocytic anemia suggests primary adrenal insufficiency; the short Synacthen (ACTH stimulation) test is the appropriate diagnostic test.""
}",FALSE_NOTA,D,"Recurrent hypoglycemia in T1DM with hyponatremia, postural hypotension, and normocytic anemia suggests primary adrenal insufficiency; the short Synacthen (ACTH stimulation) test is the appropriate diagnostic test.",TRUE,,FALSE
