row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
272,272,"An 18-month-old girl is brought to the pediatrician by her mother for vaginal bleeding. The mother states that she noticed the bleeding today, which appeared as brown discharge with clots in the patients diaper. The mother denies frequent nosebleeds or easy bruising. She also denies any known trauma. She does mention that the patient has been limping and complaining of left leg pain since a fall 2 months ago. On physical exam, there are multiple 2-3 cm hyperpigmented patches on the patients trunk. There is bilateral enlargement of the breasts but no pubic hair. The vaginal orifice is normal and clear with an intact hymen. A plain radiograph of the left lower leg shows patchy areas of lytic bone and sclerosis within the femoral metaphysis. Which of the following is associated with the patients most likely diagnosis?",Bitemporal hemianopsia,Hearing loss,Pheochromocytoma,Polyostotic fibrous dysplasia,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This presentation suggests McCune-Albright syndrome with the classic triad of precocious puberty, café-au-lait spots, and fibrous dysplasia. Bitemporal hemianopsia can occur due to associated pituitary adenomas in this condition.""
}",A,,0.85,"This presentation suggests McCune-Albright syndrome with the classic triad of precocious puberty, café-au-lait spots, and fibrous dysplasia. Bitemporal hemianopsia can occur due to associated pituitary adenomas in this condition."
273,273,"A 48-year-old man seeks evaluation at a clinic with a complaint of breathlessness for the past couple of weeks. He says that he finds it difficult to walk a few blocks and has to rest. He also complains of a cough for the past 3 months, which is dry and hacking in nature. The medical history is relevant for an idiopathic arrhythmia for which he takes amiodarone daily. He is a non-smoker and does not drink alcohol. He denies any use of illicit drugs. The vital signs are as follows: heart rate 98/min, respiratory rate 16/min, temperature 37.6C (99.68F), and blood pressure 132/70 mm Hg. The physical examination is significant for inspiratory crackles over the lung bases. An echocardiogram shows a normal ejection fraction. A chest radiograph is performed and shown below. Which of the following findings will most likely be noted on spirometry?",Decreased FEV1 and normal FVC,Decreased FEV1 and FVC with decreased FEV1/FVC ratio,Normal FEV1 and FVC,Increased FEV1 and FVC,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The chest radiograph mentioned in the question is not provided, which is essential for determining the pattern of lung disease and predicting spirometry findings in this patient with suspected amiodarone-induced pulmonary toxicity.""
}",null,INSUFFICIENT_INFO,0,"The chest radiograph mentioned in the question is not provided, which is essential for determining the pattern of lung disease and predicting spirometry findings in this patient with suspected amiodarone-induced pulmonary toxicity."
274,274,"A 43-year-old woman is brought to the emergency department by her brother for severe chest pain. The patient recently lost her husband in a car accident and is still extremely shocked by the event. On physical examination, her blood pressure is 105/67 mm Hg, the heart rate is 96/min and regular, breathing rate is 23/min, and the pulse oximetry is 96%. An S3 heart sound and rales in the lower right and left lung lobes are heard. A 12-lead ECG shows no significant findings. Echocardiography shows an enlarged left ventricle and left atrium. The patient is stabilized and informed about the diagnosis and possible treatment options. Which of the following is the most likely diagnosis?",Aortic stenosis,Atrial fibrillation,Constrictive pericarditis,Restrictive cardiomyopathy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The clinical presentation (recent emotional trauma, heart failure signs, enlarged left ventricle/atrium, normal ECG) strongly suggests stress-induced cardiomyopathy (takotsubo), but this option is not listed among the choices.""
}",null,NO_VALID_OPTION,0.8,"The clinical presentation (recent emotional trauma, heart failure signs, enlarged left ventricle/atrium, normal ECG) strongly suggests stress-induced cardiomyopathy (takotsubo), but this option is not listed among the choices."
275,275,"A 70-year-old woman with no significant medical history begins to experience memory loss and personality changes. Over the next few months, her symptoms become more severe, as she experiences rapid mental deterioration. She also starts to have sudden, jerking movements in response to being startled and gait disturbances. Eventually, she lapses into a coma and dies eight months after the onset of symptoms. What process likely caused this woman's illness?",Loss of dopaminergic neurons in the substantia nigra pars compacta.,Autoimmune inflammation and demyelination of the central nervous system.,"Conversion of a protein from an a-helix to a -pleated form, which resists degradation.","Frontotemporal atrophy and the accumulation of intracellular, aggregated tau protein.","{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The rapid progression (8 months), myoclonus (startle response), and fatal outcome strongly suggest Creutzfeldt-Jakob disease. This is caused by prion protein misfolding from alpha-helix to beta-pleated sheet configuration.""
}",C,,0.9,"The rapid progression (8 months), myoclonus (startle response), and fatal outcome strongly suggest Creutzfeldt-Jakob disease. This is caused by prion protein misfolding from alpha-helix to beta-pleated sheet configuration."
276,276,"A 65-year-old man is brought to the emergency department 30 minutes after the onset of acute chest pain. He has hypertension and asthma. Current medications include atorvastatin, lisinopril, and an albuterol inhaler. He appears pale and diaphoretic. His pulse is 114/min and blood pressure is 130/88 mm Hg. An ECG shows ST-segment depressions in leads II, III, and aVF. Laboratory studies show an increased serum troponin T concentration. The patient is treated for acute coronary syndrome and undergoes percutaneous transluminal coronary angioplasty. At the time of discharge, echocardiography shows a left ventricular ejection fraction of 58%. In addition to aspirin, which of the following drugs should be added to this patient's medication regimen?",Nifedipine,Enoxaparin,Spironolactone,"Propranolol
""","{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.7,
  ""rationale"": ""Post-MI patients require dual antiplatelet therapy (aspirin + P2Y12 inhibitor like clopidogrel), ACE inhibitor, and statin as standard care. None of these evidence-based medications are listed among the options.""
}",null,NO_VALID_OPTION,0.7,"Post-MI patients require dual antiplatelet therapy (aspirin + P2Y12 inhibitor like clopidogrel), ACE inhibitor, and statin as standard care. None of these evidence-based medications are listed among the options."
277,277,"A scientist is studying the properties of myosin-actin interactions in a sample of human muscle tissue. She has identified a drug that selectively inhibits phosphate release by the myosin head. If she gives this drug to a sample of human muscle tissue under physiologic conditions, which of the following steps in cross-bridge cycling will most likely be blocked?",Myosin head release from actin,Myosin head cocking,Exposure of myosin-binding sites on actin,Myosin head binding to actin,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Phosphate release occurs after myosin binds to actin and is essential for the power stroke and subsequent release of the myosin head from actin. Blocking phosphate release would trap myosin in the bound state, preventing detachment.""
}",A,,0.9,"Phosphate release occurs after myosin binds to actin and is essential for the power stroke and subsequent release of the myosin head from actin. Blocking phosphate release would trap myosin in the bound state, preventing detachment."
278,278,"A 23-year-old man is admitted to the hospital with fever, chest discomfort, tachypnea, pain, needle-like sensations in the upper extremities, and profuse sweating. He also complains of a gradual decrease in vision over the past 3 months. He is a bodybuilding competitor and has a competition coming up in 1 week. The man reports that his symptoms appeared suddenly, 30 minutes after he took 2 foreign-manufactured fat-burning pills instead of the 1 he usually takes. His blood pressure is 140/90 mm Hg, heart rate is 137/min, respiratory rate is 26/min, and temperature is 39.9C (103.8F). Physical examination reveals a reddish maculopapular rash over the patients trunk, diminished lung and heart sounds, tenderness to palpation in his abdomen, and rotational bilateral nystagmus with an alternating gaze-dependent fast component. Ophthalmologic examination shows bilateral cataracts. The patients total blood count is as follows:
Erythrocytes 4.4 x 109/mm3
Hb 12 g/dL
Total leukocyte count  3750/mm3
Neutrophils 57%
Lymphocyte 37%
Eosinophil 1%
Monocyte 5%
Basophil 0%
Platelet count 209,000/mm3
Which of the following statements best describes the pathogenesis of this patients condition?",The patients symptoms are caused by an increased concentration of epinephrine released by the adrenal glands in response to the consumed substance.,The drug caused uncoupling of the electron transport chain and oxidative phosphorylation.,The patient has a pyretic reaction due to bacterial contamination of the pills.,The patients condition is due to a type 1 hypersensitivity reaction triggered by the drug.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of hyperthermia, profuse sweating, tachycardia, and systemic toxicity following fat-burning pill overdose is classic for mitochondrial uncoupling agents like DNP. The bilateral cataracts are pathognomonic for DNP toxicity, which uncouples oxidative phosphorylation leading to energy dissipation as heat.""
}",B,,0.85,"The combination of hyperthermia, profuse sweating, tachycardia, and systemic toxicity following fat-burning pill overdose is classic for mitochondrial uncoupling agents like DNP. The bilateral cataracts are pathognomonic for DNP toxicity, which uncouples oxidative phosphorylation leading to energy dissipation as heat."
279,279,"A 70-year-old woman is brought to the emergency department for the evaluation of abdominal pain, nausea, and vomiting for 1 day. Computed tomography shows a small bowel perforation. The patient is prepared for emergent exploratory laparotomy. She is sedated with midazolam, induced with propofol, intubated, and maintained on nitrous oxide and isoflurane for the duration of the surgery. A single perforation in the terminal ileum is diagnosed intraoperatively and successfully repaired. The patient is transferred to the intensive care unit. The ventilator is set at an FiO2 of 50%, tidal volume of 1000 mL, respiratory rate of 12/min, and positive end-expiratory pressure of 2.5 cm H2O. Her temperature is 37.3C (99.1F), pulse is 76/min, and blood pressure is 111/50 mm Hg. She is responsive to painful stimuli. Lung examination shows bilateral rales. Abdominal examination shows a distended abdomen and intact abdominal surgical incisions. The remainder of the physical examination shows no abnormalities. Arterial blood gas analysis shows:
pH 7.44
pO2 54 mm Hg
pCO2 31 mm Hg
HCO3- 22 mm Hg
Which of the following is the best next step in the management of this patient?""",Increase the FiO2,Extubate,Increase the tidal volume,Increase the respiratory rate,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Patient has hypoxemia (pO2 54 mmHg) with bilateral rales suggesting pulmonary edema or ARDS. Increasing FiO2 is the most immediate intervention to improve oxygenation.""
}",A,,0.9,Patient has hypoxemia (pO2 54 mmHg) with bilateral rales suggesting pulmonary edema or ARDS. Increasing FiO2 is the most immediate intervention to improve oxygenation.
280,280,"A 61-year-old Caucasian male presents to your office with chest pain. He states that he is worried about his heart, as his father died at age 62 from a heart attack. He reports that his chest pain worsens with large meals and spicy foods and improves with calcium carbonate. He denies dyspnea on exertion and an ECG is normal. What is the most likely cause of this patient's pain?",Partially occluded coronary artery,Esophageal adenocarcinoma,Umbilical hernia,Intestinal metaplasia at the gastroesophageal junction,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The patient's symptoms of chest pain worsening with large meals and spicy foods, improving with calcium carbonate, plus normal ECG and no dyspnea on exertion strongly suggest GERD. Intestinal metaplasia at the gastroesophageal junction (Barrett's esophagus) is the most likely underlying pathology causing these reflux symptoms.""
}",D,,0.85,"The patient's symptoms of chest pain worsening with large meals and spicy foods, improving with calcium carbonate, plus normal ECG and no dyspnea on exertion strongly suggest GERD. Intestinal metaplasia at the gastroesophageal junction (Barrett's esophagus) is the most likely underlying pathology causing these reflux symptoms."
281,281,"A 36-year-old man presents to a physician after having a transient loss of consciousness while resting after dinner the previous night. His symptoms only lasted for a few seconds and resolved spontaneously. This is the third time he experienced such an episode. He says that he recently started having nightmares. His father died of sudden cardiac death at the age of 45 years without a history of hypertension or any chronic cardiac disorder. A complete physical examination was normal. A 12-lead electrocardiogram showed ST-segment elevations in V1, V2, and V3, and the presence of incomplete right bundle branch block (RBBB). After a complete diagnostic evaluation, Brugada syndrome was diagnosed. He has prescribed a class I anti-arrhythmic drug, which is a sodium channel blocker that slows phase 0 depolarization in ventricular muscle fibers. The drug also blocks potassium channels and prolongs action potential duration, but it does not shorten phase 3 repolarization. The drug also has mild anticholinergic and alpha-blocking activity. If taken in high doses, which of the following are the most likely side effects of the drug?",Headache and tinnitus,Pulmonary fibrosis and corneal deposits,Dyslipidemia and hypoglycemia unawareness,Hypothyroidism and phototoxicity,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The described drug characteristics (Class I antiarrhythmic, sodium channel blocker, potassium channel blocker, anticholinergic and alpha-blocking effects) match quinidine. High-dose quinidine toxicity classically causes cinchonism, presenting with headache and tinnitus.""
}",A,,0.85,"The described drug characteristics (Class I antiarrhythmic, sodium channel blocker, potassium channel blocker, anticholinergic and alpha-blocking effects) match quinidine. High-dose quinidine toxicity classically causes cinchonism, presenting with headache and tinnitus."
282,282,"Two days after being admitted to the hospital following a fall, a 77-year-old woman complains of fatigue and headaches. During the fall she sustained a right-sided subdural hematoma. She has hypertension and hyperlipidemia. Her medications prior to admission were hydrochlorothiazide and atorvastatin. Vital signs are within normal limits. Physical and neurologic examinations show no abnormalities. Laboratory studies show:
Serum
Na+ 130 mEq/L
K+ 4.0 mEq/L
Cl- 103 mEq/L
HCO3- 24 mEq/L
Urea nitrogen 14 mg/dL
Creatinine 1.1 mg/dL
Osmolality 270 mOsmol/kg H2O
Urine
Sodium 45 mEq/L
Osmolality 326 mOsmol/kg H2O
A CT scan of the head shows an unchanged right-sided subdural hematoma. Which of the following is the most appropriate next step in management?""",Head elevation,Tolvaptan,Desmopressin,Fluid restriction,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Patient presents with hyponatremia (Na+ 130), low serum osmolality (270), and concentrated urine (osmolality 326) with elevated urine sodium (45), consistent with SIADH likely secondary to subdural hematoma. First-line treatment for SIADH is fluid restriction.""
}",D,,0.85,"Patient presents with hyponatremia (Na+ 130), low serum osmolality (270), and concentrated urine (osmolality 326) with elevated urine sodium (45), consistent with SIADH likely secondary to subdural hematoma. First-line treatment for SIADH is fluid restriction."
283,283,"A research group has created a novel screening test for a rare disorder. A robust clinical trial is performed in a group of 100 subjects comparing the new screening test against the gold standard. The results are given in the table below:
Screening test\gold standard Disease present Disease absent
Positive 45 15
Negative 5 35
Which of the following is most correct regarding the statistical power of this new screening test?",The new screening test has greater statistical power than the gold standard.,Repeating the study would have no effect on the statistical power of the screening test.,The power of the test is 0.8.,"If the sensitivity of this screening test were decreased, the statistical power would decrease.","{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Statistical power is the ability to detect a true effect when it exists. Lower sensitivity means more false negatives, reducing the test's ability to correctly identify disease when present, thus decreasing statistical power.""
}",D,,0.85,"Statistical power is the ability to detect a true effect when it exists. Lower sensitivity means more false negatives, reducing the test's ability to correctly identify disease when present, thus decreasing statistical power."
284,284,"A 24-year-old woman is brought to the physician because of agitation, confusion, and lethargy. She has also had progressive recurring headaches and visual impairment over the last month. Three days ago, she had a seizure but has not seen a physician. She is oriented only to person. Her temperature is 36.7C (98.1F), pulse is 90/min, and blood pressure is 110/80 mm Hg. Capillary refill time is more than 3 seconds. Her laboratory studies show:
Hemoglobin 11.2 g/dL
Leukocyte count 7000/mm3
Serum
Na+ 148 mEq/L
Cl- 100 mEq/L
K+ 3.8 mEq/L
HCO3- 26 mEq/L
Urea nitrogen 18 mg/L
Glucose 90 mg/L
Creatinine 0.8 mg/L
Osmolality 300 mOsmol/kg H2O
Urine osmolality 240 mOsm/kg H2O
Which of the following is the most likely explanation for this patient's hypernatremia?""",Increased water intake,Increased adrenocorticotropin hormone secretion,Decreased antidiuretic hormone secretion,Decreased adrenocorticotropin hormone secretion,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Patient presents with hypernatremia (Na+ 148), inappropriately dilute urine (240 mOsm/kg) relative to serum osmolality (300 mOsm/kg), and neurological symptoms including seizure and visual impairment. This constellation suggests diabetes insipidus from decreased ADH secretion, likely central DI given the progressive headaches and visual changes suggesting a CNS lesion.""
}",C,,0.9,"Patient presents with hypernatremia (Na+ 148), inappropriately dilute urine (240 mOsm/kg) relative to serum osmolality (300 mOsm/kg), and neurological symptoms including seizure and visual impairment. This constellation suggests diabetes insipidus from decreased ADH secretion, likely central DI given the progressive headaches and visual changes suggesting a CNS lesion."
285,285,"A 56-year-old man with a history of pancreatic cancer presents to the surgical intensive care unit following a pancreaticoduodenectomy. Over the next 3 days, the patient's drainage output is noted to exceed 1 liter per day. In the early morning of postoperative day 4, the nurse states that the patient is difficult to arouse. His temperature is 99.5F (37.5C), blood pressure is 107/88 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. His skin and mucous membranes are dry on physical exam. Laboratory values are ordered as seen below.

Serum:
Na+: 154 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 27 mEq/L
BUN: 20 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.1 mg/dL

Which of the following is the best next step in management?",0.9% saline IV,5% dextrose IV,5% dextrose IV with 0.45% saline IV,Oral free water replacement,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Patient has hypernatremia (Na+ 154) with signs of dehydration from high drainage output. 5% dextrose with 0.45% saline provides both volume replacement and free water to correct hypernatremia safely.""
}",C,,0.85,Patient has hypernatremia (Na+ 154) with signs of dehydration from high drainage output. 5% dextrose with 0.45% saline provides both volume replacement and free water to correct hypernatremia safely.
286,286,"A 4-year-old girl is brought to the emergency department with a persistent cough, fever, and vomiting. The past year the child has been admitted to the hospital 3 times with pneumonia. For the past 1 week, the child has been experiencing thick purulent cough and says that her chest feels heavy. Her stools have been loose and foul-smelling over the past week. Her parents are also concerned that she has not gained much weight due to her frequent hospital visits. She was born at 39 weeks gestation via spontaneous vaginal delivery and is up to date on all vaccines and is meeting all developmental milestones. On physical exam, the temperature is 39.1C (102.4F). She appears lethargic and uncomfortable. Crackles are heard in the lower lung bases, with dullness to percussion. A small nasal polyp is also present on inspection. Which of the following is the most likely cause for the girls symptoms?","Inefficient breakdown of leucine, isoleucine, and valine",Dysfunction in the motility of respiratory cilia,Acute hypersensitivity changes and bronchospasm,Deficiency in lymphocytic activity,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of recurrent pneumonia, nasal polyps, and malabsorption with foul-smelling stools strongly suggests cystic fibrosis. This condition is caused by defective CFTR protein leading to thick secretions and impaired ciliary clearance.""
}",B,,0.85,"The combination of recurrent pneumonia, nasal polyps, and malabsorption with foul-smelling stools strongly suggests cystic fibrosis. This condition is caused by defective CFTR protein leading to thick secretions and impaired ciliary clearance."
287,287,"A 76-year-old man is brought to the physician by his wife because of low back pain and weakness for the past 4 weeks. He says that the pain is sharp, radiates to his left side, and has a burning quality. He has had a cough occasionally productive of blood-streaked sputum for the past 2 months. He has had 3.2-kg (7.0-lb) weight loss in that time. He is now unable to walk without assistance and has had constipation and difficulty urinating for the past 2 weeks. He has hypertension treated with enalapril. He has smoked 1 pack of cigarettes daily for 60 years. His temperature is 37C (98.6F), pulse is 75/min, and blood pressure is 150/80 mm Hg. He is oriented to person, place, and time. Neurologic examination shows 3/5 strength of the lower extremities. Deep tendon reflexes are hyperreflexive. Babinski sign is present bilaterally. Sensory examination shows decreased sensation to pinprick below the T4 dermatome. He is unable to lie recumbent due to severe pain. An x-ray of the chest shows multiple round opacities of varying sizes in both lungs. Which of the following is the most appropriate next step in the management of this patient?",Intravenous dexamethasone therapy,Intravenous acyclovir therapy,Intravenous ceftriaxone and azithromycin therapy,"Oral ibuprofen therapy
""","{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""This patient presents with spinal cord compression secondary to metastatic lung cancer, evidenced by upper motor neuron signs, sensory level at T4, and autonomic dysfunction. High-dose corticosteroids are the immediate treatment to reduce spinal cord edema and prevent irreversible neurological damage.""
}",A,,0.95,"This patient presents with spinal cord compression secondary to metastatic lung cancer, evidenced by upper motor neuron signs, sensory level at T4, and autonomic dysfunction. High-dose corticosteroids are the immediate treatment to reduce spinal cord edema and prevent irreversible neurological damage."
288,288,"An 8-year-old boy is brought to the physician because of headaches for the past 2 weeks. His headaches tend to occur in the morning and are associated with nausea and vomiting. One month ago, the patient was admitted to the hospital because of fever, irritability, and neck rigidity, and he was successfully treated with antibiotics. His temperature today is 37.5C (98.5F). An MRI of the brain shows bilateral ventricular enlargement and enlargement of the subarachnoid space. Which of the following is the most likely explanation of the patient's condition?",Increased CSF production by the choroid plexus,Impaired CSF flow through the arachnoid granulations,Impaired CSF drainage into the fourth ventricle,Compensatory enlargement of CSF spaces,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The patient's history of meningitis followed by morning headaches, vomiting, and bilateral ventricular enlargement suggests communicating hydrocephalus. Post-infectious scarring of arachnoid granulations impairs CSF reabsorption, leading to increased intracranial pressure.""
}",B,,0.85,"The patient's history of meningitis followed by morning headaches, vomiting, and bilateral ventricular enlargement suggests communicating hydrocephalus. Post-infectious scarring of arachnoid granulations impairs CSF reabsorption, leading to increased intracranial pressure."
289,289,"A 6-year-old boy is brought to the physician by his mother because of a 6-month history of mild episodic abdominal pain. The episodes occur every 12 months and last for a few hours. The pain is located in the epigastrium, radiates to his back, and is occasionally associated with mild nausea. His mother is concerned that his condition might be hereditary because his older sister was diagnosed with congenital heart disease. He is otherwise healthy and has met all developmental milestones. He is at the 75th percentile for height and the 65th percentile for weight. Physical examination shows no abdominal distention, guarding, or rebound tenderness. Which of the following congenital conditions would best explain this patient's symptoms?",Hypertrophic pyloric stenosis,Tracheoesophageal fistula,Intestinal malrotation,Pancreas divisum,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The episodic epigastric pain radiating to the back with mild nausea in a 6-year-old is consistent with pancreatic-type pain. Pancreas divisum is a congenital anomaly that can cause recurrent pancreatitis episodes, while the other options typically present much earlier in infancy with different symptom patterns.""
}",D,,0.8,"The episodic epigastric pain radiating to the back with mild nausea in a 6-year-old is consistent with pancreatic-type pain. Pancreas divisum is a congenital anomaly that can cause recurrent pancreatitis episodes, while the other options typically present much earlier in infancy with different symptom patterns."
290,290,"A 21-year-old male presents to his primary care provider for fatigue. He reports that he graduated from college last month and returned 3 days ago from a 2 week vacation to Vietnam and Cambodia. For the past 2 days, he has developed a worsening headache, malaise, and pain in his hands and wrists. The patient has a past medical history of asthma managed with albuterol as needed. He is sexually active with both men and women, and he uses condoms most of the time. On physical exam, the patients temperature is 102.5F (39.2C), blood pressure is 112/66 mmHg, pulse is 105/min, respirations are 12/min, and oxygen saturation is 98% on room air. He has tenderness to palpation over his bilateral metacarpophalangeal joints and a maculopapular rash on his trunk and upper thighs. Tourniquet test is negative. Laboratory results are as follows:

Hemoglobin: 14 g/dL
Hematocrit: 44%
Leukocyte count: 3,200/mm^3
Platelet count: 112,000/mm^3

Serum:
Na+: 142 mEq/L
Cl-: 104 mEq/L
K+: 4.6 mEq/L
HCO3-: 24 mEq/L
BUN: 18 mg/dL
Glucose: 87 mg/dL
Creatinine: 0.9 mg/dL
AST: 106 U/L
ALT: 112 U/L
Bilirubin (total): 0.8 mg/dL
Bilirubin (conjugated): 0.3 mg/dL

Which of the following is the most likely diagnosis in this patient?",Dengue fever,Epstein-Barr virus,Hepatitis A,Typhoid fever,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Recent travel to Southeast Asia, fever, headache, joint pain, maculopapular rash, leukopenia, and thrombocytopenia are classic for dengue fever. The elevated transaminases and negative tourniquet test are consistent with dengue without severe plasma leakage.""
}",A,,0.85,"Recent travel to Southeast Asia, fever, headache, joint pain, maculopapular rash, leukopenia, and thrombocytopenia are classic for dengue fever. The elevated transaminases and negative tourniquet test are consistent with dengue without severe plasma leakage."
291,291,"A 24-year-old G2P1 woman at 39 weeks gestation presents to the emergency department complaining of painful contractions occurring every 10 minutes for the past 2 hours, consistent with latent labor. She says she has not experienced vaginal discharge, bleeding, or fluid leakage, and is currently taking no medications. On physical examination, her blood pressure is 110/70 mm Hg, heart rate is 86/min, and temperature is 37.6C (99.7F). She has had little prenatal care and uses condoms inconsistently. Her sexually transmitted infections status is unknown. As part of the patients workup, she undergoes a series of rapid screening tests that result in the administration of zidovudine during delivery. The infant is also given zidovudine to reduce the risk of transmission. A confirmatory test is then performed in the mother to confirm the diagnosis of HIV. Which of the following is most true about the confirmatory test?",It determines the genotype of the virus,"It is a Southwestern blot, identifying the presence of DNA-binding proteins","It is a Northern blot, identifying the presence of RNA","It is a Northern blot, identifying the presence of DNA","{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The confirmatory test for HIV is typically a Western blot (identifying specific proteins) or newer HIV-1/HIV-2 differentiation immunoassays, not the molecular techniques listed. None of the provided options accurately describe standard HIV confirmatory testing.""
}",null,NO_VALID_OPTION,0.9,"The confirmatory test for HIV is typically a Western blot (identifying specific proteins) or newer HIV-1/HIV-2 differentiation immunoassays, not the molecular techniques listed. None of the provided options accurately describe standard HIV confirmatory testing."
292,292,"A 4-year-old previously healthy boy presents with 4 days of intermittent vomiting and 5-6 daily loose stools. His mother noted bloody stools and decreased oral intake of food and water over the last 24 hours. He is normally in daycare; however, he has been home for the past 3 days. On physical exam his temperature is 102.2F (39C), blood pressure is 140/90 mmHg, pulse is 120/min, respirations are 22/min and O2 saturation is 99% on room air. He has dry mucous membranes. On abdominal exam you note diffuse tenderness to palpation without rebound or guarding. There are no masses, hepatosplenomegaly, and bowel sounds are hyperactive. Ultrasound of the right lower quadrant is negative for appendicitis. Stool is guaiac positive. He receives 15mg/kg acetaminophen and fluids are started. The next day, he complains of lower extremity weakness and tingling. On repeat exam, lower extremity strength is 3/5 with diminished patellar deep tendon reflexes. Which of the following lab findings would most likely be seen in this patient?",Gram stain positive CSF,Peripheral eosinophilia,Xanthochromia on cerebrospinal fluid analysis,Oligoclonal bands on cerebrospinal fluid analysis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""This presentation suggests Guillain-Barré syndrome following gastroenteritis, likely from Campylobacter jejuni. The expected CSF finding would be cytoalbuminous dissociation (elevated protein with normal cell count), which is not listed among the options.""
}",null,NO_VALID_OPTION,0.8,"This presentation suggests Guillain-Barré syndrome following gastroenteritis, likely from Campylobacter jejuni. The expected CSF finding would be cytoalbuminous dissociation (elevated protein with normal cell count), which is not listed among the options."
293,293,A 23-year-old man presents with sudden loss of consciousness while pitching in a baseball game. There is no history of injury. Consciousness is regained after cardiopulmonary resuscitation. Past medical history is negative for any neurological and cardiovascular problems. Physical examination reveals a prominent A wave on the jugular venous pulse and a double apical impulse. There are no audible murmurs. An S4 is present. What is the most likely diagnosis?,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Aortic stenosis,Restrictive cardiomyopathy,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Young athlete with sudden cardiac arrest, prominent A wave, double apical impulse, and S4 gallop are classic findings for hypertrophic cardiomyopathy. The absence of murmurs doesn't exclude HCM, especially in the obstructive variant.""
}",B,,0.9,"Young athlete with sudden cardiac arrest, prominent A wave, double apical impulse, and S4 gallop are classic findings for hypertrophic cardiomyopathy. The absence of murmurs doesn't exclude HCM, especially in the obstructive variant."
294,294,"A 28-year-old woman returns to the clinic to follow up on a recent abnormal cervical biopsy that demonstrated cervical intraepithelial neoplasia (CIN) I. The patient is quite anxious about the implications of this diagnosis. Her physical examination is within normal limits. Her vital signs do not show any abnormalities at this time. Her past medical, family, and social histories are all non-contributory. Which of the following is the appropriate management of a newly diagnosed CIN I in a 24-year-old patient?",Cryotherapy ablation,Laser ablation,Loop electrosurgical excision (LEEP),Hysterectomy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""CIN I in young women typically requires observation with repeat cytology and HPV testing in 12 months, not immediate treatment. None of the ablative or surgical options listed are appropriate first-line management for CIN I.""
}",null,NO_VALID_OPTION,0.9,"CIN I in young women typically requires observation with repeat cytology and HPV testing in 12 months, not immediate treatment. None of the ablative or surgical options listed are appropriate first-line management for CIN I."
