row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
297,297,"A 51-year-old woman presents to her primary care physician complaining of months of dry mouth and dry eyes. She says the dryness has become so severe that she has difficulty swallowing food. She has a history of hypertension, for which she takes hydrochlorothiazide (HCTZ), but she has no other medical problems. Family history is significant for her grandmother having systemic lupus erythematosus. The vital signs include: blood pressure 118/76 mm Hg, heart rate 78/min, and respiratory rate 15/min. On physical exam, she has tender parotid glands bilaterally and dries mucous membranes. The presence of serum anti-Ro and anti-La autoantibodies is confirmed at high titers. In addition to her primary diagnosis, which of the following is this patient most at risk for developing in the future?",Gastric carcinoma,Pancreatic adenocarcinoma,Invasive ductal carcinoma of the breast,Adenocarcinoma of the lung,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Sjögren syndrome most strongly predisposes to non-Hodgkin (MALT) lymphoma, which is not among the options. None of the listed malignancies are classically associated with Sjögren syndrome.""
}",,NO_VALID_OPTION,0.9,"Sjögren syndrome most strongly predisposes to non-Hodgkin (MALT) lymphoma, which is not among the options. None of the listed malignancies are classically associated with Sjögren syndrome."
298,298,"A 3-year-old boy is brought to the pediatrician because of abdominal pain and constipation for 3 weeks. His mother says he has been increasingly irritable recently. His vocabulary consists of 50 words and he does not use sentences. Physical examination shows pale conjunctivae and abdominal tenderness. He refers to himself by name but is unable to name body parts or count to three. Peripheral blood smear shows small, pale red blood cells with basophilic stippling. Which of the following processes is most likely impaired in this patient?",Conversion of ferrous iron to ferric iron,Conversion of porphobilinogen to hydroxymethylbilane,Conversion of homocysteine to methionine,Conversion of uroporphyrinogen III to coproporphyrinogen III,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""Clinical picture (abdominal pain, constipation, developmental delay, microcytic anemia with basophilic stippling) indicates lead poisoning. Lead inhibits ALA dehydratase (porphobilinogen synthase) and ferrochelatase. Among the options, only porphobilinogen-related step (conversion of porphobilinogen to hydroxymethylbilane via PBG deaminase) is closest — though lead's main block is ALA→PBG, this is the best available choice.""
}",B,null,0.82,"Clinical picture (abdominal pain, constipation, developmental delay, microcytic anemia with basophilic stippling) indicates lead poisoning. Lead inhibits ALA dehydratase (porphobilinogen synthase) and ferrochelatase. Among the options, only porphobilinogen-related step (conversion of porphobilinogen to hydroxymethylbilane via PBG deaminase) is closest — though lead's main block is ALA→PBG, this is the best available choice."
299,299,"A 36-year-old woman comes to the clinic because of tearing and a foreign body sensation in her eyes bilaterally, which has gradually worsened over the last several weeks. She also notes having occasional palpitations, nervousness, sweating, and heat intolerance. Her past medical history is unremarkable. She reports a 20-pack-year smoking history and is currently a daily smoker. Physical examination shows an anxious, trembling woman. She has eyelid retraction bilaterally, with an inability to fully close her eyes. Her extraocular motility is limited on upgaze. There is no thyromegaly, and no thyroid nodules are noted. Laboratory studies reveal a thyroid-stimulating hormone level of 0.1 U/mL and total T4 of 42 g/dL. Thyroid-stimulating immunoglobulin is positive. CT scan of the orbits shows proptosis and marked enlargement of the extraocular muscle with sparing of the tendons. Which of the following would most likely transiently worsen this patients eye symptoms?",External orbital radiation,Selenium supplementation,Smoking cessation,Systemic corticosteroids,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.7,
  ""rationale"": ""Radioactive iodine (I-131) therapy is the classic answer for transiently worsening Graves ophthalmopathy, but it is not listed. Of the given options, none are known to transiently worsen thyroid eye disease—corticosteroids, radiation, selenium, and smoking cessation all improve or stabilize symptoms.""
}",,NO_VALID_OPTION,0.7,"Radioactive iodine (I-131) therapy is the classic answer for transiently worsening Graves ophthalmopathy, but it is not listed. Of the given options, none are known to transiently worsen thyroid eye disease—corticosteroids, radiation, selenium, and smoking cessation all improve or stabilize symptoms."
300,300,"A 59-year-old man is brought to the emergency department with a history of black, tarry stools but denies vomiting of blood or abdominal pain. His family has noticed progressive confusion. History is significant for liver cirrhosis and alcoholism. His heart rate is 112/min, temperature is 37.1C (98.7F), and blood pressure is 110/70 mm Hg. On examination, he is jaundiced, lethargic, is oriented to person and place but not date, and has moderate ascites. Neurological examination reveals asterixis, and his stool is guaiac-positive. Liver function test are shown below:
Total albumin 2 g/dL
Prothrombin time 9 seconds
Total bilirubin 5 mg/dL
Alanine aminotransferase (ALT) 100 U/L
Aspartate aminotransferase (AST) 220 U/L
Which of the following is a feature of this patient condition?",Ammonia level is the best initial test to confirm the diagnosis,It is a diagnosis of exclusion,It only occurs in patients with cirrhosis,Electroencephalography (EEG) usually shows focal localising abnormality,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This patient has hepatic encephalopathy, which is a clinical diagnosis of exclusion. Ammonia levels correlate poorly and are not the best confirmatory test, it can occur in acute liver failure (not just cirrhosis), and EEG shows diffuse (not focal) slowing with triphasic waves.""
}",B,,0.9,"This patient has hepatic encephalopathy, which is a clinical diagnosis of exclusion. Ammonia levels correlate poorly and are not the best confirmatory test, it can occur in acute liver failure (not just cirrhosis), and EEG shows diffuse (not focal) slowing with triphasic waves."
301,301,"A 43-year-old woman presents with complaints of retrosternal burning associated with eating. It has persisted for the past several years but has been getting worse. Her past medical history is unknown and this is her first time seeing a doctor. She states she is otherwise healthy and review of systems is notable for episodic hand pain that is worse in the winter as well as a chronic and severe cough with dyspnea which she attributes to her smoking. Her temperature is 97.7F (36.5C), blood pressure is 174/104 mmHg, pulse is 80/min, respirations are 22/min, and oxygen saturation is 92% on room air. Physical exam is notable for a young appearing woman with coarse breath sounds. Laboratory studies and urinalysis are ordered and currently pending. Which of the following is the pathophysiology of this patient's chief complaint?",Decreased lower esophageal tone,Increased lower esophageal tone,Spastic cricopharyngeal muscle,Uncoordinated esophageal peristalsis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""This patient has features of systemic sclerosis (Raynaud's phenomenon, hypertension suggesting renal involvement, pulmonary involvement) with esophageal symptoms. Scleroderma esophagus involves fibrosis causing loss of smooth muscle function — though this typically results in decreased LES tone with reflux. However, given the CREST/scleroderma picture, the classic pathophysiology involves esophageal dysmotility with decreased LES tone causing GERD — answer A is actually more correct."",
  ""choice_correction"": ""A""
}

Wait, let me reconsider and provide proper format:

{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient has scleroderma (Raynaud's, hypertension likely from renal crisis, pulmonary fibrosis causing cough/dyspnea/hypoxia). Scleroderma causes fibrosis of esophageal smooth muscle leading to decreased LES tone and GERD, producing her retrosternal burning.""
}",,PARSING_ERROR,0.0,Could not parse JSON
302,302,"A 2-day-old male newborn is brought to the physician because of yellowing of the skin and sclerae for 16 hours. He had previously been well. He was born at 38 weeks' gestation via uncomplicated vaginal delivery and weighed 3.1 kg (6 lb 13 oz). The mother has no medical insurance and did not receive prenatal care. The newborn's 4-year-old brother has sickle cell disease. Examination shows jaundice. The abdomen is mildly distended. The liver is palpated 1 cm below the right costal margin and the spleen tip is palpated just below the left costal margin. Laboratory studies show:
Hemoglobin 11 g/dL
Reticulocytes 9%
Leukocytes 9,100/mm3
Platelets 244,000/mm3
Maternal blood group 0, Rh-negative
Anti-Rh antibody titer positive
Fetal blood group B, Rh-negative
Serum
Bilirubin, total 11.3 mg/dL
Direct 0.3 mg/dL
Which of the following is the most likely cause of this patient's condition?""",RBC enzyme deficiency,RBC sickling,Anti-D antibodies,Biliary duct malformation,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.78,
  ""rationale"": ""Mother is Rh-negative with positive anti-Rh (anti-D) antibody titer and no prenatal care (no RhoGAM); although the infant is listed as Rh-negative, the clinical picture of early hemolytic jaundice within 24h with reticulocytosis and hepatosplenomegaly in this setting points to anti-D mediated hemolytic disease of the newborn. Sickle cell would not manifest this early, G6PD is possible but less supported, and direct bilirubin is normal making biliary malformation unlikely.""
}",C,,0.78,"Mother is Rh-negative with positive anti-Rh (anti-D) antibody titer and no prenatal care (no RhoGAM); although the infant is listed as Rh-negative, the clinical picture of early hemolytic jaundice within 24h with reticulocytosis and hepatosplenomegaly in this setting points to anti-D mediated hemolytic disease of the newborn. Sickle cell would not manifest this early, G6PD is possible but less supported, and direct bilirubin is normal making biliary malformation unlikely."
303,303,"A 23-year-old man presents to the office for a circular, itchy rash over the abdomen that has been slowly getting worse for the past 2 weeks. The patient has a medical history of chronic dermatitis and chronic sinusitis for which he has prescriptions of topical hydrocortisone and fexofenadine. He smokes one-half pack of cigarettes every day. His vital signs include: blood pressure 128/76 mm Hg, heart rate 78/min, and respirations 12/min. On physical examination, the patient appears tired but oriented. Examination of the skin reveals a 2 x 2 cm round and erythematous, annular plaque on the abdomen 3 cm to the left of the umbilicus. There are no vesicles, pustules, or papules. Auscultation of the heart reveals a 1/6 systolic murmur. Breath sounds are mildly coarse at the bases. A KOH preparation from the skin scraping confirms the presence of hyphae. Which of the following is the next best step in the management of this patient?",Itraconazole,Griseofulvin,Topical clobetasol,Doxycycline,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""Tinea corporis confirmed by KOH with hyphae. While topical antifungals are typically first-line, among the given options oral itraconazole is an appropriate antifungal treatment. Griseofulvin is less effective for tinea corporis in adults, clobetasol would worsen it, and doxycycline is inappropriate.""
}",A,,0.7,"Tinea corporis confirmed by KOH with hyphae. While topical antifungals are typically first-line, among the given options oral itraconazole is an appropriate antifungal treatment. Griseofulvin is less effective for tinea corporis in adults, clobetasol would worsen it, and doxycycline is inappropriate."
304,304,"A 28-year-old woman with no significant past medical history presents to her primary care physician with increased menstrual bleeding over the past three months. She also notes easy bruising and bleeding from her gums when brushing her teeth. She is sexually active with multiple partners and has no history of intravenous drug use. Physical exam is remarkable for petechiae and scattered ecchymoses on the patient's bilateral upper and lower extremities. Urine beta-HCG is negative. Laboratory results are as follows: Hgb 13.0 g/dL, WBCs 6,000/mL, platelets 95,000/mL, PT 13.2s, aPTT 30s. Peripheral blood smear shows normocytic, normochromic red blood cells and few platelets with no morphologic abnormalities. Which diagnostic study should be performed next?",Vitamin B12 and folate levels,Measurement of ADAMTS13 activity,HIV and HCV testing,Bone marrow aspiration,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Presentation is consistent with immune thrombocytopenic purpura (ITP). Secondary causes such as HIV and HCV must be excluded before diagnosing primary ITP, especially given her risk factors (multiple sexual partners). Bone marrow biopsy is not routinely indicated in a young patient with isolated thrombocytopenia.""
}",C,null,0.8,"Presentation is consistent with immune thrombocytopenic purpura (ITP). Secondary causes such as HIV and HCV must be excluded before diagnosing primary ITP, especially given her risk factors (multiple sexual partners). Bone marrow biopsy is not routinely indicated in a young patient with isolated thrombocytopenia."
305,305,"A 29-year-old G1P0 woman is giving birth at 38 weeks gestation to a  boy via vaginal delivery. As soon as the infant is clear of the vagina, a congenital malformation of the abdomen is observed. The infant is removed from the delivery room for further evaluation. Visual inspection shows loops of intestine protruding out of his abdomen on the right side. His APGAR scores are 7 at 1 minute and 9 at 5 minutes. His heart rate is 125/min, and his respirations are 45/min. All reflexes appear normal. There are no other visible defects. Which of the following is the most appropriate next step in management?",Wrap the intestines in a sterile bowel bag,Transfer the newborn to the NICU,Place the newborn under a warmer,Transfer the newborn for immediate surgery,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""Gastroschisis management prioritizes protecting exposed bowel and preventing fluid/heat loss by covering with a sterile bowel bag or saline-soaked gauze before transfer to NICU and surgical repair.""
}",A,,0.7,Gastroschisis management prioritizes protecting exposed bowel and preventing fluid/heat loss by covering with a sterile bowel bag or saline-soaked gauze before transfer to NICU and surgical repair.
306,306,"A 51-year-old man is brought to the emergency department because of a 2-day history of fever, abdominal pain, and confusion. His wife states that he has been unable to recall his birthday or her name. He was diagnosed with hepatitis C 3 years ago but refused treatment. He has been treated twice in the past year for acute pancreatitis. There is no family history of serious illness. His only medication is a calcium supplement. He emigrated from India 15 years ago. He appears ill. His temperature is 38.3C (100.9F), pulse is 101/min, and blood pressure is 104/68 mm Hg. He is confused and oriented only to person. Examination shows scleral icterus and spider angiomas. There are fine tremors of the hands bilaterally. The abdomen is distended and shifting dullness is present. There is diffuse tenderness to palpation with no guarding. Bowel sounds are absent. Laboratory studies show:
Hemoglobin 12.6 g/dL
Leukocyte count 13,900/mm3
Platelet count 342,000/mm3
Serum
Albumin 2.6 g/dL
Total bilirubin 2.56 mg/dL
Alkaline phosphatase 54 U/L
AST 17 U/L
ALT 44 U/L
Paracentesis is performed. Ascitic fluid analysis shows an albumin concentration of 0.8 g/dL, glucose concentration of 62 mg/dL, and a leukocyte count of 1900/mm3 with 60% neutrophils. Which of the following is the most likely explanation for these findings?""",Pancreatic fluid leakage,Aseptic peritoneal inflammation,Neoplastic growth,Perforated viscus,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""SAAG = 2.6 - 0.8 = 1.8 (high), consistent with portal hypertension from cirrhosis. Ascitic PMN >250/mm³ (1140) indicates spontaneous bacterial peritonitis, which is aseptic peritoneal inflammation (monomicrobial, no surgical source). Perforated viscus would typically show low glucose, multiple organisms, and low SAAG; pancreatic ascites would have high amylase and low SAAG.""
}",B,,0.85,"SAAG = 2.6 - 0.8 = 1.8 (high), consistent with portal hypertension from cirrhosis. Ascitic PMN >250/mm³ (1140) indicates spontaneous bacterial peritonitis, which is aseptic peritoneal inflammation (monomicrobial, no surgical source). Perforated viscus would typically show low glucose, multiple organisms, and low SAAG; pancreatic ascites would have high amylase and low SAAG."
307,307,"Twelve hours after admission to the hospital because of a high-grade fever for 3 days, a 15-year-old boy has shortness of breath. During this period, he has had generalized malaise and a cough productive of moderate amounts of green sputum. For the past 10 days, he has had fever, a sore throat, and generalized aches; these symptoms initially improved, but worsened again over the past 5 days. His temperature is 38.7C (101.7F), pulse is 109/min, respirations are 27/min, and blood pressure is 100/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 93%. There are decreased breath sounds and crackles heard over the upper right lung field. His hemoglobin concentration is 13.3 g/dL, leukocyte count is 15,000/mm3, and platelet count is 289,000/mm3. An x-ray of the chest shows a right upper-lobe infiltrate. Which of the following is the most likely cause of this patient's symptoms?",Streptococcus pneumoniae,Staphylococcus aureus,Chlamydophila pneumoniae,Haemophilus influenzae,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""Classic biphasic illness: initial viral/influenza-like syndrome that improved then worsened with high fever, productive purulent sputum, and lobar infiltrate is characteristic of post-influenza secondary bacterial pneumonia, most commonly Staphylococcus aureus in this presentation.""
}",B,,0.75,"Classic biphasic illness: initial viral/influenza-like syndrome that improved then worsened with high fever, productive purulent sputum, and lobar infiltrate is characteristic of post-influenza secondary bacterial pneumonia, most commonly Staphylococcus aureus in this presentation."
308,308,"A 75-year-old man presents to a medical clinic for evaluation of a large, tense, pruritic bulla on his inner thighs, abdomen, and lower abdomen. A skin biopsy is performed, which shows an epidermal basement membrane with immunoglobulin G (IgG) antibodies and linear immunofluorescence. Which of the following is the most likely cell junction to which the antibodies bind?",Adherens junctions,Desmosomes,Gap junctions,Hemidesmosomes,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Bullous pemphigoid presents with tense bullae in the elderly and shows linear IgG deposition along the basement membrane, targeting BP180/BP230 antigens in hemidesmosomes.""
}",D,,0.98,"Bullous pemphigoid presents with tense bullae in the elderly and shows linear IgG deposition along the basement membrane, targeting BP180/BP230 antigens in hemidesmosomes."
309,309,"A 65-year-old man with metastatic lung cancer has been experiencing severe, unremitting pain. He has required escalating doses of oral morphine, but is now having dose limiting side-effects. His pain management team recommends using a medication that can reduce his opioid need through interaction with the NMDA-receptor. Which of the following was the most likely recommended agent?",Propofol,Fentanyl,Ketorolac,Midazolam,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The classic NMDA-receptor antagonist used as an opioid-sparing adjuvant in cancer pain is ketamine, which is not listed. Propofol acts primarily on GABA, fentanyl is an opioid, ketorolac is an NSAID, and midazolam is a benzodiazepine—none are NMDA antagonists.""
}",,NO_VALID_OPTION,0.95,"The classic NMDA-receptor antagonist used as an opioid-sparing adjuvant in cancer pain is ketamine, which is not listed. Propofol acts primarily on GABA, fentanyl is an opioid, ketorolac is an NSAID, and midazolam is a benzodiazepine—none are NMDA antagonists."
310,310,"A 28-year-old gravida 1 at 32 weeks gestation is evaluated for an abnormal ultrasound that showed fetal microcephaly. Early in the 1st trimester, she had fevers and headaches for 1 week. She also experienced myalgias, arthralgias, and a pruritic maculopapular rash. The symptoms resolved without any medications. A week prior to her symptoms, she had traveled to Brazil where she spent most of the evenings hiking. She did not use any mosquito repellents. There is no personal or family history of chronic or congenital diseases. Medications include iron supplementation and a multivitamin. She received all of the recommended childhood vaccinations. She does not drink alcohol or smoke cigarettes. The IgM and IgG titers for toxoplasmosis were negative. Which of the following is the most likely etiologic agent?",Dengue virus,Bartonella henselae,Rubella virus,Toxoplasmosis,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Travel to Brazil with mosquito exposure and a self-limited febrile illness with rash, arthralgias, and myalgias in the first trimester, followed by fetal microcephaly, is classic for Zika virus. Zika is not listed, so among the options, Dengue virus (same Aedes vector, flavivirus, endemic in Brazil) is the closest match; rubella is unlikely given vaccination, and toxoplasmosis serology is negative.""
}",A,,0.6,"Travel to Brazil with mosquito exposure and a self-limited febrile illness with rash, arthralgias, and myalgias in the first trimester, followed by fetal microcephaly, is classic for Zika virus. Zika is not listed, so among the options, Dengue virus (same Aedes vector, flavivirus, endemic in Brazil) is the closest match; rubella is unlikely given vaccination, and toxoplasmosis serology is negative."
311,311,A 21-year-old woman presents to the emergency room with right arm pain and limited range of motion. She does not recall trauma to the arm. She also complains of diarrhea and nausea. She is sexually active with one male partner and admits to having pain during intercourse. There is vague and diffuse tenderness to palpation in all four abdominal quadrants. No erythema or edema is noted on the right arm. The fecal occult test is negative. Past records show that this patient has been in the ER 7 times in the past year with similar symptoms. Which of the following is the most likely diagnosis?,Ulcerative colitis,Illness anxiety disorder,Somatization disorder,Somatoform pain disorder,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient has multiple unexplained symptoms across different organ systems (musculoskeletal arm pain, GI symptoms, sexual/pain during intercourse) with recurrent ER visits, which is characteristic of somatization disorder. Somatoform pain disorder would involve pain as the sole focus, and illness anxiety disorder involves preoccupation with having a disease rather than multiple physical symptoms.""
}",C,,0.9,"The patient has multiple unexplained symptoms across different organ systems (musculoskeletal arm pain, GI symptoms, sexual/pain during intercourse) with recurrent ER visits, which is characteristic of somatization disorder. Somatoform pain disorder would involve pain as the sole focus, and illness anxiety disorder involves preoccupation with having a disease rather than multiple physical symptoms."
312,312,"Six days after undergoing surgical repair of a hip fracture, a previously healthy 79-year-old woman is agitated and confused. She is unarousable during the day, but then is awake and impulsive during the night, requiring frequent reorientation. Her husband says that she usually drinks one to two glasses of wine weekly. Her only current medication is oxycodone for pain. Her vital signs are within normal limits. She is distressed and oriented to person but not to place or time. Neurologic examination shows inattentiveness but no focal deficits. Urine dipstick is normal. Which of the following is the most likely cause of her current condition?",Dementia,Alcohol withdrawal,Opioid intoxication,Urinary tract infection,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.72,
  ""rationale"": ""Postoperative delirium with fluctuating consciousness in an elderly patient on oxycodone is most likely due to opioid intoxication. Alcohol withdrawal is unlikely given minimal intake, UTI is excluded by normal dipstick, and dementia doesn't present acutely.""
}",C,null,0.72,"Postoperative delirium with fluctuating consciousness in an elderly patient on oxycodone is most likely due to opioid intoxication. Alcohol withdrawal is unlikely given minimal intake, UTI is excluded by normal dipstick, and dementia doesn't present acutely."
313,313,"A 65-year-old male presents to the emergency department from his home complaining of dyspnea. He is alert and oriented. The following arterial blood gas readings are drawn: pH: 7.33 (Normal: 7.35-7.45), pCO2: 70 mmHg (Normal: 35-45 mmHg), HCO3 33 (Normal: 21-26 mEq/L) Which of the following is most likely to have produced this patients condition?",Panic attack,Diabetic ketoacidosis,Pulmonary embolus,Chronic obstructive bronchitis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""ABG shows chronic respiratory acidosis with metabolic compensation (elevated pCO2 with elevated HCO3 and near-normal pH), consistent with chronic CO2 retention seen in COPD/chronic bronchitis.""
}",D,,0.95,"ABG shows chronic respiratory acidosis with metabolic compensation (elevated pCO2 with elevated HCO3 and near-normal pH), consistent with chronic CO2 retention seen in COPD/chronic bronchitis."
314,314,"A group of researchers conducted a study to determine whether there is an association between folic acid supplementation before pregnancy and autism spectrum disorder (ASD) in offspring. The researchers retrospectively surveyed 200 mothers with children diagnosed with ASD during the first 4 years of life and 200 mothers with healthy children. All participants were interviewed about their prenatal consumption of folic acid using standardized questionnaires. A 94% response rate was obtained from the surveys. The study ultimately found that folic acid supplementation was associated with lower rates of ASD in offspring (OR = 0.3, p < 0.01). Which of the following type of bias is most likely to have influenced these results?",Interviewer bias,Latency period,Survival bias,Length-time bias,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""This is a case-control study relying on retrospective interviews about prenatal folic acid intake. Interviewer bias (and recall bias) is a classic concern, as interviewers aware of case/control status may probe differently. Among the given options, interviewer bias is the best fit.""
}",A,,0.75,"This is a case-control study relying on retrospective interviews about prenatal folic acid intake. Interviewer bias (and recall bias) is a classic concern, as interviewers aware of case/control status may probe differently. Among the given options, interviewer bias is the best fit."
315,315,"A 23-year-old primigravida presents for a regular prenatal care visit at 16 weeks gestation. She complains of increased fatigability, but is otherwise well. She takes folic acid, iron, and vitamin D supplementation. Her vital signs are as follows: blood pressure, 110/70 mm Hg; heart rate, 86/min; respiratory rate, 13/min; and temperature, 36.6 (97.9). The physical examination is unremarkable. The complete blood count results are as below:
Erythrocyte count 3.9 million/mm3
Hb 11.1 g/dL
HCT 32%
Reticulocyte count 0.2%
MCV 90 fL
Platelet count 210,000/mm3
Leukocyte count 8,100/mm3
Which of the following tests is required to investigate the cause of the patients laboratory findings?",Serum iron level,Serum B12 level,Transferrin,Total bilirubin,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.5,
  ""rationale"": ""The patient has normocytic anemia with an inappropriately low reticulocyte count (0.2%), indicating hypoproliferative anemia despite iron supplementation. With iron already being supplemented and MCV normal (not microcytic), B12 deficiency should be evaluated as a cause of inadequate erythropoiesis. Mild dilutional anemia of pregnancy is common, but the low reticulocyte count warrants investigation.""
}",B,,0.5,"The patient has normocytic anemia with an inappropriately low reticulocyte count (0.2%), indicating hypoproliferative anemia despite iron supplementation. With iron already being supplemented and MCV normal (not microcytic), B12 deficiency should be evaluated as a cause of inadequate erythropoiesis. Mild dilutional anemia of pregnancy is common, but the low reticulocyte count warrants investigation."
316,316,"Patients with the diagnosis of sickle cell anemia make a specific type of hemoglobin known as HgbS. This mutation results in the sickling of their red blood cells when exposed to inciting factors such as hypoxic conditions. Patients are often treated with hydroxyurea, which has which of the following direct effects on their hemoglobin physiology?",Decreases oxygen carrying capacity of hemoglobin,Increases levels of fetal hemoglobin (HgbF),Decreases levels of HgbS,Decreases levels of fetal hemoglobin (HgbF),"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Hydroxyurea increases fetal hemoglobin (HgbF) production, which interferes with HgbS polymerization and reduces sickling.""
}",B,,0.98,"Hydroxyurea increases fetal hemoglobin (HgbF) production, which interferes with HgbS polymerization and reduces sickling."
317,317,An investigator conducts a study to determine whether earlier detection of glioblastoma multiforme (GBM) in patients increases survival time. One subset of study participants consists of asymptomatic individuals who were diagnosed with GBM after undergoing a screening MRI of the brain. The other subset of study participants was diagnosed with GBM only after they developed symptoms. Results from the study show that the asymptomatic patients who were diagnosed with screening MRI had an average survival time that was 6 weeks longer than that of the patients who were diagnosed after symptom onset. Which of the following statistical biases is most likely to have occurred as a result of the endpoint selected for this study?,Observer-expectancy bias,Length-time bias,Confounding bias,Surveillance bias,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Screening detects slower-growing, more indolent tumors preferentially (length-time bias), making screened patients appear to survive longer. Lead-time bias would be the other classic consideration, but among the options given, length-time bias best fits.""
}",B,,0.6,"Screening detects slower-growing, more indolent tumors preferentially (length-time bias), making screened patients appear to survive longer. Lead-time bias would be the other classic consideration, but among the options given, length-time bias best fits."
318,318,"A 42-year-old man comes to the physician after elevated liver function tests were found after a routine screening. He has had occasional headaches over the past year, but otherwise feels well. The patient reports that he was involved in a severe car accident 30 years ago. He does not smoke or drink alcohol. He has never used illicit intravenous drugs. He takes no medications and has no known allergies. His father had a history of alcoholism and died of liver cancer. The patient appears thin. His temperature is 37.8C (100F), pulse is 100/min, and blood pressure is 110/70 mm Hg. Physical examination shows no abnormalities. Laboratory studies show:
Hemoglobin 14 g/dL
Leukocyte count 10,000/mm3
Platelet count 146,000/mm3
Serum
Glucose 150 mg/dL
Albumin 3.2 g/dL
Total bilirubin 1.5 mg/dL
Alkaline phosphatase 75 U/L
AST 95 U/L
ALT 73 U/L
HIV negative
Hepatitis B surface antigen negative
Hepatitis C antibody positive
HCV RNA positive
HCV genotype 1
A liver biopsy is performed and shows mononuclear infiltrates that are limited to portal tracts and periportal hepatocyte necrosis. Which of the following is the most appropriate next step in management?""",Sofosbuvir and ledipasvir therapy,Tenofovir and velpatasvir therapy,Tenofovir and entecavir therapy,Schedule a follow-up in 6 months,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Chronic HCV genotype 1 infection is treated with direct-acting antivirals; sofosbuvir/ledipasvir is a standard regimen for genotype 1. Tenofovir is used for HBV, not HCV.""
}",A,,0.9,"Chronic HCV genotype 1 infection is treated with direct-acting antivirals; sofosbuvir/ledipasvir is a standard regimen for genotype 1. Tenofovir is used for HBV, not HCV."
