row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
199,199,"A 37-year-old man comes to the emergency department with the chief complaint of a high fever for several days. In addition to the fever, he has had malaise, chest pain, and a dry cough. He recently went on vacation to South America but has returned to his job delivering packages. He has several friends who recently had influenza. Hi temperature is 102.8F (39.3 C), blood pressure is 137/80 mmHg, pulse is 104/min, respirations are 19/min, and oxygen saturation is 98%. Chest exam reveals a deep noise found bilaterally in the lung bases. Chest radiograph reveals a wider area of opacity near the heart and bilateral lung infiltrates. Which of the following is characteristic of the most likely organism responsible for this patient's symptoms?",Captain's wheel appearance,Cultured on charcoal and yeast,D-glutamate capsule,Found in desert sand,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms, including high fever, malaise, chest pain, and dry cough, along with the chest radiograph findings of bilateral lung infiltrates, are suggestive of a Legionella pneumonia, which is characterized by being cultured on charcoal and yeast extract. The recent travel and exposure to friends with influenza do not directly point to a specific organism but the clinical presentation and radiographic findings lean towards Legionella. Legionella pneumophila is known to cause Legionnaires' disease, a type of pneumonia that can present with severe symptoms as seen in this patient.""
}",B,,0.8,"The patient's symptoms, including high fever, malaise, chest pain, and dry cough, along with the chest radiograph findings of bilateral lung infiltrates, are suggestive of a Legionella pneumonia, which is characterized by being cultured on charcoal and yeast extract. The recent travel and exposure to friends with influenza do not directly point to a specific organism but the clinical presentation and radiographic findings lean towards Legionella. Legionella pneumophila is known to cause Legionnaires' disease, a type of pneumonia that can present with severe symptoms as seen in this patient."
200,200,"A 64-year-old man comes to the emergency department because of a 2-day history of lower back pain, fever, and chills. He has had nausea but no vomiting during this time. He has hypertension, chronic kidney disease, and type 2 diabetes mellitus. Three months ago, he underwent amputation of his left third toe because of a non-healing ulcer. He has smoked a pack of cigarettes daily for 48 years. Current medications include hydrochlorothiazide, metoprolol, and insulin. His temperature is 39.4C (102.9F), pulse is 102/min, blood pressure is 150/94 mm Hg, and respirations are 18/min. Examination shows a 1-cm (0.4-in) round ulcer on the sole of his right foot. There is costovertebral angle tenderness on the left side. The abdomen is soft. Laboratory studies show:
Hemoglobin 11.5 g/dL
Leukocyte count 19,000/mm3
Serum
Na+ 140 mEq/L
Cl 102 mEq/L
K+ 5.0 mEq/L
HCO3 25 mEq/L
Urea nitrogen 65 mg/dL
Creatinine 2.4 mg/dL
Glucose 240 mg/dL
Urine
Blood 1+
Protein 1+
WBC 100/hpf
Nitrite 2+
WBC casts numerous
Urine and blood samples for culture and sensitivity tests are obtained. Which of the following is the most appropriate next step in management?""",Inpatient treatment with intravenous ciprofloxacin,Outpatient treatment with oral levofloxacin,Outpatient treatment with trimethoprim-sulfamethoxazole,Initiate hemodialysis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presents with severe symptoms, including fever, chills, and costovertebral angle tenderness, indicating a possible severe urinary tract infection or pyelonephritis, and his elevated creatinine level suggests impaired renal function. Given his complex medical history, severity of symptoms, and potential for complications, inpatient treatment with intravenous antibiotics is the most appropriate next step. Ciprofloxacin is a reasonable choice given its broad spectrum of activity, although culture and sensitivity results should guide final antibiotic selection.""
}",A,,0.9,"The patient presents with severe symptoms, including fever, chills, and costovertebral angle tenderness, indicating a possible severe urinary tract infection or pyelonephritis, and his elevated creatinine level suggests impaired renal function. Given his complex medical history, severity of symptoms, and potential for complications, inpatient treatment with intravenous antibiotics is the most appropriate next step. Ciprofloxacin is a reasonable choice given its broad spectrum of activity, although culture and sensitivity results should guide final antibiotic selection."
201,201,"A 66-year-old woman presents to her primary care provider with several days of left flank pain radiating to the abdomen and groin. The patient states that she has noticed a pink tinge to her urine as well. Of note, she has not had any fevers, but endorses several months of fatigue and constipation. The patient was previously healthy except for mild untreated hypertension. On exam, her temperature is 98.6F (37.0C), blood pressure is 130/84 mmHg, pulse is 76/min, and respirations are 12/min. On further workup, the patient is found to have calcium oxalate nephrolithiasis with hypercalciuria. Blood studies demonstrate increased parathyroid hormone (PTH) and hypercalcemia. Which of the following is the most likely cause?",Primary hyperparathyroidism,Pseudohypoparathyroidism,Pseudopseudohypoparathyroidism,Secondary hyperparathyroidism,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with hypercalciuria, increased parathyroid hormone (PTH), and hypercalcemia is most consistent with primary hyperparathyroidism, a condition where one or more parathyroid glands are overactive, producing excess PTH and leading to elevated calcium levels.""
}",A,,0.9,"The patient's presentation with hypercalciuria, increased parathyroid hormone (PTH), and hypercalcemia is most consistent with primary hyperparathyroidism, a condition where one or more parathyroid glands are overactive, producing excess PTH and leading to elevated calcium levels."
202,202,"A 2050-g (4.5-lb) female newborn and a 2850-g (6.3-lb) female newborn are delivered at 37 weeks' gestation to a 23-year-old, gravida 2, para 1 woman. The mother had no prenatal care. Examination of the smaller newborn shows a flattened nose and left-sided clubfoot. The hematocrit is 42% for the smaller newborn and 71% for the larger newborn. This pregnancy was most likely which of the following?",Monochorionic-diamniotic monozygotic,Dichorionic-diamniotic dizygotic,Monochorionic-monoamniotic monozygotic,Conjoined twins,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The significant difference in birth weight and hematocrit levels between the two newborns suggests unequal placental sharing, which is characteristic of monochorionic-diamniotic twin pregnancies. The presence of a flattened nose and clubfoot in the smaller newborn may indicate intrauterine growth restriction due to inadequate placental perfusion. This scenario is most consistent with monochorionic-diamniotic monozygotic twins.""
}",A,,0.9,"The significant difference in birth weight and hematocrit levels between the two newborns suggests unequal placental sharing, which is characteristic of monochorionic-diamniotic twin pregnancies. The presence of a flattened nose and clubfoot in the smaller newborn may indicate intrauterine growth restriction due to inadequate placental perfusion. This scenario is most consistent with monochorionic-diamniotic monozygotic twins."
203,203,A 54-year-old male makes an appointment with his primary care physician due to chronic fatigue that has left him unable to hike or do other physically demanding activities with his friends. He has well-controlled hypertension and diabetes but has otherwise been healthy. He does not smoke but drinks socially with his friends. Physical exam reveals enlarged nodules that are not tender to palpation. A biopsy is obtained showing a characteristic change in chromosome 18. The regulation of which of the following proteins will be most abnormal in this patient?,Caspase-8,CD15,Cyclin-dependent kinase 4,Ras pathway transcription factors,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The characteristic change in chromosome 18 suggests a diagnosis of follicular lymphoma, which often involves a translocation t(14;18) that leads to overexpression of BCL-2, an anti-apoptotic protein that inhibits caspase-8 activation, thereby regulating apoptosis.""
}",A,,0.9,"The characteristic change in chromosome 18 suggests a diagnosis of follicular lymphoma, which often involves a translocation t(14;18) that leads to overexpression of BCL-2, an anti-apoptotic protein that inhibits caspase-8 activation, thereby regulating apoptosis."
204,204,"A 28-year-old woman presents following a suicide attempt 2 days ago. She says that her attempt was a result of a fight with her boyfriend and that she slit her wrists in an attempt to keep him from breaking up with her. In the past, she has had many turbulent relationships, both romantic and in her family life. Her family members describe her as being very impulsive and frequently acting to manipulate peoples feelings. Since she was admitted to the hospital, she has spit at several staff members and alternated between sobbing and anger. She has no significant past medical history. The patient denies any history of smoking, alcohol use, or recreational drug use. Which of the following is the most likely diagnosis in this patient?",Histrionic personality disorder,Dependent personality disorder,Avoidant personality disorder,Narcissistic personality disorder,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's behavior of self-harm to manipulate her boyfriend's feelings and her history of turbulent relationships suggest a pattern of clingy and submissive behavior, which is characteristic of dependent personality disorder. Her impulsive actions and emotional dysregulation also support this diagnosis. The patient's denial of substance use and lack of significant past medical history further point towards a personality disorder.""
}",B,,0.8,"The patient's behavior of self-harm to manipulate her boyfriend's feelings and her history of turbulent relationships suggest a pattern of clingy and submissive behavior, which is characteristic of dependent personality disorder. Her impulsive actions and emotional dysregulation also support this diagnosis. The patient's denial of substance use and lack of significant past medical history further point towards a personality disorder."
205,205,"A 58-year-old male with a history of obesity and hypertension presents to his primary care physician for a follow-up visit. He reports that he feels well and has no complaints. He currently takes hydrochlorothiazide. His temperature is 98.6F (37C), blood pressure is 135/80 mmHg, pulse is 86/min, and respirations are 17/min. His BMI is 31 kg/m2. Results of a lipid panel are: Total cholesterol is 280 mg/dl, triglycerides are 110 mg/dl, HDL cholesterol is 40 mg/dl, and LDL cholesterol is 195 mg/dl. Her physician considers starting her on atorvastatin. Which of the following will most likely decrease after initiating this medication?",Mevalonate,Acetoacetyl-CoA,HMG-CoA,Diacyglycerol,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Atorvastatin is a HMG-CoA reductase inhibitor, which means it blocks the enzyme HMG-CoA reductase. This enzyme is crucial in the biosynthesis of cholesterol, and by inhibiting it, atorvastatin decreases the production of cholesterol in the liver. As a result, the levels of HMG-CoA, the substrate for this enzyme, will most likely decrease after initiating this medication.""
}",C,,0.9,"Atorvastatin is a HMG-CoA reductase inhibitor, which means it blocks the enzyme HMG-CoA reductase. This enzyme is crucial in the biosynthesis of cholesterol, and by inhibiting it, atorvastatin decreases the production of cholesterol in the liver. As a result, the levels of HMG-CoA, the substrate for this enzyme, will most likely decrease after initiating this medication."
206,206,"A 62-year-old woman is evaluated because of a 3-day history of headache, nausea, and decreased urination. Laboratory studies show:
Serum
Na+ 136 mEq/L
K+ 3.2 mEq/L
Cl- 115 mEq/L
Mg2+ 1.4 mEq/L
Urine
pH 7.0
Arterial blood gas analysis on room air shows a pH of 7.28 and a HCO3- concentration of 14 mEq/L. Prolonged treatment with which of the following drugs would best explain this patient's findings?""",Trimethoprim-sulfamethoxazole,Acetazolamide,Eplerenone,Heparin,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's metabolic acidosis (low HCO3- and low pH) and hypokalemia (low K+) are consistent with the side effects of acetazolamide, a carbonic anhydrase inhibitor that can cause renal loss of bicarbonate and potassium. The urine pH is also inappropriately high for the degree of acidosis, which is another effect of acetazolamide. This pattern of abnormalities is most consistent with acetazolamide use.""
}",B,,0.9,"The patient's metabolic acidosis (low HCO3- and low pH) and hypokalemia (low K+) are consistent with the side effects of acetazolamide, a carbonic anhydrase inhibitor that can cause renal loss of bicarbonate and potassium. The urine pH is also inappropriately high for the degree of acidosis, which is another effect of acetazolamide. This pattern of abnormalities is most consistent with acetazolamide use."
207,207,"A 3-month-old boy presents to his pediatrician with persistent diarrhea, oral candidiasis, and signs and symptoms suggestive of respiratory syncytial virus (RSV) pneumonia. His weight is in the 10th percentile. He is being evaluated for an immunodeficiency disease. Laboratory results for the HIV are negative by PCR. Which of the following is the most likely cause of these findings in this patient?",Grossly reduced levels of B cells,An X-linked inheritance of HLA genes,Defective isotype switching,Selective IgA deficiency,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The patient's presentation with oral candidiasis, persistent diarrhea, and RSV pneumonia, along with negative HIV PCR, suggests a severe combined immunodeficiency (SCID). The X-linked inheritance pattern of some forms of SCID, particularly those involving HLA genes or other immune-related genes, makes option B a plausible choice. SCID can lead to severe infections and failure to thrive, as indicated by the patient's low weight percentile.""
}",B,,0.8,"The patient's presentation with oral candidiasis, persistent diarrhea, and RSV pneumonia, along with negative HIV PCR, suggests a severe combined immunodeficiency (SCID). The X-linked inheritance pattern of some forms of SCID, particularly those involving HLA genes or other immune-related genes, makes option B a plausible choice. SCID can lead to severe infections and failure to thrive, as indicated by the patient's low weight percentile."
208,208,"A 46-year-old man is brought to the emergency department for evaluation of altered mental status. He was found on the floor in front of his apartment. He is somnolent but responsive when aroused. His pulse is 64/min, respiratory rate is 15/min, and blood pressure is 120/75 mm Hg. On physical examination, an alcoholic smell and slurred speech are noted. Neurological exam shows diminished deep tendon reflexes bilaterally and an ataxic gait. His pupils are normal. Blood alcohol concentration is 0.04%. An ECG shows no abnormalities. Which of the following is the most likely cause of this patient's symptoms?",Hypoglycemia,Cerebral ischemia,Ethanol intoxication,Cannabis intoxication,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms, such as altered mental status, somnolence, and ataxic gait, could be indicative of hypoglycemia, especially given the low blood alcohol concentration, which makes ethanol intoxication less likely. Hypoglycemia can cause neurological symptoms similar to those presented. The presence of an alcoholic smell could suggest a history of alcohol use, which is a risk factor for hypoglycemia.""
}",A,,0.8,"The patient's symptoms, such as altered mental status, somnolence, and ataxic gait, could be indicative of hypoglycemia, especially given the low blood alcohol concentration, which makes ethanol intoxication less likely. Hypoglycemia can cause neurological symptoms similar to those presented. The presence of an alcoholic smell could suggest a history of alcohol use, which is a risk factor for hypoglycemia."
209,209,A 3-week-old male newborn is brought to the physician because of an inward turning of his left forefoot. He was born at 38 weeks' gestation by cesarean section because of breech presentation. The pregnancy was complicated by oligohydramnios. Examination shows concavity of the medial border of the left foot with a skin crease just below the ball of the great toe. The lateral border of the left foot is convex. The heel is in neutral position. Tickling the lateral border of the foot leads to correction of the deformity. The remainder of the examination shows no abnormalities. X-ray of the left foot shows an increased angle between the 1st and 2nd metatarsal bones. Which of the following is the most appropriate next step in the management of this patient?,Foot abduction brace,Osteotomy of the metatarsals,Arthrodesis of the forefoot,Tarsometatarsal capsulotomy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's condition is consistent with metatarsus adductus, a common congenital foot deformity. The fact that tickling the lateral border of the foot leads to correction of the deformity suggests that the deformity is flexible and can be managed conservatively. A foot abduction brace is a common initial treatment for metatarsus adductus, especially in infants with flexible deformities.""
}",A,,0.9,"The patient's condition is consistent with metatarsus adductus, a common congenital foot deformity. The fact that tickling the lateral border of the foot leads to correction of the deformity suggests that the deformity is flexible and can be managed conservatively. A foot abduction brace is a common initial treatment for metatarsus adductus, especially in infants with flexible deformities."
210,210,"A newborn is found to be extremely cyanotic immediately after birth. He then develops progressive respiratory failure and is admitted to the neonatal ICU. A single loud S2 heart sound is appreciated as well as a machine-like murmur at the left upper sternal border. Radiography shows an enlarged ""egg-shaped"" heart. The newborn is then taken for a atrial septostomy to alleviate the condition pending definitive surgical correction. Which of the following is the most likely cause of this newborn's condition?",Coarctation of the aorta,Persistent truncus arteriosus,Tetralogy of Fallot,Tricuspid atresia,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of extreme cyanosis, progressive respiratory failure, a loud S2 heart sound, and a machine-like murmur at the left upper sternal border, along with radiography showing an enlarged 'egg-shaped' heart, is highly suggestive of Tetralogy of Fallot. The need for an atrial septostomy also points towards this condition, as it is often used to increase blood flow to the lungs in cases of severe pulmonary stenosis or atresia, which are components of Tetralogy of Fallot.""
}",C,,0.9,"The clinical presentation of extreme cyanosis, progressive respiratory failure, a loud S2 heart sound, and a machine-like murmur at the left upper sternal border, along with radiography showing an enlarged 'egg-shaped' heart, is highly suggestive of Tetralogy of Fallot. The need for an atrial septostomy also points towards this condition, as it is often used to increase blood flow to the lungs in cases of severe pulmonary stenosis or atresia, which are components of Tetralogy of Fallot."
211,211,"A 38-year-old woman undergoes a partial thyroidectomy for an enlarged thyroid gland compressing the trachea. During surgery, a young surgeon ligates the inferior thyroid arteries as close to the poles as possible to prevent intraoperative hemorrhage. 2 weeks later, the patient presents to the outpatient clinic with hoarseness. What could be the most likely cause of her hoarseness?",Internal laryngeal nerve injury,Recurrent laryngeal nerve injury,Phrenic nerve damage,External laryngeal nerve injury,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The recurrent laryngeal nerve is closely associated with the inferior thyroid artery and can be injured during thyroid surgery, particularly if the artery is ligated too close to the thyroid gland, leading to hoarseness due to vocal cord paralysis.""
}",B,,0.9,"The recurrent laryngeal nerve is closely associated with the inferior thyroid artery and can be injured during thyroid surgery, particularly if the artery is ligated too close to the thyroid gland, leading to hoarseness due to vocal cord paralysis."
212,212,"A 48-year-old woman with chronic tension headaches comes to the physician because of several episodes of bilateral flank pain and reddish urine within the past month. Current medications include aspirin, which she takes almost daily for headaches. Her temperature is 37.4C (99.3F) and her blood pressure is 150/90 mm Hg. Physical examination shows costovertebral tenderness to percussion bilaterally. Laboratory studies show a hemoglobin concentration of 10.2 g/dL and serum creatinine concentration of 2.4 mg/dL. Urine studies show:
Urine
Protein
3+
RBC > 16/hpf
WBC 2/hpf
There are no casts or dysmorphic RBCs visualized on microscopic analysis of the urine. Which of the following is the most likely underlying cause of this patient's hematuria?""",Tubular lumen obstruction by protein casts,Necrotizing inflammation of the renal glomeruli,Bacterial infection of the renal parenchyma,Lipid peroxidation within tubular cells,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's long-term use of aspirin, a nonsteroidal anti-inflammatory drug (NSAID), is likely causing her renal issues, including hematuria. NSAIDs can lead to lipid peroxidation within tubular cells, resulting in renal damage. The absence of casts or dysmorphic RBCs and the presence of significant proteinuria also support this diagnosis.""
}",D,,0.8,"The patient's long-term use of aspirin, a nonsteroidal anti-inflammatory drug (NSAID), is likely causing her renal issues, including hematuria. NSAIDs can lead to lipid peroxidation within tubular cells, resulting in renal damage. The absence of casts or dysmorphic RBCs and the presence of significant proteinuria also support this diagnosis."
213,213,"An 8-week-old male presents with his mother to the pediatrician for a well visit. The patient has been breastfed since birth, and usually feeds for 30 minutes every 2-3 hours. The patients mother is concerned that her milk production is not keeping up with the patients nutritional requirements. She reports that about two weeks ago the patient began regurgitating breastmilk through his nose and mouth after some feeds. She reports that he seems mildly upset during the episodes of regurgitation but usually settles down quickly and is hungry again soon afterwards. The patients mother has already tried limiting the volume of each feed, which seems to have reduced the frequency of the regurgitation. She denies any diarrhea, hematochezia, or family history of food allergies. Her older son had a similar problem with vomiting that resolved around 12 months of age. Four weeks ago, the patients height and weight were in the 40th and 34th percentiles, respectively. His height and weight are now respectively in the 37th and 36th percentiles. On physical exam, the patient is cooing in his mothers lap and smiles reciprocally with her. He lifts his head and shoulders off the examination table when placed in the supine position. His abdomen is soft, non-tender and non-distended. Bowel sounds are normoactive.

Which of the following is the best next step in management?",Initiate proton pump inhibitor,Obtain abdominal ultrasound,Reassurance and counseling on positioning,Switch to hydrolyzed formula,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms are consistent with gastroesophageal reflux, which is common in infants and often resolves with conservative management, such as positioning and feeding adjustments. The mother's attempt to limit feed volume has already shown some benefit, and the patient's growth percentiles, although slightly decreased, do not indicate a severe nutritional deficiency. Reassurance and counseling on positioning are a reasonable next step before considering more invasive or pharmacological interventions.""
}",C,,0.9,"The patient's symptoms are consistent with gastroesophageal reflux, which is common in infants and often resolves with conservative management, such as positioning and feeding adjustments. The mother's attempt to limit feed volume has already shown some benefit, and the patient's growth percentiles, although slightly decreased, do not indicate a severe nutritional deficiency. Reassurance and counseling on positioning are a reasonable next step before considering more invasive or pharmacological interventions."
214,214,"A 22-year-old woman presents to the emergency department for abdominal pain. The patient has been trying to get pregnant and was successful recently, but now she is experiencing abdominal pain, contractions, and a bloody vaginal discharge. According to her last appointment with her primary care provider, she is 10 weeks pregnant. The patient has a past medical history of constipation, anxiety, and substance abuse. She is not currently taking any medications. Her temperature is 99.5F (37.5C), blood pressure is 107/58 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for a bloody vaginal discharge and an open cervix. The patient is initially extremely grateful for the care she is receiving and thanks the doctor and the nursing staff for saving her baby. Upon hearing the news that she is having a spontaneous abortion, the patient becomes angry and aggressive and states that her physician and the medical staff are incompetent, evil, and she is going to sue all of them. The patient is left to grieve but upon entering the room again you notice that the patient has new lacerations over her wrists and that some of the medical equipment in the room is broken. Which of the following is the most likely diagnosis?",Antisocial personality disorder,Borderline personality disorder,Normal grief response,Post-traumatic stress disorder,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's rapid shift in emotions, from gratitude to anger and aggression, and her self-destructive behavior, such as new lacerations over her wrists, are characteristic of borderline personality disorder. This condition is marked by instability in interpersonal relationships, self-image, and affects, and impulsivity, which is evident in the patient's behavior.""
}",B,,0.9,"The patient's rapid shift in emotions, from gratitude to anger and aggression, and her self-destructive behavior, such as new lacerations over her wrists, are characteristic of borderline personality disorder. This condition is marked by instability in interpersonal relationships, self-image, and affects, and impulsivity, which is evident in the patient's behavior."
215,215,"A 27-year-old man presents to the emergency department after a motor vehicle collision. The patient was the front seat unrestrained driver in a head on collision. The patients echocardiogram (ECG) is notable only for sinus tachycardia. His temperature is 99.5F (37.5C), blood pressure is 107/58 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. The patient is given 2 liters of Ringer lactate solution and morphine. Initial workup demonstrates that the patients pulmonary capillary wedge pressure and troponins are elevated. The patient is currently complaining of chest pain. Physical exam is notable for an uncomfortable young man with bruising over his chest wall. Which of the following is the most likely diagnosis?",Hemorrhage,Myocardial infarction,Pulmonary contusion,Takotsubo cardiomyopathy,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The patient's presentation with chest pain, bruising over the chest wall, and elevated troponins after a head-on collision, along with elevated pulmonary capillary wedge pressure, suggests stress-induced cardiomyopathy, also known as Takotsubo cardiomyopathy. The absence of other clear indications of hemorrhage, myocardial infarction, or pulmonary contusion as the primary issue, and the context of the accident, supports this diagnosis.""
}",D,,0.8,"The patient's presentation with chest pain, bruising over the chest wall, and elevated troponins after a head-on collision, along with elevated pulmonary capillary wedge pressure, suggests stress-induced cardiomyopathy, also known as Takotsubo cardiomyopathy. The absence of other clear indications of hemorrhage, myocardial infarction, or pulmonary contusion as the primary issue, and the context of the accident, supports this diagnosis."
216,216,"A 24-year-old man is brought to the emergency department 15 minutes after he sustained a stab wound to the left chest just below the clavicle. On arrival, he has rapid, shallow breathing and appears anxious. His pulse is 135/min, respirations are 30/min and shallow, and palpable systolic blood pressure is 80 mm Hg. He is intubated and mechanically ventilated. Infusion of 0.9% saline is begun. Five minutes later, his pulse is 133/min and blood pressure is 82/45 mm Hg. Examination shows no active external bleeding. There is a 2.5-cm single stab wound to the left chest at the 4th intercostal space at the midclavicular line. Cardiovascular examination shows muffled heart sounds and jugular venous distention. Breath sounds are normal. Further evaluation of this patient is most likely to show which of the following findings?",Tracheal deviation toward the right side,Hemoptysis,Herniation of the stomach into the chest,"Paradoxical motion of part of the chest with breathing
""","{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's symptoms, such as muffled heart sounds and jugular venous distention, suggest cardiac tamponade, but the options provided do not directly relate to this condition, and further evaluation is needed to determine the most likely finding.""
}",,INSUFFICIENT_INFO,0.0,"The patient's symptoms, such as muffled heart sounds and jugular venous distention, suggest cardiac tamponade, but the options provided do not directly relate to this condition, and further evaluation is needed to determine the most likely finding."
217,217,"A 38-year-old nursing home worker presents to the clinic with complaints of fever, loss of appetite, fatigue, and productive cough for the past couple of months. His fever is low-grade and sputum is often blood-tinged. He has lost 6.8 kg (15.0 lb) during this period and complains of profound night sweats. A plain radiograph of the patients chest shows consolidation in the apical part of the right lung. Baseline investigations show the following:
Complete blood count
Hemoglobin 11 g/dL
White blood cells  
Total count 16,000/mm3
Differential count  
Neutrophils 35%
Lymphocytes 54%
Eosinophils 11%
Erythrocyte sedimentation rate 84 mm
The physician suspects that the patient is suffering from a chronic lung infection. Which of the following statements best describes the type of lung inflammation in this patient?",There are small granulomas with few epithelioid cells along with fibrosis.,It consists of a largely circumscribed granuloma with epithelioid cells with Langhans cells.,An ill-defined granuloma with macrophages and epithelioid cells is seen in this type of inflammation.,This type of granulomatous inflammation is also seen in histoplasmosis.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, such as low-grade fever, productive cough with blood-tinged sputum, weight loss, and night sweats, along with the radiographic finding of consolidation in the apical part of the lung, are suggestive of tuberculosis. The presence of granulomas with epithelioid cells and Langhans cells is characteristic of tuberculous granulomatous inflammation.""
}",B,,0.9,"The patient's symptoms, such as low-grade fever, productive cough with blood-tinged sputum, weight loss, and night sweats, along with the radiographic finding of consolidation in the apical part of the lung, are suggestive of tuberculosis. The presence of granulomas with epithelioid cells and Langhans cells is characteristic of tuberculous granulomatous inflammation."
218,218,"A 10-year-old boy is brought to his pediatrician after discovering a painless mass in the left testicle. Results from tumor markers and a biopsy are as follows:
AFP 350 ng/mL (normal value < 10 ng/mL)
hCG 0.4 IU/L (normal value < 0.5 IU/L)
Biopsy: Presence of glomeruli-like structures with a central capillary within a mesodermal core, lined by flattened layers of germ cells.
What is the most likely diagnosis in this patient?",Classic seminoma,Choriocarcinoma,Teratoma,Yolk sac tumor,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The elevated AFP level and the presence of glomeruli-like structures with a central capillary within a mesodermal core, lined by flattened layers of germ cells, are characteristic of yolk sac tumor, a type of non-seminomatous germ cell tumor.""
}",D,,0.9,"The elevated AFP level and the presence of glomeruli-like structures with a central capillary within a mesodermal core, lined by flattened layers of germ cells, are characteristic of yolk sac tumor, a type of non-seminomatous germ cell tumor."
219,219,"A 67-year-old man who was diagnosed with arthritis 16 years ago presents with right knee swelling and pain. His left knee was swollen a few weeks ago, but now with both joints affected, he has difficulty walking and feels frustrated. He also has back pain which makes it extremely difficult to move around and be active during the day. He says his pain significantly improves with rest. He also suffers from dandruff for which he uses special shampoos. Physical examination is notable for pitting of his nails. Which of the following is the most likely diagnosis?",Arthritis mutilans,Rheumatoid arthritis,Familial mediterranean fever,Mixed connective tissue disease,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of symmetric joint pain and swelling, particularly affecting the knees, along with improvement of pain with rest, are characteristic of rheumatoid arthritis. The presence of nail pitting also supports this diagnosis, as it can be associated with psoriatic arthritis, but given the symmetric nature and other symptoms, rheumatoid arthritis is more likely. The dandruff could be related to psoriasis, but the overall clinical picture leans more towards rheumatoid arthritis.""
}",B,,0.8,"The patient's symptoms of symmetric joint pain and swelling, particularly affecting the knees, along with improvement of pain with rest, are characteristic of rheumatoid arthritis. The presence of nail pitting also supports this diagnosis, as it can be associated with psoriatic arthritis, but given the symmetric nature and other symptoms, rheumatoid arthritis is more likely. The dandruff could be related to psoriasis, but the overall clinical picture leans more towards rheumatoid arthritis."
