row_index,question_id,stem,option_A,option_B,option_C,option_D,gemini_raw,gemini_choice,gemini_abstain_code,gemini_confidence,gemini_rationale
239,239,"A 57-year-old man comes to the physician because of a 3-week history of abdominal bloating and increased frequency of stools. He describes the stools as bulky, foul-smelling, and difficult to flush. He also has a 4-month history of recurrent dull upper abdominal pain that usually lasts for a few days, worsens after meals, and is not relieved with antacids. He has had a 10-kg (22-lb) weight loss in the past 4 months. He has no personal or family history of serious illness. He has smoked 1 pack of cigarettes daily for 37 years. He has a 12-year history of drinking 6 to 8 beers daily. He is 160 cm (5 ft 3 in) tall and weighs 52 kg (115 lb); BMI is 20 kg/m2. His vital signs are within normal limits. Abdominal examination shows mild epigastric tenderness without rebound or guarding. Bowel sounds are normal. The remainder of the examination shows no abnormalities. Which of the following is the most appropriate next step in diagnosis?",Abdominal CT scan,Endoscopic ultrasonography,Upper gastrointestinal endoscopy,Abdominal x-ray,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of chronic epigastric pain, significant weight loss, and steatorrhea, combined with a long history of alcohol and tobacco use, is highly suggestive of pancreatic pathology such as chronic pancreatitis or pancreatic cancer. An abdominal CT scan is the most appropriate initial imaging modality to visualize the pancreatic parenchyma, identify calcifications, ductal dilation, or a potential mass. It is a non-invasive and widely available test for this purpose.""
}
```",A,,0.9,"The patient's presentation of chronic epigastric pain, significant weight loss, and steatorrhea, combined with a long history of alcohol and tobacco use, is highly suggestive of pancreatic pathology such as chronic pancreatitis or pancreatic cancer. An abdominal CT scan is the most appropriate initial imaging modality to visualize the pancreatic parenchyma, identify calcifications, ductal dilation, or a potential mass. It is a non-invasive and widely available test for this purpose."
240,240,"Current recommendations state that a single hemoglobin A1c value of greater than 6.5% is diagnostic of diabetes mellitus. If this 6.5% cut-off is to be increased to 7.0%, which of the following would be true?",Increase in false negative test results,Increase in false positive test results,Decrease in true negative test results,Decrease in test specificity,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Raising a diagnostic threshold makes it harder to test positive, thereby increasing the number of individuals with the disease who are incorrectly classified as negative. This change increases the test's specificity but decreases its sensitivity. Consequently, there will be an increase in false negative results.""
}
```",A,,0.95,"Raising a diagnostic threshold makes it harder to test positive, thereby increasing the number of individuals with the disease who are incorrectly classified as negative. This change increases the test's specificity but decreases its sensitivity. Consequently, there will be an increase in false negative results."
241,241,"A 45-year-old woman comes to the physician because of fatigue, abdominal cramps, watery diarrhea, and a weight loss of 4 kg (8.8 lb) over the last 4 months. She has recently avoided drinking alcohol and eating spicy food because it worsens her diarrhea and causes episodes of heart palpitations and reddening of the face and neck. She takes lisinopril for hypertension. Her temperature is 36.5°C (97.7°F), pulse is 98/min, and blood pressure is 149/90 mm Hg. The abdomen is soft, and there is mild tenderness to palpation with no guarding or rebound. Laboratory studies show an increased urine 5-hydroxyindoleacetic acid concentration. Further evaluation of this patient will most likely show which of the following?",Achlorhydria,Adrenal medullary mass,Multiple peptic ulcers,Pulmonic valve stenosis,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient's symptoms of flushing, watery diarrhea, and palpitations, along with elevated urinary 5-HIAA, are classic for carcinoid syndrome. High circulating levels of serotonin associated with this syndrome can cause fibrosis of the endocardium, particularly on the right side of the heart. This process, known as carcinoid heart disease, characteristically leads to pulmonic stenosis and tricuspid regurgitation.""
}
```",D,,0.95,"The patient's symptoms of flushing, watery diarrhea, and palpitations, along with elevated urinary 5-HIAA, are classic for carcinoid syndrome. High circulating levels of serotonin associated with this syndrome can cause fibrosis of the endocardium, particularly on the right side of the heart. This process, known as carcinoid heart disease, characteristically leads to pulmonic stenosis and tricuspid regurgitation."
242,242,"A 35-year-old man comes to the physician because of itchy, watery eyes for the past week. He has also been sneezing multiple times a day during this period. He had a similar episode 1 year ago around springtime. He has iron deficiency anemia and ankylosing spondylitis. Current medications include ferrous sulfate, artificial tear drops, and indomethacin. He works as an elementary school teacher. His vital signs are within normal limits. Visual acuity is 20/20 without correction. Physical examination shows bilateral conjunctival injection with watery discharge. The pupils are 3 mm, equal, and reactive to light. Examination of the anterior chamber of the eye is unremarkable. Which of the following is the most appropriate treatment?",Erythromycin ointment,Warm compresses,Fluorometholone eye drops,Latanoprost eye drops,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation is classic for seasonal allergic conjunctivitis. The appropriate first-line treatment would be topical antihistamine/mast-cell stabilizing drops or oral antihistamines. None of the provided options represent the standard initial therapy for this condition.""
}
```",,NO_VALID_OPTION,0.9,The patient's presentation is classic for seasonal allergic conjunctivitis. The appropriate first-line treatment would be topical antihistamine/mast-cell stabilizing drops or oral antihistamines. None of the provided options represent the standard initial therapy for this condition.
243,243,"A 36-year-old nursing home worker presents to the clinic with the complaints of breathlessness, cough, and night sweats for the past 2 months. She further expresses her concerns about the possibility of contracting tuberculosis as one of the patients under her care is being treated for tuberculosis. A PPD skin test is done and reads 11 mm on day 3. Chest X-ray demonstrates a cavitary lesion in the right upper lobe. The standard anti-tuberculosis medication regimen is started. At a follow-up appointment 3 months later the patient presents with fatigue. She has also been experiencing occasional dizziness, weakness, and numbness in her feet. Physical exam is positive for conjunctival pallor. Lab work is significant for a hemoglobin level of 10 g/dL and mean corpuscular volume of 68 fl. What is the most likely cause of her current symptoms?",Decreased methionine synthesis,Inhibition of ferrochelatase,Increased homocysteine degradation,Decreased ALA synthesis,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient is on isoniazid for tuberculosis, which causes pyridoxine (vitamin B6) deficiency. Vitamin B6 is a required cofactor for delta-aminolevulinate (ALA) synthase, the rate-limiting enzyme in heme synthesis. Inhibition of this enzyme leads to microcytic sideroblastic anemia and can also cause peripheral neuropathy, matching the patient's presentation.""
}
```",D,,0.95,"The patient is on isoniazid for tuberculosis, which causes pyridoxine (vitamin B6) deficiency. Vitamin B6 is a required cofactor for delta-aminolevulinate (ALA) synthase, the rate-limiting enzyme in heme synthesis. Inhibition of this enzyme leads to microcytic sideroblastic anemia and can also cause peripheral neuropathy, matching the patient's presentation."
244,244,"A 17-year-old female accidentally eats a granola bar manufactured on equipment that processes peanuts. She develops type I hypersensitivity-mediated histamine release, resulting in pruritic wheals on the skin. Which of the following layers of this patient's skin would demonstrate histologic changes on biopsy of her lesions?",Stratum corneum,Stratum granulosum,Stratum spinosum,Stratum basale,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The histologic hallmark of urticaria (wheals) is superficial dermal edema and vasodilation. The epidermis, including the layers listed in the options, is typically unremarkable and not the primary site of pathology. Therefore, none of the choices are correct.""
}
```",,NO_VALID_OPTION,0.9,"The histologic hallmark of urticaria (wheals) is superficial dermal edema and vasodilation. The epidermis, including the layers listed in the options, is typically unremarkable and not the primary site of pathology. Therefore, none of the choices are correct."
245,245,"A 48-year-old Caucasian female presents to her primary care physician for evaluation of progressive weakness and shortness of breath. She has had progressive shortness of breath over the last year with an intermittent non-productive cough. In addition, she complains of difficulty raising her arms to brush her hair. Her temperature is 99.6F (37.6C), pulse is 80/min, blood pressure is 130/85 mmHg, respirations are 18/min, and oxygen saturation is 95% on room air. Neurologic exam shows 4/5 strength in the deltoid muscles bilaterally. Diffuse dry crackles are heard on lung auscultation. A faint erythematous rash is noted on the malar cheeks, periorbital areas, lateral proximal thighs, and the elbows. Which of the following tests is most likely to confirm the diagnosis?",CT scan,Pulmonary function tests,Serum ANA titer,Skin biopsy,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of proximal muscle weakness combined with pathognomonic skin findings (heliotrope rash, rash over elbows/thighs suggesting Gottron's/Holster sign) is highly suggestive of dermatomyositis. A skin biopsy of a characteristic lesion provides histologic confirmation of the diagnosis. While other tests evaluate for myositis and associated complications like interstitial lung disease, the skin biopsy is the most direct confirmatory test among the options.""
}
```",D,,0.9,"The patient's presentation of proximal muscle weakness combined with pathognomonic skin findings (heliotrope rash, rash over elbows/thighs suggesting Gottron's/Holster sign) is highly suggestive of dermatomyositis. A skin biopsy of a characteristic lesion provides histologic confirmation of the diagnosis. While other tests evaluate for myositis and associated complications like interstitial lung disease, the skin biopsy is the most direct confirmatory test among the options."
246,246,"A 32-year-old man comes to the physician for a pre-employment examination. He recently traveled to Guatemala. He feels well but has not seen a physician in several years, and his immunization records are unavailable. Physical examination shows no abnormalities. Serum studies show:
Anti-HAV IgM Positive
Anti-HAV IgG Negative
HBsAg Negative
Anti-HBs Positive
HBcAg Negative
Anti-HBc Negative
HBeAg Negative
Anti-HBe Negative
Anti-HCV Negative
Which of the following best explains this patient's laboratory findings?""",Active hepatitis B infection,Previous hepatitis A infection,Chronic hepatitis B infection,Chronic hepatitis C infection,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The positive anti-HAV IgM indicates an acute hepatitis A infection, not a previous (resolved) one, which would be marked by positive anti-HAV IgG. The positive anti-HBs with negative anti-HBc indicates immunity to hepatitis B from vaccination. None of the choices accurately reflect these findings.""
}
```",,NO_VALID_OPTION,0.95,"The positive anti-HAV IgM indicates an acute hepatitis A infection, not a previous (resolved) one, which would be marked by positive anti-HAV IgG. The positive anti-HBs with negative anti-HBc indicates immunity to hepatitis B from vaccination. None of the choices accurately reflect these findings."
247,247,"A 5-year-old male presents to the pediatrician with a 10-day history of cough that is worse at night. The patient has a history of mild intermittent asthma and has been using his albuterol inhaler without relief. He has also been complaining of headache and sore throat, and his mother has noticed worsening rhinorrhea. The patients past medical history is otherwise unremarkable, and he has no known drug allergies. In the office, his temperature is 101.8F (38.8C), blood pressure is 88/65 mmHg, pulse is 132/min, and respirations are 16/min. The patient has purulent mucus draining from the nares, and his face is tender to palpation over the maxillary sinuses. His pharynx is erythematous with symmetric swelling of the tonsils. On lung exam, he has moderate bilateral expiratory wheezing.

Which of the following is the best next step in management?",Amoxicillin-clavulanic acid,Ampicillin-sulbactam,Clindamycin,Levofloxacin,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient presents with classic signs and symptoms of acute bacterial rhinosinusitis, including persistent symptoms for more than 10 days, purulent nasal discharge, and maxillary sinus tenderness. Amoxicillin-clavulanate is the recommended first-line empiric antibiotic therapy for pediatric ABRS. The other options are incorrect as they are either intravenous formulations, not first-line, or generally avoided in children.""
}
```",A,,0.95,"The patient presents with classic signs and symptoms of acute bacterial rhinosinusitis, including persistent symptoms for more than 10 days, purulent nasal discharge, and maxillary sinus tenderness. Amoxicillin-clavulanate is the recommended first-line empiric antibiotic therapy for pediatric ABRS. The other options are incorrect as they are either intravenous formulations, not first-line, or generally avoided in children."
248,248,"A 49-year-old woman comes to the physician for a scheduled colposcopy. Two weeks ago, she had a routine Pap smear that showed atypical squamous cells. Colposcopy shows an area of white discoloration of the cervix with application of acetic acid solution. Biopsy of this area shows carcinoma-in-situ. Activation of which of the following best explains the pathogenesis of this condition?",Phosphoprotein p24,JAK2 tyrosine kinase,Phosphoprotein p53,Cyclin-dependent kinase inhibitors,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""Cervical carcinoma-in-situ is most commonly caused by high-risk HPV infection. The HPV E6 oncoprotein targets the phosphoprotein p53 tumor suppressor for degradation, leading to its functional inactivation. This loss of p53 function, which prevents apoptosis in damaged cells, is a critical step in cervical carcinogenesis.""
}
```",C,,0.7,"Cervical carcinoma-in-situ is most commonly caused by high-risk HPV infection. The HPV E6 oncoprotein targets the phosphoprotein p53 tumor suppressor for degradation, leading to its functional inactivation. This loss of p53 function, which prevents apoptosis in damaged cells, is a critical step in cervical carcinogenesis."
249,249,"A 5-year-old male is brought to the pediatrician with complaints of a painful mouth/gums, and vesicular lesions on the lips and buccal mucosa for the past 4 days. The patient has not been able to eat or drink due to the pain and has been irritable. The patient also reports muscle aches. His vital signs are as follows: T 39.1, HR 110, BP 90/62, RR 18, SpO2 99%. Physical examination is significant for vesicular lesions noted on the tongue, gingiva, and lips, with some vesicles having ruptured and ulcerated, as well as palpable cervical and submandibular lymphadenopathy. Which of the following is the most likely causative organism in this patient's presentation?",CMV,HIV,HSV-1,HSV-2,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation of fever, irritability, and painful vesicular lesions affecting the gingiva, tongue, and lips is a classic picture of primary herpetic gingivostomatitis. Herpes Simplex Virus 1 (HSV-1) is the most common cause of this condition, particularly in young children.""
}
```",C,,0.95,"The patient's presentation of fever, irritability, and painful vesicular lesions affecting the gingiva, tongue, and lips is a classic picture of primary herpetic gingivostomatitis. Herpes Simplex Virus 1 (HSV-1) is the most common cause of this condition, particularly in young children."
250,250,"A 67-year-old man with peripheral neuropathy comes to the physician for a follow-up examination after the results of serum protein electrophoresis showed monoclonal gammopathy. A complete blood count, serum creatinine, and serum electrolyte concentrations are within the reference ranges. A bone marrow biopsy shows 6% monoclonal plasma cells. Further analysis shows that class I major histocompatibility molecules are downregulated in these monoclonal plasma cells. The proliferation of these monoclonal plasma cells is normally prevented by a class of immune cells that lyse abnormal cells without the need for opsonization, priming, or prior activation. Which of the following best describes this class of immune cells?",CD8+ T lymphocytes,Bone marrow-derived macrophages,CD4+ T lymphocytes,Band neutrophils,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The cells described are Natural Killer (NK) cells, which recognize and lyse abnormal cells with downregulated MHC class I molecules without prior activation or opsonization. This function is known as 'missing-self' recognition. None of the provided options fit this description, as CD8+ T cells require MHC class I for activation.""
}
```",,NO_VALID_OPTION,0.95,"The cells described are Natural Killer (NK) cells, which recognize and lyse abnormal cells with downregulated MHC class I molecules without prior activation or opsonization. This function is known as 'missing-self' recognition. None of the provided options fit this description, as CD8+ T cells require MHC class I for activation."
251,251,"A 27-year-old woman presents to the emergency department with acute onset bloody diarrhea. The patient has had severe abdominal pain throughout her entire life with occasional episodes of bloody diarrhea. She has recently lost 7 pounds and has felt generally ill for the past 2 days. She has a past medical history of generalized seizures with her most recent one having occurred 5 days ago. One month ago, the patient was treated for impetigo. The patient admits to occasional cocaine use and binge drinking. Her temperature is 98.7F (37.1C), blood pressure is 107/58 mmHg, pulse is 127/min, respirations are 16/min, and oxygen saturation is 99% on room air. Physical exam is notable for diffuse abdominal tenderness and guaiac positive stools. Laboratory values are ordered as seen below.

Hemoglobin: 9 g/dL
Hematocrit: 30%
Leukocyte count: 9,400/mm^3 with normal differential
Platelet count: 199,000/mm^3

Serum:
Na+: 139 mEq/L
Cl-: 101 mEq/L
K+: 4.9 mEq/L
HCO3-: 25 mEq/L
BUN: 37 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.8 mg/dL
AST: 62 U/L
ALT: 80 U/L
Blood alcohol: .15 g/dL

Urine:
Color: Yellow
Protein: Positive
Cocaine: Positive
Marijuana: Positive

Which of the following is the best explanation for this patient's laboratory findings?",Alcohol-induced liver injury,Immune response to streptococcal infection,Intestinal IgA deficiency,Protein deposition,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The patient's lifelong history of bloody diarrhea suggests a chronic inflammatory condition like IBD. AA amyloidosis is a complication of chronic inflammation and would explain the proteinuria and renal failure from protein deposition in the kidneys. This diagnosis best unifies the chronic gastrointestinal disease with the acute renal findings.""
}
```",D,null,0.8,The patient's lifelong history of bloody diarrhea suggests a chronic inflammatory condition like IBD. AA amyloidosis is a complication of chronic inflammation and would explain the proteinuria and renal failure from protein deposition in the kidneys. This diagnosis best unifies the chronic gastrointestinal disease with the acute renal findings.
252,252,"A 55-year-old man presents to a rheumatologist with bilateral wrist and knee pain that has been present for the last 10 years. The patient was a professional athlete who retired at age 50. He also notes morning stiffness in his joints that lasts approx. 50 minutes. He denies joint swelling, color changes in his digits, dryness of mucous membranes, and constitutional symptoms such as fever and chills. On physical exam, the physician notes several non-tender nodules on the left 1st, 3rd, and 4th distal interphalangeal joints. There is also tenderness with palpation at the base of both thumbs. The patients knees are enlarged, bilaterally, and he has pain and crepitus on passive range of motion. Which of the following is the most likely diagnosis?",Ankylosing spondylitis,Rheumatoid arthritis,Gout,Fibromyalgia,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's age, history as an athlete, and physical exam findings of Heberden's nodes (DIP nodules), 1st CMC tenderness, and knee crepitus are all classic for osteoarthritis. None of the provided options fit this clinical picture as the most likely diagnosis.""
}
```",null,NO_VALID_OPTION,0.9,"The patient's age, history as an athlete, and physical exam findings of Heberden's nodes (DIP nodules), 1st CMC tenderness, and knee crepitus are all classic for osteoarthritis. None of the provided options fit this clinical picture as the most likely diagnosis."
253,253,A 68-year-old man comes to the physician with a 1-week history of painless hematuria. A CT scan of the urinary tract shows areas of bladder wall thickening. Cystoscopy shows several sessile masses with central necrosis arising from the bladder wall. A biopsy specimen of the bladder masses shows moderately differentiated urothelial cells with abundant mitotic figures and nuclear atypia. The patient most likely has a history of exposure to which of the following?,Ionizing radiation,Aflatoxins,Vinyl chloride,Radon,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation is classic for urothelial carcinoma of the bladder. Among the choices, ionizing radiation, particularly from pelvic radiation therapy for other cancers, is a well-established risk factor for bladder cancer. The other options are known carcinogens but are strongly associated with other malignancies (aflatoxins with liver cancer, vinyl chloride with hepatic angiosarcoma, and radon with lung cancer).""
}
```",A,null,0.9,"The patient's presentation is classic for urothelial carcinoma of the bladder. Among the choices, ionizing radiation, particularly from pelvic radiation therapy for other cancers, is a well-established risk factor for bladder cancer. The other options are known carcinogens but are strongly associated with other malignancies (aflatoxins with liver cancer, vinyl chloride with hepatic angiosarcoma, and radon with lung cancer)."
254,254,"A 2-year-old girl is brought in to the office by her parents. They state that their daughter has recently been more irritable than usual, and she occasionally becomes pale and blue. Her parents note that she was diagnosed with a heart murmur, but it was never treated. Physical examination reveals a small child in distress. She is laying on the examination table with her knees drawn to her chest. Cardiac auscultation reveals a harsh, systolic ejection murmur that is best heard at the upper left sternal border. Which of the following is the most likely diagnosis?",Tetralogy of Fallot,Transposition of great vessels,Pulmonary hypoplasia,Atrial septal defect,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation of cyanotic spells, a compensatory squatting posture (knees-to-chest), and a harsh systolic ejection murmur at the upper left sternal border is a classic triad for Tetralogy of Fallot. These 'tet spells' are caused by a sudden decrease in pulmonary blood flow and an increase in the right-to-left shunt.""
}
```",A,null,0.95,"The patient's presentation of cyanotic spells, a compensatory squatting posture (knees-to-chest), and a harsh systolic ejection murmur at the upper left sternal border is a classic triad for Tetralogy of Fallot. These 'tet spells' are caused by a sudden decrease in pulmonary blood flow and an increase in the right-to-left shunt."
255,255,"A 75-year-old woman is brought to the emergency department by her son because of a 2-day history of fever, headache, malaise, and dry cough. The patient lives with her son and his family and her son reports that other members of the family have had similar symptoms during the past week but that he has not had any symptoms. The result of a polymerase chain reaction test confirms that the woman is infected with a virus that has a helical capsid and a segmented genome. Which of the following is the most likely explanation for the son being free of symptoms?",Downregulation of ICAM-1 expression,Protease-resistant antibodies in nasal secretions,Homozygous mutation in the CCR5 gene,High concentration of circulating T cells,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The virus described with a helical capsid and segmented genome is Influenza. The most likely reason the son is asymptomatic despite exposure is pre-existing immunity, specifically neutralizing secretory IgA antibodies in the nasal mucosa from a prior infection or vaccination. These antibodies prevent the virus from establishing an infection.""
}
```",B,null,0.9,"The virus described with a helical capsid and segmented genome is Influenza. The most likely reason the son is asymptomatic despite exposure is pre-existing immunity, specifically neutralizing secretory IgA antibodies in the nasal mucosa from a prior infection or vaccination. These antibodies prevent the virus from establishing an infection."
256,256,"A 39-year-old African-American woman presents to the emergency room with hip pain. She has a past medical history significant for sarcoidosis which was recently diagnosed 6 months ago and is currently being treated. She reports that the pain started 2 weeks ago and is localized to the left hip and groin. The pain has been getting progressively more intense. Her temperature is 98.1F (36.7C), blood pressure is 122/78 mm Hg, pulse is 80/min, respirations are 13/min, and oxygen saturation is 98% on room air. Physical exam is notable for pain with manipulation without restriction of range of motion of the hip. Which of the following is the most sensitive test for this condition?",CT of the hip,MRI of the hip,Radionuclide scan of the hip,Ultrasound of the hip,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's history of sarcoidosis, which is often treated with corticosteroids, and her progressive hip pain are highly suspicious for avascular necrosis (AVN) of the femoral head. MRI is the most sensitive imaging study for detecting the early ischemic and edematous changes of AVN, often before they are visible on CT or plain radiographs.""
}
```",B,null,0.95,"The patient's history of sarcoidosis, which is often treated with corticosteroids, and her progressive hip pain are highly suspicious for avascular necrosis (AVN) of the femoral head. MRI is the most sensitive imaging study for detecting the early ischemic and edematous changes of AVN, often before they are visible on CT or plain radiographs."
257,257,"A 46-year-old man presents to the physician with a complaint of a cough for 6 months. He has been taking over-the-counter cough medications, but they have not helped much. He adds that he expectorated bloody sputum the previous night. He denies breathlessness but mentions that he frequently experiences fatigue after little physical exertion. There is no past history of any specific medical disorder. His father died of lung cancer at the age of 54 years. His temperature is 37.0C (98.6F), the pulse rate is 82/min, the blood pressure is 118/80 mm Hg, and the respiratory rate is 18/min. Auscultation of his chest reveals the presence of localized rhonchi over the interscapular region. A plain radiograph of the chest shows a coin-like opacity in the right lung. Further diagnostic evaluation confirms the diagnosis of small cell carcinoma of the lung. If his blood were to be sent for laboratory evaluation, which of the following proteins is most likely to be elevated in his serum?",Bence-Jones protein,Calcitonin,CA 15-3,Lactate dehydrogenase,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Small cell lung carcinoma is an aggressive cancer characterized by rapid cell turnover and necrosis. Lactate dehydrogenase (LDH) is a non-specific enzyme that is released into the serum during tissue damage and cell lysis. Elevated serum LDH is a common finding in SCLC and serves as an important prognostic indicator of high tumor burden and poor outcome.""
}
```",D,null,0.9,Small cell lung carcinoma is an aggressive cancer characterized by rapid cell turnover and necrosis. Lactate dehydrogenase (LDH) is a non-specific enzyme that is released into the serum during tissue damage and cell lysis. Elevated serum LDH is a common finding in SCLC and serves as an important prognostic indicator of high tumor burden and poor outcome.
258,258,"A post-mortem lung examination of a 68-year-old male overweight male with evidence of chronic lower extremity edema, a 60 pack-year smoking history and daily productive cough would be most likely to reveal:",Hypereosinophilia,Non-caseating granulomas,Evidence of a necrotizing infection,Keratin pearls,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""A 60 pack-year smoking history confers a very high risk for lung cancer. Keratin pearls are the classic histopathologic finding in squamous cell carcinoma of the lung, which is strongly associated with smoking. While the patient's symptoms are classic for COPD, lung cancer is a highly probable comorbidity to be discovered on post-mortem examination.""
}
```",D,null,0.8,"A 60 pack-year smoking history confers a very high risk for lung cancer. Keratin pearls are the classic histopathologic finding in squamous cell carcinoma of the lung, which is strongly associated with smoking. While the patient's symptoms are classic for COPD, lung cancer is a highly probable comorbidity to be discovered on post-mortem examination."
259,259,"A 66-year-old man presents to the emergency department with abdominal pain, nausea, and vomiting. He endorses diffuse abdominal tenderness. His past medical history is notable for diabetic nephropathy, hypertension, dyslipidemia, depression, and morbid obesity. He also is currently being treated for an outbreak of genital herpes. His temperature is 99.0F (37.2C), blood pressure is 184/102 mmHg, pulse is 89/min, respirations are 18/min, and oxygen saturation is 98% on room air. Physical exam is notable for an obese man in no acute distress. A CT scan of the abdomen with contrast is performed and is unremarkable. The patient is admitted to the observation unit for monitoring of his pain. Notably, the patient's abdominal pain improves after an enema and multiple bowel movements. The patient's evening laboratory values are ordered and return as seen below.

Serum:
Na+: 141 mEq/L
Cl-: 99 mEq/L
K+: 4.8 mEq/L
HCO3-: 11 mEq/L
BUN: 20 mg/dL
Glucose: 177 mg/dL
Creatinine: 3.1 mg/dL

Which of the following is the most likely etiology of this patient's laboratory derangements?",Acyclovir,Atorvastatin,Insulin,Metoprolol,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has a significant high anion gap metabolic acidosis (AG=31) and severe chronic kidney disease (Cr=3.1). He is being treated for a herpes outbreak, likely with acyclovir. Acyclovir is cleared by the kidneys and can accumulate in patients with renal impairment, causing nephrotoxicity and worsening metabolic acidosis.""
}
```",A,null,0.8,"The patient has a significant high anion gap metabolic acidosis (AG=31) and severe chronic kidney disease (Cr=3.1). He is being treated for a herpes outbreak, likely with acyclovir. Acyclovir is cleared by the kidneys and can accumulate in patients with renal impairment, causing nephrotoxicity and worsening metabolic acidosis."
260,260,"A 62-year-old patient has been hospitalized for a week due to a stroke. One week into the hospitalization, he develops a fever and purulent cough. His vitals include: heart rate 88/min, respiratory rate 20/min, temperature 38.4C (101.1F), and blood pressure 110/85 mm Hg. On physical examination, he has basal crackles on the right side of the chest. Chest radiography shows a new consolidation on the same side. Complete blood count is as follows:
Hemoglobin 16 mg/dL
Hematocrit 50%
Leukocyte count 8,900/mm3
Neutrophils 72%
Bands 4%
Eosinophils 2%
Basophils 0%
Lymphocytes 17%
Monocytes 5%
Platelet count 280,000/mm3
What is the most likely causal microorganism?",Pseudomona aeruginosa,Streptococcus pneumoniae,Mycobacterium tuberculosis,Haemophilus influenzae,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient has developed pneumonia more than 48 hours after admission, which is classified as hospital-acquired pneumonia (HAP). Pseudomonas aeruginosa is a common and important cause of HAP, especially in patients with risk factors like a recent stroke. The other options are more typical causes of community-acquired pneumonia or have a different clinical presentation.""
}
```",A,null,0.9,"The patient has developed pneumonia more than 48 hours after admission, which is classified as hospital-acquired pneumonia (HAP). Pseudomonas aeruginosa is a common and important cause of HAP, especially in patients with risk factors like a recent stroke. The other options are more typical causes of community-acquired pneumonia or have a different clinical presentation."
