row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
179,189,A 20-year-old man comes to the physician because of worsening gait unsteadiness and bilateral hearing loss for 1 month. He has had intermittent tingling sensations on both cheeks over this time period. He has no history of serious medical illness and takes no medications. Audiometry shows bilateral sensorineural hearing loss. Genetic evaluation shows a mutation of a tumor suppressor gene on chromosome 22 that encodes merlin. This patient is at increased risk for which of the following conditions?,Renal cell carcinoma,Astrocytoma,Vascular malformations,Telangiectasias,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a mutation in a tumor suppressor gene on chromosome 22 that encodes merlin, indicative of Neurofibromatosis Type 2 (NF2). NF2 is associated with an increased risk of developing schwannomas, meningiomas, and ependymomas, and sometimes astrocytomas, making B a plausible choice.""
}",B,,0.9,"The patient has a mutation in a tumor suppressor gene on chromosome 22 that encodes merlin, indicative of Neurofibromatosis Type 2 (NF2). NF2 is associated with an increased risk of developing schwannomas, meningiomas, and ependymomas, and sometimes astrocytomas, making B a plausible choice."
180,190,"A 63-year-old man presents to the ambulatory medical clinic with symptoms of dysphagia and heartburn, which he states have become more troublesome over the past year. His past medical history is significant for hypertension and GERD. He takes lisinopril for hypertension and has failed multiple different therapies for his GERD. On physical exam, he is somewhat tender to palpation over his upper abdomen. Barium swallow demonstrates a subdiaphragmatic gastroesophageal junction, with herniation of the gastric fundus into the left hemithorax. Given the following options, what is the most appropriate next step in the management of this patients underlying condition?",Lifestyle modification,Continue on Cimetidine,Continue on Omeprazole,Surgical gastropexy,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and barium swallow results indicate a hiatal hernia, likely a type III or mixed hernia given the herniation of the gastric fundus into the left hemithorax. Having failed multiple therapies for GERD, surgical intervention is a reasonable next step. Surgical gastropexy, or more specifically, laparoscopic anti-reflux surgery with hernia repair, is often considered for patients with significant symptoms or complications not responding to medical management.""
}",D,,0.9,"The patient's symptoms and barium swallow results indicate a hiatal hernia, likely a type III or mixed hernia given the herniation of the gastric fundus into the left hemithorax. Having failed multiple therapies for GERD, surgical intervention is a reasonable next step. Surgical gastropexy, or more specifically, laparoscopic anti-reflux surgery with hernia repair, is often considered for patients with significant symptoms or complications not responding to medical management."
181,191,"An elderly man presents to his physician with complaints of difficulty breathing, easy fatigability, and bilateral leg swelling which began 2 months ago. His breathlessness worsens while walking, climbing the stairs, and lying flat on his back. He also finds it difficult to sleep well at night, as he often wakes up to catch his breath. His pulse is 98/min and blood pressure is 114/90 mm Hg. On examination, he has mild respiratory distress, distended neck veins, and bilateral pitting edema is evident on the lower third of his legs. His respiratory rate is 33/min, SpO2 is 93% in room air, and coarse crepitations are heard over the lung bases. On auscultation, the P2 component of his second heart sound is heard loudest at the second left intercostal space, and an S3 gallop rhythm is heard at the apex. Medication is prescribed for his symptoms which changes his cardiac physiology as depicted with the dashed line recorded post-medication. What is the mechanism of action of the prescribed medication?",Decrease in the slope of the pacemaker potential,Decrease in transmembrane sodium gradient,Preferential dilatation of capacitance vessels,Reduction in myocardial contractility,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and examination findings are indicative of heart failure, likely with reduced ejection fraction given the presence of an S3 gallop. The prescribed medication likely alleviated symptoms by reducing preload, as suggested by the change in cardiac physiology depicted by the dashed line, which is consistent with the effect of a medication that preferentially dilates capacitance vessels, such as nitrates.""
}",C,,0.9,"The patient's symptoms and examination findings are indicative of heart failure, likely with reduced ejection fraction given the presence of an S3 gallop. The prescribed medication likely alleviated symptoms by reducing preload, as suggested by the change in cardiac physiology depicted by the dashed line, which is consistent with the effect of a medication that preferentially dilates capacitance vessels, such as nitrates."
182,192,"A 42-year-old woman comes to the emergency department because of a 2-day history of right upper abdominal pain and nausea. She is 163 cm (5 ft 4 in) tall and weighs 91 kg (200 lb); her BMI is 34 kg/m2. Her temperature is 38.5C (101.3F). Physical examination shows a distended abdomen and right upper quadrant tenderness with normal bowel sounds. Laboratory studies show:
Leukocyte count 14,000/mm3
Serum
Total bilirubin 1.1 mg/dL
AST 32 U/L
ALT 40 U/L
Alkaline phosphatase 68 U/L
Abdominal ultrasonography is performed, but the results are inconclusive. Cholescintigraphy shows the intrahepatic bile ducts, hepatic ducts, common bile duct, and proximal small bowel. Which of the following is the most likely cause of this patient's symptoms?""",Autodigestion of pancreatic parenchyma,Hypomotility of the gallbadder,Fistula between the gallbladder and small intestine,Infection with a hepatotropic virus,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms and lab results, along with the cholescintigraphy showing filling of the intrahepatic bile ducts, hepatic ducts, common bile duct, and proximal small bowel without mention of the gallbladder, suggest a diagnosis of acute cholecystitis likely due to hypomotility of the gallbladder, a feature often seen in acalculous cholecystitis or related to gallbladder dysfunction.""
}",B,,0.8,"The patient's symptoms and lab results, along with the cholescintigraphy showing filling of the intrahepatic bile ducts, hepatic ducts, common bile duct, and proximal small bowel without mention of the gallbladder, suggest a diagnosis of acute cholecystitis likely due to hypomotility of the gallbladder, a feature often seen in acalculous cholecystitis or related to gallbladder dysfunction."
183,193,"A 14-year-old girl comes to the physician with her father for evaluation of her short stature. She feels well overall, but is concerned because all of her friends are taller than her. Her birth weight was normal. Her father reports he had a short stature during his teenage years; he is currently 177 cm (5 ft 10 in) tall. She is at the 2ndpercentile for height and 35th percentile for weight. Breast development is Tanner stage 2. Pubic and axillary hair is absent. An x-ray of the left hand and wrist shows a bone age of 11 years. Which of the following is the most appropriate next best step in management?",Genetic karyotyping,Pelvic ultrasound,Measure serum dehydroepiandrosterone levels,MRI of the brain,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's short stature, delayed bone age, and early Tanner stage 2 breast development with absent pubic and axillary hair suggest a possible hypothalamic or pituitary issue, such as craniopharyngioma, making an MRI of the brain the most appropriate next step.""
}",D,,0.8,"The patient's short stature, delayed bone age, and early Tanner stage 2 breast development with absent pubic and axillary hair suggest a possible hypothalamic or pituitary issue, such as craniopharyngioma, making an MRI of the brain the most appropriate next step."
184,194,"A 34-year-old man currently staying at an addiction center presents to the staff psychiatrist with diarrhea and painful muscle cramps. He has been discontinuing heroin over the last month as part of his treatment plan. He is HIV positive, hepatitis B (HBV) positive, and was recently treated for an infection with Streptococcus pneumoniae. He reports pain over his abdomen, knees, and shoulder. To comprehensively treat these symptoms, which of the following would be the best therapy?",Methadone,Naloxone,Morphine,Loperamide,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is experiencing symptoms consistent with opioid withdrawal, such as diarrhea and muscle cramps. Methadone is a long-acting opioid agonist that can help manage withdrawal symptoms and is often used in the treatment of opioid dependence.""
}",A,,0.9,"The patient is experiencing symptoms consistent with opioid withdrawal, such as diarrhea and muscle cramps. Methadone is a long-acting opioid agonist that can help manage withdrawal symptoms and is often used in the treatment of opioid dependence."
185,195,"A 48-year-old female presents for a follow-up appointment to discuss her ultrasound results. She presented with a lump in her neck 2 weeks ago. On examination, a thyroid nodule was present; the nodule was fixed, immobile, and non-tender. Ultrasound showed a hypoechoic nodule with a size of 2 cm. Histological examination of a fine needle biopsy was performed and cytological examination reported a likely suspicion of neoplasia. CT scan is performed to check for any lesions in the bones and/or lungs, common metastatic sites in this condition. Treatment with radioiodine therapy is planned after near-total thyroidectomy. Considering this tumor, which of the following is the most likely initial metastatic site in this patient?",Trachea,Hilar lymph nodes,Cervical lymph nodes,Thyrohyoid muscle,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation and diagnostic findings suggest thyroid cancer, likely papillary thyroid carcinoma given the suspicious cytology and the fact that it's a common type of thyroid cancer. Cervical lymph nodes are a common initial site for metastasis in thyroid cancer, especially papillary thyroid carcinoma.""
}",C,,0.9,"The patient's presentation and diagnostic findings suggest thyroid cancer, likely papillary thyroid carcinoma given the suspicious cytology and the fact that it's a common type of thyroid cancer. Cervical lymph nodes are a common initial site for metastasis in thyroid cancer, especially papillary thyroid carcinoma."
186,196,"A 13-month-old boy is brought to the physician for a well-child examination. Physical examination shows hepatosplenomegaly. A venous blood sample obtained for routine screening tests is milky. After refrigeration, a creamy supernatant layer appears on top of the sample. Genetic analysis shows a mutation in the apolipoprotein C-II gene (APOC2) on chromosome 19. This patient is at greatest risk for developing which of the following complications?",Myocardial infarction,Corneal arci,Cholesterol embolization syndrome,Cerebrovascular accident,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's condition is likely familial chylomicronemia syndrome due to a mutation in the APOC2 gene, leading to severe hypertriglyceridemia. This condition is associated with an increased risk of pancreatitis and, to a lesser extent, other vascular complications. Cerebrovascular accident is a plausible complication due to the potential for hyperviscosity and vascular effects, although pancreatitis is more directly related; however, among the given options, cerebrovascular accident is the most directly related to the condition described.""
}",D,,0.8,"The patient's condition is likely familial chylomicronemia syndrome due to a mutation in the APOC2 gene, leading to severe hypertriglyceridemia. This condition is associated with an increased risk of pancreatitis and, to a lesser extent, other vascular complications. Cerebrovascular accident is a plausible complication due to the potential for hyperviscosity and vascular effects, although pancreatitis is more directly related; however, among the given options, cerebrovascular accident is the most directly related to the condition described."
187,197,"A 16-year-old girl is brought to the physician by her father because of concerns about her behavior during the past 2 years. She does not have friends and spends most of the time reading by herself. Her father says that she comes up with excuses to avoid family dinners and other social events. She states that she likes reading and feels more comfortable on her own. On mental status examination, her thought process is organized and logical. Her affect is flat. Which of the following is the most likely diagnosis?",Schizoid personality disorder,Antisocial personality disorder,Schizophreniform disorder,Autism spectrum disorder,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's preference for solitude, lack of friends, and flat affect are characteristic of schizoid personality disorder. Her organized and logical thought process rules out more severe disorders like schizophrenia or schizophreniform disorder.""
}",A,,0.8,"The patient's preference for solitude, lack of friends, and flat affect are characteristic of schizoid personality disorder. Her organized and logical thought process rules out more severe disorders like schizophrenia or schizophreniform disorder."
188,199,"A 37-year-old man comes to the emergency department with the chief complaint of a high fever for several days. In addition to the fever, he has had malaise, chest pain, and a dry cough. He recently went on vacation to South America but has returned to his job delivering packages. He has several friends who recently had influenza. Hi temperature is 102.8F (39.3 C), blood pressure is 137/80 mmHg, pulse is 104/min, respirations are 19/min, and oxygen saturation is 98%. Chest exam reveals a deep noise found bilaterally in the lung bases. Chest radiograph reveals a wider area of opacity near the heart and bilateral lung infiltrates. Which of the following is characteristic of the most likely organism responsible for this patient's symptoms?",Captain's wheel appearance,Cultured on charcoal and yeast,D-glutamate capsule,Found in desert sand,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms and radiographic findings are suggestive of atypical pneumonia, and his recent travel to South America increases the likelihood of certain pathogens. The description is consistent with Legionnaires' disease, caused by Legionella pneumophila, which is cultured on buffered charcoal yeast extract (BCYE) agar, making option B the most likely characteristic of the causative organism.""
}",B,,0.8,"The patient's symptoms and radiographic findings are suggestive of atypical pneumonia, and his recent travel to South America increases the likelihood of certain pathogens. The description is consistent with Legionnaires' disease, caused by Legionella pneumophila, which is cultured on buffered charcoal yeast extract (BCYE) agar, making option B the most likely characteristic of the causative organism."
189,200,"A 64-year-old man comes to the emergency department because of a 2-day history of lower back pain, fever, and chills. He has had nausea but no vomiting during this time. He has hypertension, chronic kidney disease, and type 2 diabetes mellitus. Three months ago, he underwent amputation of his left third toe because of a non-healing ulcer. He has smoked a pack of cigarettes daily for 48 years. Current medications include hydrochlorothiazide, metoprolol, and insulin. His temperature is 39.4C (102.9F), pulse is 102/min, blood pressure is 150/94 mm Hg, and respirations are 18/min. Examination shows a 1-cm (0.4-in) round ulcer on the sole of his right foot. There is costovertebral angle tenderness on the left side. The abdomen is soft. Laboratory studies show:
Hemoglobin 11.5 g/dL
Leukocyte count 19,000/mm3
Serum
Na+ 140 mEq/L
Cl 102 mEq/L
K+ 5.0 mEq/L
HCO3 25 mEq/L
Urea nitrogen 65 mg/dL
Creatinine 2.4 mg/dL
Glucose 240 mg/dL
Urine
Blood 1+
Protein 1+
WBC 100/hpf
Nitrite 2+
WBC casts numerous
Urine and blood samples for culture and sensitivity tests are obtained. Which of the following is the most appropriate next step in management?""",Inpatient treatment with intravenous ciprofloxacin,Outpatient treatment with oral levofloxacin,Outpatient treatment with trimethoprim-sulfamethoxazole,Initiate hemodialysis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presents with symptoms and laboratory findings consistent with acute pyelonephritis, including fever, flank pain, and WBC casts in the urine. Given his severe symptoms, high fever, elevated leukocyte count, and compromised renal function, inpatient treatment with intravenous antibiotics is warranted. Ciprofloxacin is an appropriate choice for treating pyelonephritis.""
}",A,,0.9,"The patient presents with symptoms and laboratory findings consistent with acute pyelonephritis, including fever, flank pain, and WBC casts in the urine. Given his severe symptoms, high fever, elevated leukocyte count, and compromised renal function, inpatient treatment with intravenous antibiotics is warranted. Ciprofloxacin is an appropriate choice for treating pyelonephritis."
190,201,"A 66-year-old woman presents to her primary care provider with several days of left flank pain radiating to the abdomen and groin. The patient states that she has noticed a pink tinge to her urine as well. Of note, she has not had any fevers, but endorses several months of fatigue and constipation. The patient was previously healthy except for mild untreated hypertension. On exam, her temperature is 98.6F (37.0C), blood pressure is 130/84 mmHg, pulse is 76/min, and respirations are 12/min. On further workup, the patient is found to have calcium oxalate nephrolithiasis with hypercalciuria. Blood studies demonstrate increased parathyroid hormone (PTH) and hypercalcemia. Which of the following is the most likely cause?",Primary hyperparathyroidism,Pseudohypoparathyroidism,Pseudopseudohypoparathyroidism,Secondary hyperparathyroidism,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with hypercalcemia, increased PTH, and calcium oxalate nephrolithiasis is most consistent with primary hyperparathyroidism, a condition where one or more parathyroid glands are overactive, leading to excessive PTH secretion and subsequent hypercalcemia.""
}",A,,0.9,"The patient's presentation with hypercalcemia, increased PTH, and calcium oxalate nephrolithiasis is most consistent with primary hyperparathyroidism, a condition where one or more parathyroid glands are overactive, leading to excessive PTH secretion and subsequent hypercalcemia."
191,202,"A 2050-g (4.5-lb) female newborn and a 2850-g (6.3-lb) female newborn are delivered at 37 weeks' gestation to a 23-year-old, gravida 2, para 1 woman. The mother had no prenatal care. Examination of the smaller newborn shows a flattened nose and left-sided clubfoot. The hematocrit is 42% for the smaller newborn and 71% for the larger newborn. This pregnancy was most likely which of the following?",Monochorionic-diamniotic monozygotic,Dichorionic-diamniotic dizygotic,Monochorionic-monoamniotic monozygotic,Conjoined twins,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The significant difference in birth weight and hematocrit between the twins, along with the presence of congenital anomalies in the smaller twin, suggests twin-to-twin transfusion syndrome (TTTS), which is characteristic of monochorionic-diamniotic monozygotic twins.""
}",A,,0.9,"The significant difference in birth weight and hematocrit between the twins, along with the presence of congenital anomalies in the smaller twin, suggests twin-to-twin transfusion syndrome (TTTS), which is characteristic of monochorionic-diamniotic monozygotic twins."
192,203,A 54-year-old male makes an appointment with his primary care physician due to chronic fatigue that has left him unable to hike or do other physically demanding activities with his friends. He has well-controlled hypertension and diabetes but has otherwise been healthy. He does not smoke but drinks socially with his friends. Physical exam reveals enlarged nodules that are not tender to palpation. A biopsy is obtained showing a characteristic change in chromosome 18. The regulation of which of the following proteins will be most abnormal in this patient?,Caspase-8,CD15,Cyclin-dependent kinase 4,Ras pathway transcription factors,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation and biopsy result indicating a characteristic change in chromosome 18, likely involving the BCL2 gene, suggests follicular lymphoma. The t(14;18) translocation is common in follicular lymphoma, leading to overexpression of BCL2, which is related to cell cycle regulation and apoptosis. Cyclin-dependent kinase 4 (CDK4) is involved in cell cycle progression, and its dysregulation can be associated with various cancers, including lymphomas.""
}",C,,0.9,"The patient's presentation and biopsy result indicating a characteristic change in chromosome 18, likely involving the BCL2 gene, suggests follicular lymphoma. The t(14;18) translocation is common in follicular lymphoma, leading to overexpression of BCL2, which is related to cell cycle regulation and apoptosis. Cyclin-dependent kinase 4 (CDK4) is involved in cell cycle progression, and its dysregulation can be associated with various cancers, including lymphomas."
193,204,"A 28-year-old woman presents following a suicide attempt 2 days ago. She says that her attempt was a result of a fight with her boyfriend and that she slit her wrists in an attempt to keep him from breaking up with her. In the past, she has had many turbulent relationships, both romantic and in her family life. Her family members describe her as being very impulsive and frequently acting to manipulate peoples feelings. Since she was admitted to the hospital, she has spit at several staff members and alternated between sobbing and anger. She has no significant past medical history. The patient denies any history of smoking, alcohol use, or recreational drug use. Which of the following is the most likely diagnosis in this patient?",Histrionic personality disorder,Dependent personality disorder,Avoidant personality disorder,Narcissistic personality disorder,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's behavior and history suggest a personality disorder, but the information provided is not sufficient to definitively diagnose a specific type, as it requires more detailed assessment of long-term patterns and criteria for each disorder.""
}",,INSUFFICIENT_INFO,0.0,"The patient's behavior and history suggest a personality disorder, but the information provided is not sufficient to definitively diagnose a specific type, as it requires more detailed assessment of long-term patterns and criteria for each disorder."
194,205,"A 58-year-old male with a history of obesity and hypertension presents to his primary care physician for a follow-up visit. He reports that he feels well and has no complaints. He currently takes hydrochlorothiazide. His temperature is 98.6F (37C), blood pressure is 135/80 mmHg, pulse is 86/min, and respirations are 17/min. His BMI is 31 kg/m2. Results of a lipid panel are: Total cholesterol is 280 mg/dl, triglycerides are 110 mg/dl, HDL cholesterol is 40 mg/dl, and LDL cholesterol is 195 mg/dl. Her physician considers starting her on atorvastatin. Which of the following will most likely decrease after initiating this medication?",Mevalonate,Acetoacetyl-CoA,HMG-CoA,Diacyglycerol,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Atorvastatin is a statin that inhibits HMG-CoA reductase, the enzyme that converts HMG-CoA to mevalonate. Therefore, initiating atorvastatin will most likely decrease mevalonate production.""
}",A,,0.9,"Atorvastatin is a statin that inhibits HMG-CoA reductase, the enzyme that converts HMG-CoA to mevalonate. Therefore, initiating atorvastatin will most likely decrease mevalonate production."
195,207,"A 3-month-old boy presents to his pediatrician with persistent diarrhea, oral candidiasis, and signs and symptoms suggestive of respiratory syncytial virus (RSV) pneumonia. His weight is in the 10th percentile. He is being evaluated for an immunodeficiency disease. Laboratory results for the HIV are negative by PCR. Which of the following is the most likely cause of these findings in this patient?",Grossly reduced levels of B cells,An X-linked inheritance of HLA genes,Defective isotype switching,Selective IgA deficiency,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including persistent diarrhea, oral candidiasis, and RSV pneumonia at a young age, along with failure to thrive (weight in the 10th percentile) and negative HIV PCR, are suggestive of Severe Combined Immunodeficiency (SCID). SCID is characterized by grossly reduced levels of B cells and T cells, making option A the most likely cause.""
}",A,,0.9,"The patient's symptoms, including persistent diarrhea, oral candidiasis, and RSV pneumonia at a young age, along with failure to thrive (weight in the 10th percentile) and negative HIV PCR, are suggestive of Severe Combined Immunodeficiency (SCID). SCID is characterized by grossly reduced levels of B cells and T cells, making option A the most likely cause."
196,208,"A 46-year-old man is brought to the emergency department for evaluation of altered mental status. He was found on the floor in front of his apartment. He is somnolent but responsive when aroused. His pulse is 64/min, respiratory rate is 15/min, and blood pressure is 120/75 mm Hg. On physical examination, an alcoholic smell and slurred speech are noted. Neurological exam shows diminished deep tendon reflexes bilaterally and an ataxic gait. His pupils are normal. Blood alcohol concentration is 0.04%. An ECG shows no abnormalities. Which of the following is the most likely cause of this patient's symptoms?",Hypoglycemia,Cerebral ischemia,Ethanol intoxication,Cannabis intoxication,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms such as altered mental status, slurred speech, diminished deep tendon reflexes, and ataxic gait could be attributed to several causes, but given the low blood alcohol concentration (0.04%), ethanol intoxication is less likely. Hypoglycemia is a plausible cause given the altered mental status and can be associated with alcohol use, making it a likely diagnosis.""
}",A,,0.8,"The patient's symptoms such as altered mental status, slurred speech, diminished deep tendon reflexes, and ataxic gait could be attributed to several causes, but given the low blood alcohol concentration (0.04%), ethanol intoxication is less likely. Hypoglycemia is a plausible cause given the altered mental status and can be associated with alcohol use, making it a likely diagnosis."
197,209,A 3-week-old male newborn is brought to the physician because of an inward turning of his left forefoot. He was born at 38 weeks' gestation by cesarean section because of breech presentation. The pregnancy was complicated by oligohydramnios. Examination shows concavity of the medial border of the left foot with a skin crease just below the ball of the great toe. The lateral border of the left foot is convex. The heel is in neutral position. Tickling the lateral border of the foot leads to correction of the deformity. The remainder of the examination shows no abnormalities. X-ray of the left foot shows an increased angle between the 1st and 2nd metatarsal bones. Which of the following is the most appropriate next step in the management of this patient?,Foot abduction brace,Osteotomy of the metatarsals,Arthrodesis of the forefoot,Tarsometatarsal capsulotomy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation is consistent with metatarsus adductus, a common congenital foot deformity. The condition is often associated with breech presentation and oligohydramnios. The fact that tickling the lateral border of the foot leads to correction of the deformity suggests it is flexible, making conservative management with a foot abduction brace the most appropriate next step.""
}",A,,0.9,"The clinical presentation is consistent with metatarsus adductus, a common congenital foot deformity. The condition is often associated with breech presentation and oligohydramnios. The fact that tickling the lateral border of the foot leads to correction of the deformity suggests it is flexible, making conservative management with a foot abduction brace the most appropriate next step."
198,210,"A newborn is found to be extremely cyanotic immediately after birth. He then develops progressive respiratory failure and is admitted to the neonatal ICU. A single loud S2 heart sound is appreciated as well as a machine-like murmur at the left upper sternal border. Radiography shows an enlarged ""egg-shaped"" heart. The newborn is then taken for a atrial septostomy to alleviate the condition pending definitive surgical correction. Which of the following is the most likely cause of this newborn's condition?",Coarctation of the aorta,Persistent truncus arteriosus,Tetralogy of Fallot,Tricuspid atresia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation, including a single loud S2, machine-like murmur, and 'egg-shaped' heart on radiography, is highly suggestive of Transposition of the Great Arteries (TGA), for which an atrial septostomy is a common initial intervention. Persistent truncus arteriosus is the most likely cause among the given options to be associated with some similar features, but TGA is not listed; however, B is the closest in terms of having a single S2 and complex cyanotic heart disease.""
}",B,,0.9,"The clinical presentation, including a single loud S2, machine-like murmur, and 'egg-shaped' heart on radiography, is highly suggestive of Transposition of the Great Arteries (TGA), for which an atrial septostomy is a common initial intervention. Persistent truncus arteriosus is the most likely cause among the given options to be associated with some similar features, but TGA is not listed; however, B is the closest in terms of having a single S2 and complex cyanotic heart disease."
199,211,"A 38-year-old woman undergoes a partial thyroidectomy for an enlarged thyroid gland compressing the trachea. During surgery, a young surgeon ligates the inferior thyroid arteries as close to the poles as possible to prevent intraoperative hemorrhage. 2 weeks later, the patient presents to the outpatient clinic with hoarseness. What could be the most likely cause of her hoarseness?",Internal laryngeal nerve injury,Recurrent laryngeal nerve injury,Phrenic nerve damage,External laryngeal nerve injury,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's hoarseness after thyroidectomy is likely due to injury to the recurrent laryngeal nerve, which is closely associated with the inferior thyroid artery and can be damaged during ligation, especially if not done carefully near the thyroid gland.""
}",B,,0.9,"The patient's hoarseness after thyroidectomy is likely due to injury to the recurrent laryngeal nerve, which is closely associated with the inferior thyroid artery and can be damaged during ligation, especially if not done carefully near the thyroid gland."
200,213,"An 8-week-old male presents with his mother to the pediatrician for a well visit. The patient has been breastfed since birth, and usually feeds for 30 minutes every 2-3 hours. The patients mother is concerned that her milk production is not keeping up with the patients nutritional requirements. She reports that about two weeks ago the patient began regurgitating breastmilk through his nose and mouth after some feeds. She reports that he seems mildly upset during the episodes of regurgitation but usually settles down quickly and is hungry again soon afterwards. The patients mother has already tried limiting the volume of each feed, which seems to have reduced the frequency of the regurgitation. She denies any diarrhea, hematochezia, or family history of food allergies. Her older son had a similar problem with vomiting that resolved around 12 months of age. Four weeks ago, the patients height and weight were in the 40th and 34th percentiles, respectively. His height and weight are now respectively in the 37th and 36th percentiles. On physical exam, the patient is cooing in his mothers lap and smiles reciprocally with her. He lifts his head and shoulders off the examination table when placed in the supine position. His abdomen is soft, non-tender and non-distended. Bowel sounds are normoactive.

Which of the following is the best next step in management?",Initiate proton pump inhibitor,Obtain abdominal ultrasound,Reassurance and counseling on positioning,Switch to hydrolyzed formula,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of regurgitation after feeding, which have improved with limiting feed volume, along with normal growth and development, are consistent with gastroesophageal reflux (GER), a common condition in infants. Reassurance and counseling on positioning are appropriate initial management steps for uncomplicated GER.""
}",C,,0.9,"The patient's symptoms of regurgitation after feeding, which have improved with limiting feed volume, along with normal growth and development, are consistent with gastroesophageal reflux (GER), a common condition in infants. Reassurance and counseling on positioning are appropriate initial management steps for uncomplicated GER."
201,214,"A 22-year-old woman presents to the emergency department for abdominal pain. The patient has been trying to get pregnant and was successful recently, but now she is experiencing abdominal pain, contractions, and a bloody vaginal discharge. According to her last appointment with her primary care provider, she is 10 weeks pregnant. The patient has a past medical history of constipation, anxiety, and substance abuse. She is not currently taking any medications. Her temperature is 99.5F (37.5C), blood pressure is 107/58 mmHg, pulse is 90/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for a bloody vaginal discharge and an open cervix. The patient is initially extremely grateful for the care she is receiving and thanks the doctor and the nursing staff for saving her baby. Upon hearing the news that she is having a spontaneous abortion, the patient becomes angry and aggressive and states that her physician and the medical staff are incompetent, evil, and she is going to sue all of them. The patient is left to grieve but upon entering the room again you notice that the patient has new lacerations over her wrists and that some of the medical equipment in the room is broken. Which of the following is the most likely diagnosis?",Antisocial personality disorder,Borderline personality disorder,Normal grief response,Post-traumatic stress disorder,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's rapid shift from gratitude to anger and aggression, along with self-harm (new lacerations over her wrists) and destructive behavior (broken medical equipment), are characteristic of borderline personality disorder, which is marked by unstable emotions, impulsivity, and intense interpersonal relationships.""
}",B,,0.9,"The patient's rapid shift from gratitude to anger and aggression, along with self-harm (new lacerations over her wrists) and destructive behavior (broken medical equipment), are characteristic of borderline personality disorder, which is marked by unstable emotions, impulsivity, and intense interpersonal relationships."
