row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
217,41a7ce8c8516e154ca2e49f4d26e8bdce904825753776f0bd2654e5e50433673,"35)	During a regular checkup of an 8-year-old child, you note a loud first heart sound with a fixed and widely split second heart sound at the upper left sternal border that does not change with respirations. The patient is otherwise active and healthy. Which of the following heart lesions most likely explains these findings?",Atrial septal defect (ASD),. Ventricular septal defect (VSD),Isolated tricuspid regurgitation,Tetralogy of Fallot,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical findings of a loud first heart sound and a fixed, widely split second heart sound are characteristic of an atrial septal defect (ASD), as the abnormal splitting is due to the increased volume of blood flowing through the pulmonary valve, which is a hallmark of ASD.""
}",A,,0.9,"The clinical findings of a loud first heart sound and a fixed, widely split second heart sound are characteristic of an atrial septal defect (ASD), as the abnormal splitting is due to the increased volume of blood flowing through the pulmonary valve, which is a hallmark of ASD."
218,d5bad7ed3097d839e3904e886bf761fec63fbba8ca4ce740cf625347a57f51b8,"A 28-year-old man is brought by ambulance to the emergency department after falling from the roof of his home four hours ago. Upon initial evaluation, he has visible deformities of his bilateral lower extremities and a positive FAST exam. Heart rate is 135, blood pressure 85/58, and urine output is 40 cc over 3 hours. According to ATLS guidelines, what percentage of his blood volume has this patient likely lost?",40-50%,<15%,15-30%,>50%,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is showing signs of Class III hemorrhagic shock according to ATLS guidelines, characterized by tachycardia, decreased blood pressure, and decreased urine output, indicating a blood loss of 1500-2000 mL or 30-40% of total blood volume, which is closest to the 15-30% range among the given options, but actually slightly above it; however, given the choices, C is the most appropriate.""
}",C,,0.9,"The patient is showing signs of Class III hemorrhagic shock according to ATLS guidelines, characterized by tachycardia, decreased blood pressure, and decreased urine output, indicating a blood loss of 1500-2000 mL or 30-40% of total blood volume, which is closest to the 15-30% range among the given options, but actually slightly above it; however, given the choices, C is the most appropriate."
219,a0a0b76b38c380a8eb48fa33adaa135bf414ba2d93f25dd2d1571cbf7e545469,"A 75-year-old patient presents to the ER after a sudden syncopal episode. He is again alert and in retrospect describes occasional substernal chest pressure and shortness of breath on exertion. His lungs have a few bibasilar rales, and his blood pressure is 110/80. Which of the following classic findings should you expect to hear on cardiac auscultation?",A harsh systolic crescendo-decrescendo murmur heard best at the upper right sternal border,A diastolic decrescendo murmur heard at the mid-left sternal border,A holosystolic murmur heard best at the apex,A midsystolic click,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of substernal chest pressure, shortness of breath on exertion, and syncope, along with bibasilar rales, suggest severe aortic stenosis, which is characterized by a harsh systolic crescendo-decrescendo murmur best heard at the upper right sternal border.""
}",A,,0.8,"The patient's symptoms of substernal chest pressure, shortness of breath on exertion, and syncope, along with bibasilar rales, suggest severe aortic stenosis, which is characterized by a harsh systolic crescendo-decrescendo murmur best heard at the upper right sternal border."
220,f4013648bea0c0b413bfc62c83dd8b536eeccf55c2bd55cdfc021cc9402fd480,"A 9-year old boy presented with fever, vomiting, abdominal pain and passage of dark urine. He took a hypodermic injection for a foot injury in the preceding month. Physical examination revealed axillary temperature of 38.1⁰C, heart rate of 80/minute, moderate pallor and 6 cm tender hepatomegaly. The most likely diagnosis in the patient is:",Septicaemia.,Congestive cardiac failure.,Severe malaria.,Viral hepatitis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms such as fever, vomiting, abdominal pain, dark urine, and tender hepatomegaly are suggestive of liver pathology, likely viral hepatitis, especially given the recent history of an injection which could imply a risk of hepatitis transmission.""
}",D,,0.8,"The patient's symptoms such as fever, vomiting, abdominal pain, dark urine, and tender hepatomegaly are suggestive of liver pathology, likely viral hepatitis, especially given the recent history of an injection which could imply a risk of hepatitis transmission."
221,d63b09f726cfe074f2f66537b8ddd5abcc3d8f90378f5703b7f4e95390a52551,A 20-year-old man is brought to the emergency room after rupturing his spleen in a motorcycle accident. His blood pressure on admission is 80/60 mmHg. Analysis of arterial blood gases demonstrates metabolic acidosis. This patient is most likely suffering from which of the following conditions?,Cardiogenic shock,Neurogenic shock,Septic shock,Acute pancreatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's condition is most likely hypovolemic shock due to blood loss from the ruptured spleen, indicated by low blood pressure and metabolic acidosis. None of the given options directly match this diagnosis.""
}",,NO_VALID_OPTION,0.0,"The patient's condition is most likely hypovolemic shock due to blood loss from the ruptured spleen, indicated by low blood pressure and metabolic acidosis. None of the given options directly match this diagnosis."
222,5d0690a27a1894785ec024fd755728d356573d074acf86418e829aad653ad366,"An otherwise healthy 45-year-old schizophrenic comes to his psychiatrist for a routine visit. He has had a poor response to several trials of typical antipsychotics, as well as to risperidone and olanzapine. His psychiatrist recommends a trial of clozapine. Which of the following baseline tests should be ordered on this patient before starting this drug?",Liver function tests,Thyroid function tests,EEG,Blood urea nitrogen (BUN),"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""Before starting clozapine, the recommended baseline test is a complete blood count (CBC) due to the risk of agranulocytosis, which is not listed among the options.""
}",,NO_VALID_OPTION,0.0,"Before starting clozapine, the recommended baseline test is a complete blood count (CBC) due to the risk of agranulocytosis, which is not listed among the options."
223,e69eb1ce8c0d8ebcd234a090ed1476ff3bbbd20d396db551e02083b415c4926c,"A 19-year-old man is seen in the emergency department 20 minutes after a high-speed head-on collision with a tree, in which his car caught fire. He was not wearing a seat belt and was ejected from the vehicle. In the emergency department, he is alert, but he does not remember what happened. He admits to drinking a few beers earlier. Blood pressure is 75/40 mmHg and heart rate 140. His airway is patent. Breath sounds are equal bilaterally. Arterial blood gases reveal a Pa O 2 of 140, Sa O 2 of 98%, Pa CO 2 of 34, and p H of 7.33. He has burns to 15% TBSA, involving his anterior trunk and legs. His abdomen is covered with burns but appears distended; tenderness is hard to determine because of painful burn wounds. What is the most likely cause of his hypotension?",Smoke inhalation injury,Burn shock,Intra-abdominal hemorrhage,Ethanol intoxication,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient is hypotensive with a distended abdomen, suggesting intra-abdominal hemorrhage, which is a common injury in high-speed collisions, especially with ejection from the vehicle. The presence of burns on the abdomen complicates the assessment of tenderness, but the distension is a key indicator. Burn shock typically develops later and is less likely to be the immediate cause of hypotension in the context of acute trauma.""
}",C,,0.8,"The patient is hypotensive with a distended abdomen, suggesting intra-abdominal hemorrhage, which is a common injury in high-speed collisions, especially with ejection from the vehicle. The presence of burns on the abdomen complicates the assessment of tenderness, but the distension is a key indicator. Burn shock typically develops later and is less likely to be the immediate cause of hypotension in the context of acute trauma."
224,858781fc9cd7ddb0b67c6c339b0a66537d8b97433f2609f0f302562ea1de11cb,"Physical examination in pneumomediastinum reveals subcutaneous emphysema in suprasternal notch & Hamman’s sign, which is a crunching or clicking noise synchronous with heartbeat & best heard in what patient position?




 
",Tripod,Upright,Prone,Supine,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""Hamman's sign is best heard in the left lateral decubitus position, but among the given options, the supine position is the closest to this and is often considered the best option listed for hearing the sound, as it allows the heart to be closer to the chest wall.""
}",D,,1.0,"Hamman's sign is best heard in the left lateral decubitus position, but among the given options, the supine position is the closest to this and is often considered the best option listed for hearing the sound, as it allows the heart to be closer to the chest wall."
225,d3202c12dff76c91c1083b5cbd05a456a27e4fe7eaa19556d5630fac46071611,"A 22-year-old female presents with palpitations, anxiety, and heat intolerance. 
A small smooth goitre is palpated. She has fine tremors and sweaty palms. Her blood pressure is 126/72 mmHg, and pulse is 98 bpm and regular. Thyroid-stimulating hormone (TSH) level is < 0.01 m IU/L , and both her T 4 and T 3 are elevated. Thyroid scanning reveals a uniformly increased uptake of technetium. What diagnosis best fits with this clinical picture?",Toxic adenoma,Hashimoto’s thryroiditis,Toxic multinodular goiter,Subacute thyroiditis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation and lab results suggest Graves' disease, characterized by hyperthyroidism symptoms, suppressed TSH, elevated T4 and T3, and uniformly increased technetium uptake. None of the given options directly correspond to Graves' disease.""
}",,NO_VALID_OPTION,0.0,"The clinical presentation and lab results suggest Graves' disease, characterized by hyperthyroidism symptoms, suppressed TSH, elevated T4 and T3, and uniformly increased technetium uptake. None of the given options directly correspond to Graves' disease."
226,b6b00ef71cbe1d5a6bd654fbb92e14e75c2912cb54b8300f72efc6a543c85e2d,"A 39-year-old, para 0 woman attends for an elective caesarean section for breech presentation Her BMI is 25. She undergoes an uncomplicated procedure and is mobile on the ward the same day. What is the most appropriate step in venous thromboembolism prophylaxis","Early mobilisation, prevention of dehydration","Early mobilisation, prevention of dehydration, therapeutic low molecular weight heparin for at least 10 days","Early mobilisation, prevention of dehydration, prophylactic dose low molecular weight heparin for at least 3 days",Prevention of dehydration and thromboembolic stockings,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient underwent a caesarean section, which is a risk factor for venous thromboembolism (VTE). According to guidelines, women having an elective caesarean section with additional risk factors (e.g., breech presentation may imply other risk factors, and her age is over 35) should receive prophylactic low molecular weight heparin (LMWH) for at least 3 days, along with early mobilisation and prevention of dehydration.""
}",C,,0.9,"The patient underwent a caesarean section, which is a risk factor for venous thromboembolism (VTE). According to guidelines, women having an elective caesarean section with additional risk factors (e.g., breech presentation may imply other risk factors, and her age is over 35) should receive prophylactic low molecular weight heparin (LMWH) for at least 3 days, along with early mobilisation and prevention of dehydration."
227,f2377221031804679996177eac3743f12d48f1fb6743ce9620d07ff4df66b556,Almost two-thirds of filtered Na+ is reabsorbed in the proximal convoluted tubule. 25-30% occurs via apical Na+- K+- 2 Cl–co-transporter. 5% occurs in Distal convoluted tubule mediated by thiazide-sensitive Na+- Cl– co-transporter. Na+ reabsorption also occurs in cortical and medullary collecting ducts. Reabsorption of filtered sodium mediated by ‘Na+-K+-2 Cl cotransporter’ occurs in?,Proximal convoluted tubule,Thick ascending limb of the loop of Henle,Distal convoluted tubule,Cortical collecting ducts,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""The Na+-K+-2 Cl cotransporter is specifically mentioned to be responsible for 25-30% of Na+ reabsorption, and it is known to be primarily located in the thick ascending limb of the loop of Henle.""
}",B,,1.0,"The Na+-K+-2 Cl cotransporter is specifically mentioned to be responsible for 25-30% of Na+ reabsorption, and it is known to be primarily located in the thick ascending limb of the loop of Henle."
228,e0b9d0d313794a4a73a4fd181d4234dd75ef1130f2683351f71d17d08f7a1f45,"A 28-year-old man comes to clinic because of an inguinal hernia. He works as a stonemason and first noticed the hernia when he developed a painful bulge while lifting a bag of cement. He has otherwise been healthy and takes no medications. An open inguinal hernia repair with mesh has been recommended. During a discussion of the anticipated risks, which of the following represents the most common complication?",Recurrence,Urinary retention,Reduced fertility,Chronic pain,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Urinary retention is a relatively common complication following inguinal hernia repair, particularly in the immediate postoperative period, due to factors like anesthesia, pain, and surgical stress.""
}",B,,0.8,"Urinary retention is a relatively common complication following inguinal hernia repair, particularly in the immediate postoperative period, due to factors like anesthesia, pain, and surgical stress."
229,0a130c88f711efd8a524a78d9562f81b26c77cfce5208edfe2f666504c8bf1ba,A 45-year-old woman is undergoing an abdominal hysterectomy for a history of heavy menstrual bleeding that has not responded to medical treatment. The patient has a past history of pelvic pain and the operation notes from a previous laparoscopy comment that the patient had 'pelvic adhesions' What is the most appropriate action in terms of protecting the ureter?,Mobilise the entire ureter with the aid of electrosurgery to reduce the blood loss,Perform preoperative ureteric stenting,Perform a preoperative MRI and Intravenous urogram to assess the ureters,Perform a preoperative MRI,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Preoperative ureteric stenting is considered a protective measure for ureteric injury, especially in surgeries with anticipated difficulty due to conditions like pelvic adhesions. This can aid in identifying the ureters during dissection.""
}",B,,0.8,"Preoperative ureteric stenting is considered a protective measure for ureteric injury, especially in surgeries with anticipated difficulty due to conditions like pelvic adhesions. This can aid in identifying the ureters during dissection."
230,28187505c83e90d58d8aee0142f83a25de795c3a3e0198caab7c468dec27af5e,"An 8-month old infant presents with the history of excessive crying and associated passage of bloody mucoid stool. These symptoms were preceded by an upper respiratory tract infection. On examination he is pale, irritable with palpable sausage shaped mass in the abdomen. The most likely diagnosis is:",Pyloric stenosis,Duodenal Atresia,Hemolytic uraemic syndrome,Intussusception,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of an 8-month-old infant with excessive crying, bloody mucoid stool, and a palpable sausage-shaped abdominal mass, following an upper respiratory tract infection, is highly suggestive of intussusception, a condition where a part of the intestine telescopes into another part.""
}",D,,0.9,"The clinical presentation of an 8-month-old infant with excessive crying, bloody mucoid stool, and a palpable sausage-shaped abdominal mass, following an upper respiratory tract infection, is highly suggestive of intussusception, a condition where a part of the intestine telescopes into another part."
231,3393fbe758782063491b13af3d754c9bffc4d005cd164200046f80a1cca0981d,"A 55-year-old diabetic lady presents with right upper quadrant pain for the past 2 days. She has had shorter episodes of similar pain on and off over the preceding 2 years. On examination she is febrile, has jaundice and right upper quadrant tenderness. What is the most likely diagnosis?",Biliary Colic,Acute Cholangitis,Choledocholithiasis,Acute Pancreatitis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presents with Charcot's triad - right upper quadrant pain, fever, and jaundice, which is highly suggestive of Acute Cholangitis, a condition often caused by obstruction of the bile duct, commonly by gallstones.""
}",B,,0.9,"The patient presents with Charcot's triad - right upper quadrant pain, fever, and jaundice, which is highly suggestive of Acute Cholangitis, a condition often caused by obstruction of the bile duct, commonly by gallstones."
232,dd41dc5c4f9365c9957bcb0fb11dbc04c57f3a319593161844486927faabf5af,. A 23-year-old woman with history of previously well controlled Type 1 diabetes reports with having multiple recent episodes of hypoglycaemia. Her blood pressure is 100/60 mmHg with a postural drop of 10 mmHg. Initial investigations done were significant for a normocytic anaemia with haemoglobin of 10 g/dL and sodium of 130 mmol/L . Which of the following is most likely to determine the underlying diagnosis?,Serum iron studies,Paired serum and urine osmolality,Continuous glucose monitoring,Short Synacthen test,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's history of Type 1 diabetes, recent episodes of hypoglycaemia, postural hypotension, normocytic anaemia, and hyponatraemia suggest adrenal insufficiency, which can be confirmed by a Short Synacthen test assessing cortisol response to synthetic ACTH.""
}",D,,0.9,"The patient's history of Type 1 diabetes, recent episodes of hypoglycaemia, postural hypotension, normocytic anaemia, and hyponatraemia suggest adrenal insufficiency, which can be confirmed by a Short Synacthen test assessing cortisol response to synthetic ACTH."
233,f23622378f9823c430c70c770af480c7805beb9bc92b7dc580366ef69df8a03e,A 20 year old medical student presents with acute onset ascending weakness of the lower limbs. There is associated ophthalmoplegia and ataxic gait. There is a preceding upper respiratory tract infection. What is the likely diagnosis?,Stroke,Transverse myelitis,Poliomyelitis,Miller-Fisher syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of ascending weakness, ophthalmoplegia, and ataxic gait following an upper respiratory tract infection are characteristic of Miller-Fisher syndrome, a variant of Guillain-Barré Syndrome.""
}",D,,0.9,"The patient's symptoms of ascending weakness, ophthalmoplegia, and ataxic gait following an upper respiratory tract infection are characteristic of Miller-Fisher syndrome, a variant of Guillain-Barré Syndrome."
234,f1036298340615dcb9c268cd6222b6be34f29f3239b21152c4ae1aac5b6e00e9,21.45-year-old morbidly obese with tortuous dilated elongated veins along the lower limbs. The distended veins were associated with swelling of the legs and ankles. The patients noticed the distended vessels during her last pregnancy when she was 38 years old. She has noticed an ulcer just above the medial malleolus of the right leg with pruritic margins. What is most likely diagnosis,c.Neurotrophic ulcer,e.Gestational ulcer,b.Decubitus ulcer,d.Diabetic ulcer,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of tortuous dilated elongated veins, swelling, and ulceration above the medial malleolus are indicative of varicose veins and associated venous ulceration, which can be exacerbated by pregnancy. The condition is most likely related to her history of pregnancy, making 'Gestational ulcer' or more accurately, a venous ulcer associated with varicose veins first noticed during pregnancy, the most plausible diagnosis among the given options.""
}",B,,0.8,"The patient's symptoms of tortuous dilated elongated veins, swelling, and ulceration above the medial malleolus are indicative of varicose veins and associated venous ulceration, which can be exacerbated by pregnancy. The condition is most likely related to her history of pregnancy, making 'Gestational ulcer' or more accurately, a venous ulcer associated with varicose veins first noticed during pregnancy, the most plausible diagnosis among the given options."
235,ac023df1c1b9c72aa51e356d0117711d143936e0cc3452257e68d9b68b17a887,"A 46-year-old man is diagnosed with an estrogen receptor-positive invasive ductal carcinoma of the right breast after having discovered a lump 3 months before. The patient is found to have multiple involved axillary lymph nodes, and the tumor is of an aggressive phenotype. The most appropriate treatment option for this patient is:",Cytotoxic chemotherapy and Tamoxifen but no surgery,Mastectomy + axillary clearance + systemic chemotherapy + radiotherapy and  Tamoxifen,Wide local excision and Tamoxifen only,Mastectomy + postoperative radiotherapy only,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has an aggressive estrogen receptor-positive invasive ductal carcinoma with multiple involved axillary lymph nodes, indicating a need for comprehensive treatment including surgery, systemic chemotherapy, radiotherapy, and hormone therapy to address both local and systemic disease.""
}",B,,0.9,"The patient has an aggressive estrogen receptor-positive invasive ductal carcinoma with multiple involved axillary lymph nodes, indicating a need for comprehensive treatment including surgery, systemic chemotherapy, radiotherapy, and hormone therapy to address both local and systemic disease."
236,20ba04d3e6c3c24c9941907c693f257c0bb1299a9745828f99060474b1bb0cc5,"47)	A 15-month-old infant has been breastfed since birth. He eats finger foods (eg, peas, carrots) and occasionally some cereal. His mother adheres to a vegan diet and plans the same for her child. A complete blood count documents anemia. Of the following, the MOST likely cause of this infant's anemia is a deficiency of",folic acid,niacin,riboflavin,Thiamine,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The most likely cause of anemia in a vegan infant is vitamin B12 deficiency, which is not listed among the options.""
}",,NO_VALID_OPTION,0.0,"The most likely cause of anemia in a vegan infant is vitamin B12 deficiency, which is not listed among the options."
237,1845425d7c8d72a719528060a36ce004926926a5f3f5727aada016027d9293c5,"74-year-old man has a recent diagnosis of adenocarcinoma of the distal esophagus. He has a long history of reflux and Barrett’s esophagus, and a recent upper endoscopy and biopsies confirmed the diagnosis. A staging workup is planned. What is the best study for assessing T (tumor invasion depth)?",Barium swallow,Upper endoscopy with rebiopsy,Positron emission tomography (PET) scan,CT scan with oral and intravenous contrast,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Upper endoscopy with rebiopsy is the best study for assessing T (tumor invasion depth) as it allows direct visualization and sampling of the tumor, providing detailed information about its local extent and invasion depth.""
}",B,,0.9,"Upper endoscopy with rebiopsy is the best study for assessing T (tumor invasion depth) as it allows direct visualization and sampling of the tumor, providing detailed information about its local extent and invasion depth."
238,732afaea3fb778bcf7e1865177ddc9f88ca85cb4fb3e1ad9dbc0566357f3ec8c,"A 65-year-old man presents with a 3-cm hard mass in the right upper cervical region (Level II). If this is a metastatic lymph node, which of the following is the most likely primary site for the malignancy",The oral cavity.,The maxillary sinus,The thyroid,The upper trachea,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""A hard mass in the right upper cervical region (Level II) is suggestive of metastatic lymph node, and the most common primary site for such a metastasis in this location is typically from the head and neck region, with the oral cavity being a common primary site due to its rich lymphatic drainage to the upper cervical lymph nodes.""
}",A,,0.8,"A hard mass in the right upper cervical region (Level II) is suggestive of metastatic lymph node, and the most common primary site for such a metastasis in this location is typically from the head and neck region, with the oral cavity being a common primary site due to its rich lymphatic drainage to the upper cervical lymph nodes."
239,6f17e132dd4155cf9fb1a70ef7832b7b1e1394f4c7b858149d6e2ab82024cc75,"A 62-year-old is due to undergo a hysteroscopy due to a thickened endometrium detected as part of her investigations for postmenopausal bleeding. 
Which medication should be used to 'prime' the cervix prior to the hysteroscopy?",Mifepristone,Misoprostol,No medication required,Non-steroidal anti-inflammatory,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Misoprostol is a prostaglandin E1 analogue that is commonly used to soften and dilate the cervix before hysteroscopy, especially in postmenopausal women where the cervix may be more stenotic.""
}",B,,0.9,"Misoprostol is a prostaglandin E1 analogue that is commonly used to soften and dilate the cervix before hysteroscopy, especially in postmenopausal women where the cervix may be more stenotic."
240,cb1f179e7b761b62ae346876f02fe2c12b3e534ae4d845dbae3381678dcd73d2,A 68-year-old woman is admitted at the medical ward for acute kidney injury. Results of her kidney function test come in showing a potassium level of 7.0 mmol/L . What is the appropriate medication to give next in her management?,Calcium resonium,Insulin and dextrose,Calcium gluconate,Salbutamol,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""The patient has hyperkalemia (potassium level of 7.0 mmol/L), which is a medical emergency. The immediate management involves stabilizing cardiac membranes, and the appropriate medication for this is calcium gluconate.""
}",C,,1.0,"The patient has hyperkalemia (potassium level of 7.0 mmol/L), which is a medical emergency. The immediate management involves stabilizing cardiac membranes, and the appropriate medication for this is calcium gluconate."
241,47ea9e31bf2bf135fa3aa1096125641e7ccebe3f38f056f64abc5571bde9379d,"A 4-hour old baby delivered at 29 weeks of gestation has a loud grunt, respiratory rate of 96/minute, SPO 2 of 57%, flaring of alae nasi and mild chest wall retraction at the sixth hours of life. The most likely diagnosis is:",Congenital diaphragmatic hernia,Transient Tachypnea of the Newborn,Congenital pneumonia,Respiratory distress syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The baby is preterm (29 weeks), showing signs of respiratory distress (grunt, tachypnea, low SPO2, flaring, and retraction) shortly after birth, which are characteristic of Respiratory Distress Syndrome (RDS), a condition common in preterm infants due to surfactant deficiency.""
}",D,,0.9,"The baby is preterm (29 weeks), showing signs of respiratory distress (grunt, tachypnea, low SPO2, flaring, and retraction) shortly after birth, which are characteristic of Respiratory Distress Syndrome (RDS), a condition common in preterm infants due to surfactant deficiency."
242,6763232c56742e8bf6bd3ec54acff0c1f17bcb8ee3ffd0248d905e5c91b89615,"A 33-year-old man complains of episodes of severe unilateral headache. The pain is localized to one cheekbone and is described as “like an icepick.” Each headache lasts 30 to 60 min but may recur several times a day; walking around helps the pain somewhat. He notices lacrimation of the eye on the affected side, usually associated with clear rhinorrhea. What is the likely diagnosis?",Migraine headache,Sinusitis,Brain tumor,Temporal arteritis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms, including severe unilateral headache, lacrimation, and clear rhinorrhea, are characteristic of cluster headache, a subtype of trigeminal autonomic cephalalgia, which is often classified under migraine headache disorders in broader categorizations.""
}",A,,0.8,"The patient's symptoms, including severe unilateral headache, lacrimation, and clear rhinorrhea, are characteristic of cluster headache, a subtype of trigeminal autonomic cephalalgia, which is often classified under migraine headache disorders in broader categorizations."
243,c66dac7de40a0c11e9c20b00f59135670c17349db3f0786c282252fc7716ebd7,A 39-year-old male presents with severe epigastric abdominal pain and vomiting. He prefers to sit bending forward. He has a tinge of jaundice and his abdomen is tender with an echymotic periumbilical region. What should be considered in this patient’s evaluation?,A perforated duodenal ulcer is the most likely cause of his pain,Associated fever and joint pains would exclude an autoimmune  aetiology of his condition,History of a preceding endoscopic procedure is significant in the history taking,A low  serum calcium report is of aetiological significance in his laboratory workup,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation is suggestive of acute pancreatitis, indicated by severe epigastric pain, vomiting, jaundice, abdominal tenderness, and an ecchymotic periumbilical region (Cullen's sign). A low serum calcium level is a significant finding in acute pancreatitis due to saponification. This makes option D a relevant consideration in his evaluation.""
}",D,,0.9,"The patient's presentation is suggestive of acute pancreatitis, indicated by severe epigastric pain, vomiting, jaundice, abdominal tenderness, and an ecchymotic periumbilical region (Cullen's sign). A low serum calcium level is a significant finding in acute pancreatitis due to saponification. This makes option D a relevant consideration in his evaluation."
244,e5bdfd300c64c33c4d488fa9fc92ad0f46fe63f13a1695fd4e82444cf6c6720c,"A 6 month old infant presented with multiple papules and exudative lesions on the face, scalp , trunk and few vesicles on the palms and soles for 2 weeks. His mother had history of itchy lesions. The most likely diagnosis is?",infantile eczema,Stevens Johnson’s Syndrome,impetigo contagiosa,infantile seborrheic dermatitis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The presence of multiple papules, exudative lesions, and vesicles on palms and soles in an infant, along with a maternal history of itchy lesions, is highly suggestive of scabies or atopic dermatitis (infantile eczema). Given the distribution and description, infantile eczema is a likely diagnosis.""
}",A,,0.8,"The presence of multiple papules, exudative lesions, and vesicles on palms and soles in an infant, along with a maternal history of itchy lesions, is highly suggestive of scabies or atopic dermatitis (infantile eczema). Given the distribution and description, infantile eczema is a likely diagnosis."
245,db13f2d5dcf73b0ab834e4c5a694e301ac9b3baf08e25a1192749d1a359f0038,"An 82-year-old woman complains of worsening headaches and episodes of transient visual loss and diplopia. When she chews, her jaw muscles ache until she stops chewing. Exam reveals a tender nodular right temporal artery. She has a mild normocytic anemia; sedimentation rate is 95.
What is the likely diagnosis?",Temporal arteritis,Brain tumor,Sinusitis,Temporomandibular joint dysfunction,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's symptoms, including headaches, transient visual loss, jaw claudication, tender nodular temporal artery, and elevated sedimentation rate, are classic for temporal arteritis, a form of giant cell arteritis.""
}",A,,0.95,"The patient's symptoms, including headaches, transient visual loss, jaw claudication, tender nodular temporal artery, and elevated sedimentation rate, are classic for temporal arteritis, a form of giant cell arteritis."
