row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
173,7d506f9fe412ee115e660e84eeae150c3f26ce5c87f26cca26406abaf5258d36,"A patient undergoes a challenging hysterectomy. A drain is left in the pelvis. You are called to review the patient eight hours later as the nurses have noted a high serous drain output and poor urinary output. What finding would identify if the drain fluid is urine (suggestive of a bladder/ureteric injury) or normal peritoneal fluid? 
",Peritoneal creatinine urine nitrogen,Peritoneal urea > urine urea,Serum creatinine à peritoneal creatinine,Serum nitrogen > drain fluid nitrogen levels,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Comparing serum creatinine to peritoneal creatinine can help identify if the drain fluid is urine. If the peritoneal creatinine is similar to serum creatinine, it's likely peritoneal fluid. If it's significantly higher, it suggests the fluid is urine, indicating a possible bladder or ureteric injury.""
}",C,,0.9,"Comparing serum creatinine to peritoneal creatinine can help identify if the drain fluid is urine. If the peritoneal creatinine is similar to serum creatinine, it's likely peritoneal fluid. If it's significantly higher, it suggests the fluid is urine, indicating a possible bladder or ureteric injury."
174,aaed87829b996f0a6cbded06fd4748e4e4b13b04b412b545b8b4cbda391071f3,"73)	Grace is a 4-year-old who attends A & E following profuse watery diarrhoea for 5 days and vomiting for 2 days. Her clinical findings are of lethargy, heart rate of 150 beats per minute, respiratory rate of 35/minute, capillary refill of 4 seconds and cold peripheries. What is the diagnosis?",b)	Gastroenteritis with moderate dehydration.,b)	Gastroenteritis with moderate dehydration.,e)	Metabolic alkalosis,d)	Metabolic acidosis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical findings of lethargy, tachycardia, prolonged capillary refill, and cold peripheries indicate severe dehydration, likely resulting in metabolic acidosis due to loss of bicarbonate in stool.""
}",D,,0.9,"The clinical findings of lethargy, tachycardia, prolonged capillary refill, and cold peripheries indicate severe dehydration, likely resulting in metabolic acidosis due to loss of bicarbonate in stool."
175,e5202915251565841de28bfa3002a72a84375abbf94a55d473e857560c882ff8,"A 30-year-old male complains of unilateral headaches with rhinorrhea and tearing of the eye on the side of the headache. Episodes are precipitated by alcohol. Headaches may become a problem for weeks to months, after which a headache-free period occurs. Which of the following
is the most likely diagnosis?",Migraine,Cluster headache,Sinusitis,Tension headache,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms described, including unilateral headaches with rhinorrhea and tearing on the same side, precipitation by alcohol, and episodic occurrence with headache-free periods, are characteristic of cluster headaches.""
}",B,,0.9,"The symptoms described, including unilateral headaches with rhinorrhea and tearing on the same side, precipitation by alcohol, and episodic occurrence with headache-free periods, are characteristic of cluster headaches."
176,3ad81eb501c69e070b0ed72aab798a3fa68915a988ad2a6d32384e84886a3b32,50. A 42-year-old woman was being prepared for a modified radical mastectomy. 2 units of blood was donated by the patient immediately before the commencement of the surgery. During the donation the patient was simultaneously being administered with crystalloids to maintain the circulating blood volume. The donated blood was to be used when if the patient needs it intra-operatively. What type of autologous transfusion is this called.,a.Preoperative Autologous Blood Donation,b.Acute Isovolaemic Haemodilution,c.Intra-operative blood salvage,d.Pre-operative blood salvage,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient donated blood immediately before surgery while being administered crystalloids to maintain circulating blood volume, which is characteristic of Acute Isovolaemic Haemodilution.""
}",B,,0.9,"The patient donated blood immediately before surgery while being administered crystalloids to maintain circulating blood volume, which is characteristic of Acute Isovolaemic Haemodilution."
177,0d95b83c34cbce959c6c52cf029df2860bb61a98d41e4334220453e3f0461b69,"A 34-year-old male presents to the Emergency Department with sudden onset paplpitations, difficulty breathing and chest pain. Heart rate is 180 bpm and regular. Blood pressure is 85/40 mmHg. ECG done shows a supraventricular tachycardia. What is the next appropriate step in his management?",Valsalva maneuver,Intravenous amiodarone,Intravenous adenosine,Intravenous verapamil,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is hemodynamically unstable due to supraventricular tachycardia, but the first line treatment for SVT is adenosine if the patient is stable. However, given the patient's instability (low BP), synchronized cardioversion is actually recommended, but it's not an option here. Among the given choices, adenosine is still a reasonable initial pharmacological attempt.""
}",C,,0.9,"The patient is hemodynamically unstable due to supraventricular tachycardia, but the first line treatment for SVT is adenosine if the patient is stable. However, given the patient's instability (low BP), synchronized cardioversion is actually recommended, but it's not an option here. Among the given choices, adenosine is still a reasonable initial pharmacological attempt."
178,2aa53398eb6c2ed8238ad9038335af3608d61d06e7b41cf7f97c8f5646fbe5bb,A 52-year-old man is diagnosed with Parkinson’s disease. He has recently started a second family with a new partner and is worried about dyskinesias associated with levodopa and complications of lung fibrosis that he has heard about with other drugs. Which of the following agents would you recommend?,Levodopa,Amantadine,Apomorphine,Cabergoline,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Amantadine is a reasonable initial treatment for Parkinson's disease, with a lower risk of dyskinesias compared to levodopa, and it is not associated with lung fibrosis.""
}",B,,0.8,"Amantadine is a reasonable initial treatment for Parkinson's disease, with a lower risk of dyskinesias compared to levodopa, and it is not associated with lung fibrosis."
179,2d2ef49c3844d7ae3157468c2c64510cb49ca58ac1c36c344ecf7e43d86b562f,"A 7-year old child presents with fever of four days duration and a massive swelling of the left thigh of a day duration. Examination reveals a well circumscribed, diffuse, fluctuant and tender swelling over the left inner thigh area. There was a history of a fall over the left thigh a week prior to the illness. Which of the following is the most likely diagnosis? 
Pathological fracture",Cellulitis,Septicaemia,Pyomyositis,Osteoarthirits of the hip joint,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's symptoms, including a fluctuant and tender swelling over the left inner thigh area following a history of a fall, are indicative of pyomyositis, which is a bacterial infection of the muscle that can lead to abscess formation.""
}",C,,0.9,"The child's symptoms, including a fluctuant and tender swelling over the left inner thigh area following a history of a fall, are indicative of pyomyositis, which is a bacterial infection of the muscle that can lead to abscess formation."
180,96cc1ab100ea97ca66f29629a5f16e0a1700d14375ee658da5b9a6445d1abca8,A 33-year old unconscious female patient has sustained a trauma and presents to the emergencysetting. The mechanism of the trauma is unclear but there is no immediately obvious external signs of injury or bleeding. Which of the following is true of cervical spine immobilization?,A c-collar is not necessary in this situation given that the patient is unconscious and not moving.,A c-collar is not necessary in this situation given that the patient has no  external signs of trauma.,A rigid c-spine collar should be applied.,A rigid c-spine collar should be applied and the patient should be maintained on a hard spinal board,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""In an unconscious trauma patient, cervical spine immobilization is crucial due to the inability to assess neck pain or neurological deficits. A rigid c-spine collar is a standard precaution to prevent potential cervical spine injury.""
}",C,,0.9,"In an unconscious trauma patient, cervical spine immobilization is crucial due to the inability to assess neck pain or neurological deficits. A rigid c-spine collar is a standard precaution to prevent potential cervical spine injury."
181,4065e73f0f99d4421814e488e40dc0797f1fc2d9c61a2734cc8459f9145f8cf6,"A neonate has excessive salivation and respiratory distress. Attempts to pass a nasogastric catheter fails because it coils at the back of the throat. A chest film shows a gasless abdomen and right upper lobe atelectasis. The most likely diagnosis is? 


 
 
 
",Esophageal atresia with distal tracheoesophageal fistula,Diaphragmatic hernia,“H-type” tracheoesophageal fistula,Esophageal atresia with proximal and distal fistula,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms and findings are classic for esophageal atresia with distal tracheoesophageal fistula, including failure to pass a nasogastric tube, gasless abdomen indicating no distal fistula is not entirely consistent but can be seen if the fistula is small or obstructed, and right upper lobe atelectasis.""
}",A,,0.9,"The symptoms and findings are classic for esophageal atresia with distal tracheoesophageal fistula, including failure to pass a nasogastric tube, gasless abdomen indicating no distal fistula is not entirely consistent but can be seen if the fistula is small or obstructed, and right upper lobe atelectasis."
182,738123cdf15d33ab348e8ceb9bbc3d6b42633e6bc08742e517f89b6c8aa33507,"
GFR may be assessed by the various methods except:                                                                                                                                                                   ",Using serum creatinine,Estimated GFR (eGFR).,Inulin.,Cystatin C.,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Serum creatinine alone is not a direct measure of GFR; it's used in formulas to estimate GFR, making option A the least direct method among those listed for assessing GFR.""
}",A,,0.9,"Serum creatinine alone is not a direct measure of GFR; it's used in formulas to estimate GFR, making option A the least direct method among those listed for assessing GFR."
183,1ddf80ca7fb1021e7e896ab2026499bd021b9be0b5cb2743eb71dde029feaf0b,A 40-year old presented to the gynaecologist with complaints of profuse vaginal discharge. There was no discharge from the cervix on speculum examination. The diagnosis of bacteria vaginosis was made based on the following on microscopy except:,Presence of Clue cells,Absence of lactobacill,Presence of Bacteroides.,Abundance of gram variable coccobacilli,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Bacterial vaginosis diagnosis is based on Amsel criteria or Nugent scoring. Presence of Clue cells, absence of lactobacilli, and abundance of gram-variable coccobacilli are relevant. Presence of Bacteroides is not a specific diagnostic criterion.""
}",C,,0.9,"Bacterial vaginosis diagnosis is based on Amsel criteria or Nugent scoring. Presence of Clue cells, absence of lactobacilli, and abundance of gram-variable coccobacilli are relevant. Presence of Bacteroides is not a specific diagnostic criterion."
184,146a6e7c0a9062c1028924bdf57c3240a61aee593deb4975b42f3a83af550970,A 55-year-old woman who is being managed for DVT with warfarin started bleeding from GIT. Further assessment revealed that she had deranged liver and renal function. To prevent pulmonary embolism which of the following should be done urgently,a.	Continue warfarin therapy,b.	Stop the warfarin therapy and watchfully wait,c.	To insert an IVC filter,d.	To treat the liver for 6 weeks before restarting the warfarin,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is at risk of pulmonary embolism due to DVT and is experiencing bleeding complications with warfarin, alongside deranged liver and renal function. Stopping warfarin is necessary due to bleeding, and an IVC filter is an urgent alternative to prevent PE.""
}",C,,0.9,"The patient is at risk of pulmonary embolism due to DVT and is experiencing bleeding complications with warfarin, alongside deranged liver and renal function. Stopping warfarin is necessary due to bleeding, and an IVC filter is an urgent alternative to prevent PE."
185,09b830fbb53e43fb109dd2e4f8ed75855c0c5f6c089f9599edfcbd9272549e80,A 45-year-old male patient complains of dysphagia of 2 years’ duration. He seems to have greater difficulty swallowing liquids than solids. Recently he has noticed that at night he is woken up by coughing. He has lost about 7–8 kg in weight in 6 months. The most likely diagnosis in this patient is,Peptic stricture,Carcinoma,Achalasia,Diffuse oesophageal spasm,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's difficulty swallowing liquids more than solids, nocturnal coughing, and significant weight loss are characteristic symptoms of achalasia, a motility disorder of the esophagus.""
}",C,,0.9,"The patient's difficulty swallowing liquids more than solids, nocturnal coughing, and significant weight loss are characteristic symptoms of achalasia, a motility disorder of the esophagus."
186,af0dc199e0a0d6b28fdee4ffb2444d0e3c9b6b09f2669e964e5a7e27b5fe7401,"A 45-year-old woman with long-standing, well-controlled rheumatoid arthritis develops severe pain and swelling in the left elbow over 2 days. She is not sexually active. You suspect septic arthritis. If you are correct, which of the following is the most likely organism to cause septic arthritis in this case?",Streptococcus pneumoniae,Neisseria gonorrhoeae,Escherichia coli,Staphylococcus aureus,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Staphylococcus aureus is the most common cause of septic arthritis in adults, particularly in those with pre-existing joint disease like rheumatoid arthritis.""
}",D,,0.9,"Staphylococcus aureus is the most common cause of septic arthritis in adults, particularly in those with pre-existing joint disease like rheumatoid arthritis."
187,be5c5b4c0e83674f7789025a3fc1c0a9422115f325744d3599b166a7419897cf,"Mr. Adu has been feeling sad and has lost interest in pleasurable for the past 3 months. He has heard that people with depression may be prescribed an SSRI, and wants to know what SSRI stands for. You tell Mr Adu that SSRI stands for",Sensitive Serotonin Receptor Inhibitor,Specific Serotonin Receptor Inhibitor,Specific Serotonin Reuptake Inhibitor,Selective Serotonin Receptor Inhibitor,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""SSRIs are a well-known class of antidepressants; the correct expansion is 'Selective Serotonin Reuptake Inhibitor', which is often used interchangeably with 'Specific Serotonin Reuptake Inhibitor' in some contexts, but 'Selective' is the standard term used.""
}",C,,1.0,SSRIs are a well-known class of antidepressants; the correct expansion is 'Selective Serotonin Reuptake Inhibitor
188,e0305aed5096baeacec3176c6742bf2a2d6f825d75d2a0b1e5dc91067686b2b0,"A two year old male child presents at the emergency room with a five-day history of cough and breathlessness. Examination reveals cardiomegaly, central cyanosis but no cardiac murmurs. The most likely diagnosis is:





",Eisenmengers syndrome.,Ostium secundum defect.,Pneumonia.,Tricuspid atresia.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child presents with cough, breathlessness, and central cyanosis, which are common symptoms of pneumonia. The absence of cardiac murmurs makes a congenital heart defect less likely, and cardiomegaly can be seen in pneumonia due to associated heart failure or severe infection.""
}",C,,0.9,"The child presents with cough, breathlessness, and central cyanosis, which are common symptoms of pneumonia. The absence of cardiac murmurs makes a congenital heart defect less likely, and cardiomegaly can be seen in pneumonia due to associated heart failure or severe infection."
189,dda053a524471658a3aaceb59cb4badff16b0ee83ea878919736abec01e23990,"7)	A 6-week-old child arrives with a complaint of “breathing fast” and a cough. On examination you note the child to have no temperature elevation, a respiratory rate of 65 breaths per minute, and her oxygen saturation to be 94%. Physical examination also is significant for rales and rhonchi. The past medical history for the child is positive for an eye discharge at 3 weeks of age, which was treated with a topical antibiotic drug. Which of the following organisms is the most likely cause of this child’s condition?",Neisseria gonorrhoeae,Herpesvirus,b. Staphylococcus aureus,Group B streptococcus,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's history of eye discharge at 3 weeks treated with topical antibiotics suggests chlamydial conjunctivitis, and the current symptoms of cough and fast breathing are consistent with Chlamydia trachomatis pneumonia, which is often associated with Neisseria gonorrhoeae exposure in the context of maternal infection. Chlamydia is not listed, but Neisseria gonorrhoeae is a plausible association due to similar transmission dynamics.""
}",A,,0.9,"The child's history of eye discharge at 3 weeks treated with topical antibiotics suggests chlamydial conjunctivitis, and the current symptoms of cough and fast breathing are consistent with Chlamydia trachomatis pneumonia, which is often associated with Neisseria gonorrhoeae exposure in the context of maternal infection. Chlamydia is not listed, but Neisseria gonorrhoeae is a plausible association due to similar transmission dynamics."
190,eb861b87c4acdc8b6f20738d3d445b01ef2399d00bdf8bedaa4c4194a85b2db7,A 24-year-old man presents to the ER with an acute abdomen. He has a generally tender abdomen with guarding and rebound tenderness. The bowel sounds are absent. He is being managed for generalised peritonitis secondary to a hollow viscus perforation. The imaging investigation appropriate to demonstrate air in the abdomen is,a.	Abdominal X-ray,b.	Erect chest X-ray,c.	Abdominal Ultrasound,d.	Pelvic Ultrasound,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""An erect chest X-ray is the most appropriate imaging to demonstrate free air under the diaphragm, indicative of pneumoperitoneum due to a hollow viscus perforation.""
}",B,,0.9,"An erect chest X-ray is the most appropriate imaging to demonstrate free air under the diaphragm, indicative of pneumoperitoneum due to a hollow viscus perforation."
191,255805960b00a369dba9527bfc3aabde6c8888f8939b2ec07e9fd45e7bfac9d2,"A previously healthy 18-month-old has been in a separate room from his family. The family notices the sudden onset of coughing, which resolves in a few minutes. Subsequently, the patient appears to be normal except for increased amounts of drooling and refusal to take foods orally. Which of the following is the most likely explanation for this toddler’s condition",Epiglottitis,Croup,Severe gastroesophageal reflux,Foreign body in the airway,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The sudden onset of coughing followed by drooling and refusal to eat suggests an obstruction or irritation in the upper airway or esophagus, most likely due to a foreign body.""
}",D,,0.9,"The sudden onset of coughing followed by drooling and refusal to eat suggests an obstruction or irritation in the upper airway or esophagus, most likely due to a foreign body."
192,6b5b18cd33072fbe96d998bffe5dfe1b14a76bd89145420f5e3bd8d4ae4b14ed,"4 hours after eating salad at a restaurant, a 25-year-old lady presents to the ER with nausea, vomiting, abdominal cramps. She later started to experience non-bloody, non-mucoid watery diarrhea. 
The most likely organism is?",Shigella Flexneri,Salmonella sp.,Staphylococcus aureus,Yersinia enterocolitica,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The short incubation period of 4 hours and symptoms like nausea, vomiting, abdominal cramps, and watery diarrhea are characteristic of Staphylococcus aureus food poisoning, often associated with pre-formed toxins in contaminated food.""
}",C,,0.9,"The short incubation period of 4 hours and symptoms like nausea, vomiting, abdominal cramps, and watery diarrhea are characteristic of Staphylococcus aureus food poisoning, often associated with pre-formed toxins in contaminated food."
193,5c2959116dbb5cc60852762fa0a10dd530097291ec5de928e69607b23bba32b6,A 28-year-old 62 para 1 at 28 weeks' gestation attends the antenatal clinic to discuss vaginal birth after caesarean section (VBAC). She had a previous emergency caesarean section 3 years ago for undiagnosed breech in labour. Which one of the following is true concerning VBAC?,Intermittent monitoring during labour is recommended.,Risk of uterine rupture is 2%.,It is contraindicated in women with previous classical caesarean section.,The chances of successful vaginal birth is around 50%.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""VBAC is generally contraindicated in women with a previous classical caesarean section due to the higher risk of uterine rupture.""
}",C,,0.9,VBAC is generally contraindicated in women with a previous classical caesarean section due to the higher risk of uterine rupture.
194,ceebe5fbbf76fb7d9d50000c0ed4da726b6328a0278956758611389743a271d2,"A 62-year-old man who had prosthetic aortic valve replacement 6 weeks earlier presented with weight loss, night sweats and intermittent palpitations over the
past month. His heart rate is 88 bpm and regular. Blood pressure checked was 140/86 mmHg. He has a prosthetic valve murmur and splinter haemorrhages are found on examination of his fingernails. Echocardiogram done showed vegetations on the aortic valve. What is the most likely causative organism?",Streptococcus viridans,Candida albicans,Haemphilus ducreyi,Cardiobacterium hominis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has a prosthetic valve and presents with symptoms suggestive of endocarditis, such as weight loss, night sweats, and vegetations on echocardiogram. Candida albicans is a common cause of prosthetic valve endocarditis, particularly in the early period after surgery.""
}",B,,0.8,"The patient has a prosthetic valve and presents with symptoms suggestive of endocarditis, such as weight loss, night sweats, and vegetations on echocardiogram. Candida albicans is a common cause of prosthetic valve endocarditis, particularly in the early period after surgery."
195,655c5cf9d9a9e4531af0a1196bf4bc2b7c164c5e98a82fdc2d383b6556da1185,"A 38-year-old woman presents to the maternity day assessment unit with a history of swollen feet, headache and blurring of vision at 30 weeks' gestation. Her BP is 160/100, pulse rate 88 bpm, oxygen saturation (Sp O 2) 99% on air and normal temperature. Uterine height measures 26 cm. Qualitative analysis of urine reveals 3 plusses of protein. What would be the diagnosis in this clinical context?",Unexplained proteinuria,Migraine,Diabetic nephropathy,Glomerulonephritis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation suggests pre-eclampsia, which is not among the given options.""
}",,NO_VALID_OPTION,0.0,"The clinical presentation suggests pre-eclampsia, which is not among the given options."
196,c03079d1061f23a8a3e00aed79a453c1fe80df97c10e7f475ce1f5e388c76c8b,"A 47 years old man presents with a 2 day history of disorientation, auditory and visual hallucinaitons. His wife says he has been complaining of headaches 2 days prior to presentation. His blood pressure is 212/125 mmHg. This is his first such episode. He most likely has;",Schizophrenia,Bipolar Affective Disorder,Schizo-Affective Disorder,Organic cause of psychosis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's acute onset of disorientation, hallucinations, and significantly elevated blood pressure suggests a medical cause for his symptoms, such as hypertensive encephalopathy, rather than a primary psychiatric disorder.""
}",D,,0.9,"The patient's acute onset of disorientation, hallucinations, and significantly elevated blood pressure suggests a medical cause for his symptoms, such as hypertensive encephalopathy, rather than a primary psychiatric disorder."
197,23cf2e199e094c0e4bf3ae5e126a93486807115b3404e27e60a783432a30071f,"A 34-year-old woman presents with galactorrhoea, loss of libido and amenorrhoea for 4 months. MRI of the brain showed a macroadenoma with pressure on the optic chiasm. Which visual defect is likely to be found on examination?",Binasal hemianopia,Bitemporal hemianopia,Loss of colour vision,Left homonymous hemianopia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The macroadenoma is pressing on the optic chiasm, which typically results in bitemporal hemianopia due to compression of the crossing nasal fibres.""
}",B,,0.9,"The macroadenoma is pressing on the optic chiasm, which typically results in bitemporal hemianopia due to compression of the crossing nasal fibres."
198,0d21ee174c5e4a282a70a2608f624fee2bb91d4c769596687f9237cb74d6ee23,"A 57-year old nulliparous woman comes 2 weeks after noticing a lump in the right breast. Her last mammogram was done 4 years ago and showed no abnormalities. Menopause began 2 years ago, during which time the patient was prescribed hormone replacement therapy for severe hot flashes and vaginal dryness. Vital signs are within normal limits. Examination of the right breast shows a firm, non-tender mass close to the nipple. There are no changes in the skin or nipple and there is no palpable axillary adenopathy. The abdomen is soft and nontender. Mammography shows a suspicious 2 cm mass adjacent to the nipple. Which of the following is the most appropriate next step in management?",Measurement of serum CA 15-3,Fine needle aspiration,Bone scan,Excisional biopsy,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a suspicious breast mass on mammography, and given her history and presentation, further diagnostic evaluation is needed. Excisional biopsy is the most appropriate next step to obtain a definitive diagnosis.""
}",D,,0.9,"The patient has a suspicious breast mass on mammography, and given her history and presentation, further diagnostic evaluation is needed. Excisional biopsy is the most appropriate next step to obtain a definitive diagnosis."
199,93f4bf37b6b0ce169bb73aa151a4fbe747ae7bdfc809e3ec4bdc68109a93096f,"A 50-year-old farmer presents with diarrhoea, flatulence, joint pains and gradual weight loss over the past 6 months. A small bowel biopsy shows villous atrophy and periodic acid-Schiff positive macrophages. What is the most likely diagnosis?",Lactose intolerance,Coeliac disease,Small bowel lymphoma,Ulcerative colitis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The presence of villous atrophy and symptoms like diarrhoea, flatulence, and weight loss are characteristic of Coeliac disease. The periodic acid-Schiff positive macrophages are also seen in Whipple's disease, but the overall clinical picture is more suggestive of Coeliac disease.""
}",B,,0.8,"The presence of villous atrophy and symptoms like diarrhoea, flatulence, and weight loss are characteristic of Coeliac disease. The periodic acid-Schiff positive macrophages are also seen in Whipple's disease, but the overall clinical picture is more suggestive of Coeliac disease."
200,a9747cb5246a877e215caa157c7ca108e8ee18ab56ae0f3206fa4512eca120e8,"A patient presents with small bowel obstruction and a history of appendectomy 10 years ago. She is given fluid, an NGT tube, and a Foley catheter. What are the clinical signs or symptoms that indicate the need for surgery?",Vomiting,Constipation,Peritonitis,Abdominal distension,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Peritonitis is a sign of bowel perforation or ischemia, indicating the need for surgical intervention in a patient with small bowel obstruction.""
}",C,,0.9,"Peritonitis is a sign of bowel perforation or ischemia, indicating the need for surgical intervention in a patient with small bowel obstruction."
201,824e0048805f92109351a5ebc60824475f7b8c75c745cbe1bbd44b255ab04cf0,"A 20-year-old primigravida, unbooked, was rushed into the emergency room unconscious following repeated episodes of convulsions. Blood pressure checked on admission was 150/100 mmHg. Urinalysis revealed 3+ of proteinuria. She was thereafter given intravenous injection of Magnesium sulphate. The following is untrue regarding Magnesium sulphate:",Is given to cases of imminent eclampsia,The aim is to reduce blood pressure,Acts on the central nervous system causing depression,Is excreted by the kidney,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Magnesium sulphate is primarily used for seizure prophylaxis in preeclampsia and eclampsia, not to reduce blood pressure directly.""
}",B,,0.9,"Magnesium sulphate is primarily used for seizure prophylaxis in preeclampsia and eclampsia, not to reduce blood pressure directly."
202,5bff2b5720abbc1c788ce581948a9a5ae37f0168603774f8330f0303b7878748,You assess a 26-year-old woman with a diagnosis of bipolar disorder in the emergency department. She is speaking very quickly and is difficult to interrupt. She scarcely finishes a sentence before starting another. She speaks about a range of topics but her words make sense and the topics are clearly linked to one another. What sign is she exhibiting?,Pressure of speech,Dysphasia,Tangentiality,Alogia,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is speaking quickly, is difficult to interrupt, and her speech is coherent and linked, which are characteristic features of pressure of speech, a common symptom in manic episodes of bipolar disorder.""
}",A,,0.9,"The patient is speaking quickly, is difficult to interrupt, and her speech is coherent and linked, which are characteristic features of pressure of speech, a common symptom in manic episodes of bipolar disorder."
203,8cdde617b2936fcbcff6834771c170a61ff8870456f3755df47f1eb778cd7c97,"Consent is being obtain from a 24-year-old for a diagnostic laparoscopy and it is correctly documented that there is risk of laparotomy if any injury to bowel, bladder or blood vessels were to occur during the procedure. The patient wishes to know what proportion of cases would be converted to a laparotomy my should an injury occur?",17%,31%,48%,67%,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The question does not provide specific data or context regarding the proportion of diagnostic laparoscopies that are converted to laparotomies upon injury.""
}",,INSUFFICIENT_INFO,0.0,The question does not provide specific data or context regarding the proportion of diagnostic laparoscopies that are converted to laparotomies upon injury.
204,17e093b6d955b95bf1bb8176ab8d01a214f70e36489b0af3b88d929b887a81b4,"A 36 year old factory worker developed itchy, annular scaly plaques in both groins Application of a corticosteroid ointment led to temporary relief but the plaques continued to extend at the periphery. The most likely diagnosis is?",erythem annulare centrifugum,granuloma annulare,.tinea cruris,. psoriasis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of itchy, annular scaly plaques in both groins, with temporary relief from corticosteroid ointment but continued peripheral extension, are characteristic of a fungal infection, making tinea cruris the most likely diagnosis.""
}",C,,0.9,"The patient's symptoms of itchy, annular scaly plaques in both groins, with temporary relief from corticosteroid ointment but continued peripheral extension, are characteristic of a fungal infection, making tinea cruris the most likely diagnosis."
205,74c202aa967bc6e82b261751344c92a100c6c38974ace6aa79261f4a44edd4d4,"Hypercortisolism promotes deposition of adipose tissue in upper face (moon facies), interscapular area (buffalo hump), supraclavicular fat pads & mesenteric bed (truncal obesity). Rarely, episternal fatty tumors and mediastinal widening secondary to fat accumulation occur.
Most common cause of Cushing’s syndrome is?




 
",Iatrogenic administration of steroids,Adrenal macronodular hyperplasia,Adrenal micronodular dysplasia,Adrenal neoplasia,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The most common cause of Cushing's syndrome is iatrogenic, resulting from exogenous steroid administration, which is a well-established clinical fact.""
}",A,,0.9,"The most common cause of Cushing's syndrome is iatrogenic, resulting from exogenous steroid administration, which is a well-established clinical fact."
